X,RamDA_mESC_48h_A04,RamDA_mESC_48h_A05,RamDA_mESC_48h_A06,RamDA_mESC_48h_A07,RamDA_mESC_48h_A08,RamDA_mESC_48h_B01,RamDA_mESC_48h_B02,RamDA_mESC_48h_B03,RamDA_mESC_48h_B04,RamDA_mESC_48h_B05,RamDA_mESC_48h_B06,RamDA_mESC_48h_B07,RamDA_mESC_48h_B08,RamDA_mESC_48h_B09,RamDA_mESC_48h_B10,RamDA_mESC_48h_B11,RamDA_mESC_48h_C01,RamDA_mESC_48h_C02,RamDA_mESC_48h_C03,RamDA_mESC_48h_C04,RamDA_mESC_48h_C05,RamDA_mESC_48h_C07,RamDA_mESC_48h_C08,RamDA_mESC_48h_C09,RamDA_mESC_48h_C10,RamDA_mESC_48h_C11,RamDA_mESC_48h_C12,RamDA_mESC_48h_D01,RamDA_mESC_48h_D02,RamDA_mESC_48h_D03,RamDA_mESC_48h_D04,RamDA_mESC_48h_D05,RamDA_mESC_48h_D06,RamDA_mESC_48h_D07,RamDA_mESC_48h_D08,RamDA_mESC_48h_D10,RamDA_mESC_48h_D11,RamDA_mESC_48h_D12,RamDA_mESC_48h_E02,RamDA_mESC_48h_E05,RamDA_mESC_48h_E06,RamDA_mESC_48h_E07,RamDA_mESC_48h_E08,RamDA_mESC_48h_E10,RamDA_mESC_48h_E11,RamDA_mESC_48h_E12,RamDA_mESC_48h_F01,RamDA_mESC_48h_F02,RamDA_mESC_48h_F03,RamDA_mESC_48h_F04,RamDA_mESC_48h_F05,RamDA_mESC_48h_F06,RamDA_mESC_48h_F07,RamDA_mESC_48h_F08,RamDA_mESC_48h_F09,RamDA_mESC_48h_F10,RamDA_mESC_48h_F11,RamDA_mESC_48h_F12,RamDA_mESC_48h_G01,RamDA_mESC_48h_G03,RamDA_mESC_48h_G04,RamDA_mESC_48h_G05,RamDA_mESC_48h_G06,RamDA_mESC_48h_G07,RamDA_mESC_48h_G08,RamDA_mESC_48h_G09,RamDA_mESC_48h_G10,RamDA_mESC_48h_G11,RamDA_mESC_48h_G12,RamDA_mESC_48h_H01,RamDA_mESC_48h_H02,RamDA_mESC_48h_H03,RamDA_mESC_48h_H04,RamDA_mESC_48h_H05,RamDA_mESC_48h_H06,RamDA_mESC_48h_H07,RamDA_mESC_48h_H08,RamDA_mESC_48h_H09,RamDA_mESC_48h_H10,RamDA_mESC_48h_H11,RamDA_mESC_48h_H12
Tdgf1,0,0,0,0,0,0,0,0,0,0,0.063418667,0.055418762,0.064469093,0,0,0,0,0,0.062027078,0,2.226207059,0,0,0,0,0,0,0,0,0,0,0,0,0.032243064,0,0.069500684,0,0,0,0,0.076664915,0.060410357,0,0,0,0.251883274,0,0,0.049941691,0,0,0,0,0.235966688,0,0,0,0,0,0,0.071226007,0,0,0,0,0,0,0,0,0,0.041090393,0,0,0,0,0,0.025076421,0,0,0,0
Tead1,3.236649907,2.580254813,2.762205572,3.082104021,2.527942797,2.091536087,2.763156186,2.271389431,1.72777377,2.035307997,1.955853067,2.046317113,3.161212192,3.035552524,2.783069399,2.670428627,2.380841154,2.669413645,3.04574572,3.05656487,2.012324006,2.762337191,2.381084325,2.436648624,2.35168688,2.944982269,2.594330711,2.426389507,1.885119029,2.735218565,3.20442706,2.238974168,2.475796322,2.516240403,2.450788587,3.525172499,2.312887865,2.21576947,2.047735577,2.287018008,2.796821586,3.323779669,2.884101157,3.185877862,3.294369646,3.080910967,3.158147124,1.509614928,2.562874415,3.058009501,2.980123816,2.095284598,2.690808519,2.653999152,3.061202404,2.371651327,3.145890753,3.118723858,2.690972547,2.396965525,3.072290871,3.273141162,2.633948479,2.474439898,2.687090727,2.833119815,2.356530015,1.867980095,2.550908582,2.374186709,2.055464597,2.775868351,2.854752863,2.595509864,2.235119662,2.466246146,3.251095948,2.621531804,2.4445458,2.877665859,2.500583845
Tead3,0.121549922,0.340622374,0.273071721,0.59280285,1.353465402,0.511679924,0.442652672,1.144104888,0.600280035,0.386785935,0.915023277,0,0.021105134,0.917799406,0,0.417911068,1.183733778,0.09461288,0.064586521,0.838884455,0.242655922,0,0.246035766,0.460592983,0.637611779,0,0.043421298,0,0.926644378,0.449834409,1.143457278,0.220538663,0.591713955,0.157107674,0.794363417,0.089897715,0.194726288,0.172532136,0.239214562,0.256657346,0.795529737,0.275181665,0.774481219,0.112804934,0.592913992,0.841168948,0.173418421,0.765375079,0.343409145,0.114989484,0,0.299854737,0,0.209324737,0,0.474305707,0.187694537,1.091901611,0.102805001,0.135452195,0.276172174,0.223270554,0.234262356,0.673909372,0.061813298,0.203371398,0,0.215123001,0.382791482,0.43522283,0.36351129,0.136149597,0.447067127,0.375710302,0.673331696,0.542914782,0.136222152,0.206279426,0.333371126,0.251693308,0.971622738
Tead4,0.84895425,1.468564583,1.583360278,1.592150457,1.338124008,0.779873713,1.503908534,1.0023072,1.26111435,1.410221868,1.166311547,1.015957154,1.225165415,1.170936075,1.380007844,1.676643051,0.588736536,0.738260055,1.462293537,1.992514071,0.485147876,1.333392832,1.60400478,2.154051712,1.899256054,1.280305432,1.751953621,1.750907875,0.341819975,1.810296792,1.986730274,0.887694703,1.30743285,0.656068828,1.515773579,1.382215787,1.462925013,1.022657503,1.584529935,1.464498302,1.823189558,2.014666494,1.860807179,1.378428836,1.715681169,1.400128423,1.887186447,1.430279439,1.514707252,2.085227614,1.869492434,1.697455359,1.901805108,0.64251354,1.37529444,1.231854154,2.005090993,1.498283216,1.169785987,1.373069764,1.592074465,1.51221075,1.533574031,1.276213738,1.497827756,1.59249377,1.14460968,1.23244923,1.421826911,0.799892385,1.801067595,1.462362282,1.184140548,1.649454588,1.138280756,1.407783756,1.713331288,1.753858688,0.863425063,1.16755821,1.005791093
Tet1,1.257704176,0.327733362,1.150649415,0.928272209,0.395498169,1.063733487,1.117064582,1.229543882,1.309346799,0.981985766,1.259423747,0.974373647,1.107165276,0.913728526,0.818701665,2.260933414,1.613242309,1.484325708,1.034334598,0.752633277,3.518220063,0.837385968,1.104981892,0.980673195,1.086534508,0.674025259,1.211925936,0.924271313,1.493825852,1.297203153,1.137956867,1.060643504,0.973746272,0.69724218,1.133443086,0.7824066,1.226200209,0.867088452,1.189241387,1.547742762,0.819938939,0.837170094,1.292704495,0.563598339,1.114485696,0.737074877,1.226398825,1.725586769,1.16846392,0.923887433,0.906462855,1.06343976,1.64353078,1.343054707,1.209185845,0.789472083,1.087407219,1.453393788,0.686423771,1.652680401,0.733204834,1.105073242,1.438347809,0.750271664,0.895329974,0.927996827,0.779338014,0.934221198,0.476173281,1.250261873,1.03648949,0.835765268,1.056463759,0.953927679,0.773151119,1.456573026,0.822107519,1.096665149,0.882925564,1.174410982,1.603562425
Tet2,2.009575974,0.82219293,0.745685565,1.016851145,0.678481452,2.192989455,2.149477407,2.41405909,1.069092592,1.747909654,0.953582911,2.23527444,1.911396107,1.631352177,1.076400367,1.307469208,1.12856795,3.174208386,1.297622692,0.098386195,2.751038262,2.40982775,1.239739821,1.810569487,2.693527922,1.172720335,0.868080863,0.802994253,0.741887235,1.928973775,1.010795811,1.469260688,2.434779266,1.978316235,1.843639111,1.48503195,2.200435164,1.767733136,3.485555335,1.941459516,1.483000433,1.085470925,1.32197274,1.19877212,0.498882865,1.286704995,1.069703507,1.027200857,1.511016129,1.284797821,2.108907963,2.214857785,0.684762886,1.641189346,0.852622199,0.764028919,1.131929124,1.139538549,0.653246555,1.788024317,0.056176744,0.665260639,2.252374799,0.462278237,1.035632769,1.691969687,0.751561563,0.358550657,1.476138002,1.891276862,0.679612672,1.768799385,1.02842624,1.096642016,0.709395409,0.967397436,2.24439473,1.019451246,1.373552337,1.846178557,2.289469439
Tfap2c,0.098704926,0.272636869,0,0.267162305,0.167432975,0,0.029672112,0.21033762,0,0,0.083870905,0,0,0.167851987,0.089727111,0,0.226134603,0.191570912,0,0.155548502,2.055079911,0.290587583,0.209667417,0,0.179295743,0.102346245,0.15970758,0.016273724,0,0,0.038049034,0.019619505,0.21548559,0,0.082996855,0.091852949,0,0,0.022407081,0,0.29592531,0,0.352425199,0,0,0.132828862,0,0,0.219349577,0.260823327,0,0.082772769,0.219624835,0.050191874,0,0,0,0.134453944,0.246612263,0,0.082320962,0,0,0,0.290268515,0.039093435,0.214097627,0.097315208,0,0,0.181147915,0,0,0.050058053,0,0,0,0.179068779,0.039734621,0.065036811,0.203105793
Tfap4,0.426596695,0.103505219,0.35646546,0.19517928,0.019759255,0.254003747,0.410945309,0.442082023,0.114177433,0.185747744,0.132665286,0.238610319,0.274874833,0.498036447,0.462170739,0.327368262,0.229180337,0.03753957,0.633660695,0.219700629,0,0.17406424,0.351470719,0.222793814,0.261959282,0.08125973,0.034101333,0.535094604,0.374497558,0.415927527,0.276878347,0.053485052,0.114088027,0.484546131,0.108535229,0.509052213,0.396614967,0.391923543,0.119494477,0.215724857,0.263669514,0.018766825,0.264994993,0.131125716,0.241879996,0.329978268,0.166477901,0.425348526,0,0.180454178,0.068819592,0.691859079,0.185799595,0.189187773,0.228619156,0.142143587,0.221962135,0.263613599,0.020704264,0.428415897,0.148570092,0.491269711,0.389049097,0.114035565,0.268940521,0.225439286,0.512562074,0.269415732,0.084910999,0,0.179753137,0.196947923,0.385923085,0.348236531,0.044092001,0.277813495,0.362596128,0.198112851,0.174254848,0.064374854,0.548981154
Tfcp2l1,0.923404697,0.143867042,0.47103538,0.206026384,1.838854889,1.168617911,0.630575587,2.235344327,0.432464028,0.551022544,1.063255068,0.168590974,1.608015581,0.267185982,0.313521119,0.244495968,0.805082967,0.490141307,0.467953333,0.476390323,3.672980521,0.349211586,0.669484173,0.504111083,0.427384085,0.095140486,0.551416815,0.436760424,0.662902442,0.764292016,0.684531644,0.668303041,0.748590447,0.378854677,0.456130919,0.248577049,0.261995468,0.463122881,1.844546741,0.236521722,0.638826584,0.359161004,1.050071946,0.306938986,1.025303155,0.383088041,0.740567205,0.053128484,0.666701474,0.524723298,0.506550908,1.085385017,0.492029463,0.827756735,0.440916703,0.338037073,1.433637749,0.380446889,0.326659575,0.539640553,0.575551231,0.18079597,0,0.502159265,0.129208633,0.426853721,0.487110015,0.622809039,0.570726049,0.705997953,0.683044062,0.242665299,0.649596213,0.819754526,0.611054491,1.645217047,0.285312454,0.225242668,1.104016257,0.761278165,0.246484766
Tfe3,1.056077852,1.438894798,1.811804681,1.370667673,1.374851871,1.994042878,2.248094652,1.214924704,1.667260759,1.563528451,1.774784875,1.357832416,1.183133333,1.411278002,1.580365667,1.326158057,0.791281573,1.477868217,1.853815311,1.810822758,0.90532864,0.9534223,1.433191966,2.092441204,1.564566854,1.305867263,1.267386789,1.788179455,1.813416403,1.283796896,1.817234202,1.838898737,2.236194456,1.867509101,1.969569907,1.405974112,1.750057155,0.473570415,0.709862661,2.135751019,1.796745176,1.862096614,1.669909296,1.313273318,1.858499759,0.708272065,1.249376495,1.511579762,2.117842463,1.772527011,1.599226871,2.12053933,1.689603288,1.818514873,1.640747556,1.55366444,1.287329605,1.269537262,1.833981545,1.679210177,1.600878643,1.6248234,1.657148868,1.141947088,1.739270221,1.351650472,1.292331014,0.985963549,1.346982876,0.665089028,1.76942503,1.626081689,0.908188123,1.450087132,1.109462758,0.804183108,1.534655213,1.770600448,0.823573675,1.079033452,1.12242149
Tfeb,0.528101079,0.677658916,1.51288127,1.330404508,2.450224309,2.972966847,0.855201884,1.317921768,1.841688934,1.129898675,1.214646216,0.531808037,1.26463458,0.780995003,0.130198376,2.607824518,2.000001805,1.529507425,0.253892358,0.747492845,0.832367146,0.713451252,1.319023273,0.518021328,1.020553702,0.640612989,1.795369156,0.926492062,1.953773724,0.203456543,0.93755222,0.345195176,0.480437293,0.365763283,1.126520322,0.836883355,0.98840989,0.611093082,0,0.939503498,1.242776942,0.505039303,0.97789875,1.160077248,1.298990419,0.863046231,0.916494998,2.248616701,1.281643159,0.484831181,0.265888347,1.608603256,0.688248193,1.395695009,0.628410224,0.805747191,1.45667675,0.992017898,0.371507286,0.713016723,0.65040808,1.206426476,1.437903151,0.929441029,0.63275532,0.988474781,1.313354012,2.251478842,1.062567665,1.048310261,0.755685863,0.671428645,1.223723649,0.855893488,0.469428399,3.053917724,0.493045563,1.725996339,1.933999483,0.726367412,3.261178558
Tfrc,1.596832912,1.856216459,0.301669634,0.601769328,0.387581193,0.510594062,0.839077926,0.224473404,0.417799135,1.003294683,0.707416962,0.463787944,0.331145189,1.21508906,1.907813639,0.352472109,0.362762487,0.348714817,0.909001959,1.498035961,1.890176521,2.299878789,0.588152923,0.50692525,0.638861237,1.793516218,0.754971862,1.395599358,1.530853318,1.711270588,0.789019647,0.506764057,0.797720314,1.371679178,0.386732815,1.386642669,0.637344568,0.087545827,0.573676524,1.43592675,0.4489986,0.925516253,1.204430361,0.586147794,1.544286621,0.60541008,0.751771833,0.474707046,0.226186497,1.481944093,1.324644186,0.725803255,0.994976057,0.768053958,0.729444234,1.232726434,0.977453561,0.481377731,1.600407214,0.522470541,1.873400054,2.004572705,1.464604103,0.399095775,1.360106676,1.241723348,0.391722781,0.270580461,0.995400069,1.045668985,1.013966497,1.341499707,0.183889188,1.21839814,1.264938779,0.320444985,0.201514699,0.620285895,0.566966827,0.795961298,0
Tgfb1,0,0.013187225,0,0.024450789,0.073005201,0.014519005,0,0,0.017349245,0.018754756,0,0,0.1423585,0.031673563,0.018613503,0.02562599,0,0.017170943,0,0,0.165612606,0.135113768,0,0,0.020329907,0,0.030203334,0,0.078067712,0,0.043071259,0,0,0,0,0.037965249,0.017590889,0.01939584,0.03444801,0.028150138,0.024347931,0.409380061,0.017413081,0.014130805,0,0.193785771,0.012082032,0,0,0,0,0,0.144352789,0,0,0,0.13023938,0.306594214,0,0.150825706,0,0,0.018655648,0,0,0.016047852,0.037205204,0,0,0.415428199,0.05586087,0,0.037439762,0,0,0.081431443,0,0.049205473,0.016870661,0,0.073542103
Tgfb1i1,0.474938959,0.104085065,0.170886523,0.263012795,0.628606143,0.56892962,0.850846541,0.497347668,0.283854984,0.657092801,0.421723558,0,0.102843244,0.138540535,0.296551187,0.052468236,0.298323861,0.455449523,0.396554867,0.634818127,0,0,0.134495239,0.129519289,0,0.52112879,0.442179339,0.295643673,0.212011405,1.126655724,0.149371623,0.252530845,0.702774503,0.099150327,0.873843595,0.217949064,0.043849424,0.085272008,0,0.110454524,0.246234375,0,0.467304243,0.122915367,0.491825286,0.372728915,0.215952864,0.097512774,0.083505257,1.142467792,0.071236943,0.181902895,0.043809982,0.25979525,0,0.246026404,0.508770702,0.303694266,0.497121925,0,0,0.114674743,0.824916225,1.320383476,0.333055102,0.309399725,0.759532864,0.437344273,0.561700689,0.736500592,0.308157029,0.755575794,0.110207779,0.112800485,0.14329656,0,0.493502794,0.51707183,0.122564968,0.184577892,0.888165064
Tgif1,0.928653932,0.587119623,0.524227645,1.364397956,0.385062454,1.024625489,0.933720857,1.39554111,0.400597272,0.564221445,0.527561473,0.960516734,1.926572606,0,0.936147156,0.489534941,0.335492688,0.507893208,0.943822067,0.963455204,2.370803341,0.849241847,0.458505355,0.526339074,0.619202399,0.785942608,0.379279597,0.880150098,0.786818946,1.179402023,0.392652315,1.607687989,0.71686234,0.5561813,0.867814865,0.524676736,0.685318237,0.714894665,0.988441686,1.316399976,1.718522387,0.946947633,0.498577826,0.35942272,0.332500311,0.22293576,0.914799467,0.384359546,0.120142809,0.872605912,0.761289639,0.473653156,1.088048553,0.701591089,0.998702515,0.277207892,0.487786814,1.173634805,1.007750477,1.344846499,0.718129777,0.798494016,0.183900715,0.527747303,1.261911829,0.796331442,1.011399883,0.563487944,0.134392149,0,0.556590553,0.470375589,0.424327742,0.97665703,0.378375415,0.359449107,0.836846206,0.878429376,1.851120976,0.316102106,0.78851634
Thrap3,3.860013008,3.798738239,3.765073229,3.987388125,3.505723007,3.970219619,3.64167501,2.922366229,4.273854122,3.881826144,3.738536127,3.494629328,3.866260641,3.445364932,2.955032907,4.067501305,3.938583285,3.326798831,4.04092419,3.781015061,4.021708733,3.598224875,3.42995453,3.431675926,3.937654105,3.760900764,3.416516996,3.727971135,3.738144269,3.535192145,3.493341901,3.664978071,3.975413045,4.386916351,3.458721227,3.498820062,3.902670567,3.644018853,3.473442671,3.775696395,3.740700555,3.76843647,3.564148766,3.474812544,3.470705998,3.717561292,2.93978692,3.596950329,3.895733295,3.373703064,3.778364968,3.62679757,3.596395512,3.50734618,3.114139786,3.945315178,3.495657009,3.412805899,3.70680823,3.492921396,3.083419506,2.751505088,3.541737172,3.373691023,3.617960027,3.901640897,3.7992538,3.992501126,3.329789066,3.664680843,3.677407441,3.483303568,3.959763825,3.901827531,3.954777937,3.757858957,3.350058677,3.540547218,3.4226129,4.061614511,3.896280053
Timeless,1.934104855,2.122998052,2.635913041,2.804467322,2.473559506,2.340680431,2.875844397,3.183064567,2.544137408,1.804588631,2.723801203,2.45074155,3.02489276,2.988266345,1.948160882,2.356601783,3.189063537,3.439102172,3.162068949,2.149546651,3.304108757,2.607918685,2.217813772,2.179738427,2.562618581,2.097552002,2.080701029,2.652253814,2.93005482,2.408812261,2.635921522,3.226478614,2.195654815,3.464407004,2.218959326,2.542545511,2.768731883,3.066006119,2.436066182,2.541713992,2.419054669,3.287245529,2.481208801,2.216346617,1.77556217,2.245276316,2.207561937,2.703618042,2.85380022,2.32648365,2.80381505,3.205213036,2.392936866,1.786981109,2.500280791,1.870687007,2.847483431,2.987961802,2.656841238,3.277934361,1.306588535,1.820522615,2.587245566,2.16357452,2.134163183,3.202834357,2.794987293,2.4430334,2.089799088,2.653692706,2.487005883,2.470247733,2.02046023,3.02337797,2.717248175,1.8711541,1.412586323,2.284120873,2.262275108,2.106401812,3.600514327
Timp2,2.753328463,2.636144231,1.516848973,1.731752314,1.000122513,1.172439687,2.500455916,0.203899932,0.869762838,1.776215796,1.186190385,2.137431123,0.728263986,2.100075688,2.241730032,0.494859807,0.494642626,1.364563846,1.579237453,2.768936437,0,1.302306023,2.138014913,2.545871651,0.932213484,1.537650577,1.716443916,3.061495036,0.235057738,2.20512164,2.00651434,1.620593993,2.121060226,2.322883988,0.803521691,3.082424346,1.392791612,0.486640741,0,1.052649162,1.469610491,2.304248391,2.284364249,1.689073282,3.02203326,2.427208399,2.870801772,1.076938131,0.963629968,2.629846694,3.376870115,1.986165605,2.114896411,1.410662625,1.199322602,2.598955346,2.881144757,2.43387321,2.804102377,0.589947605,2.736212619,2.401601091,1.085417555,0.796247939,2.203635745,1.791858765,2.759088949,0.178020245,1.459797864,2.012589258,1.935998934,1.943073207,1.576518591,2.781886763,1.949467457,0.196625031,2.003428238,2.23590903,0.066864608,2.044379192,1.314911721
Timp3,2.520853339,2.162795864,1.411584465,1.060925571,1.525026033,2.34881887,1.971539061,1.512590491,1.767390354,1.253915773,1.644391253,0.965297762,0.330042993,2.53203597,1.640286225,0.882580681,1.601648701,0.849862184,2.150359381,2.121495866,0.472679966,0.441944216,0.554895815,1.317469392,0.798406117,0.458422265,0.528296419,1.949906088,1.646517104,2.434450129,2.588929331,1.237299862,2.323330165,1.938846032,1.973805957,2.643271349,0.517039418,0.076977947,0.170815653,2.401975142,1.178131924,1.905370651,1.988479592,0.285267239,2.281203223,2.11374547,1.361427212,0.521872331,0.528123506,2.807882562,2.647005463,1.065521802,1.989430425,1.457076161,0.686035185,2.344448699,1.214398813,1.849553196,2.767259296,0.623548917,2.113783371,1.529860877,1.197862881,2.516485897,2.072456419,1.381555547,2.280175485,1.969317201,0.531061489,0.928344682,1.333796354,2.052805309,0.517288537,1.099540062,2.493520897,1.609375077,1.791902236,0.716231537,0.782121894,2.973777089,1.07585016
Tle1,1.791893239,2.507334844,0.806776683,2.280998695,0.863178217,1.805858249,2.759262087,0.267530783,1.962723033,1.553696797,2.398980336,2.185842871,1.640697578,1.416595337,2.651242455,1.295748114,0.320009014,0.702030193,2.33880707,1.544563803,1.391373571,0.536667582,1.768510524,2.065126464,0.47119498,1.798515277,1.063157135,2.529485662,0.670764164,2.30629276,1.414862167,2.258873811,2.255216928,2.765691193,1.421124771,1.72667077,1.452864027,1.39194285,1.63262643,1.900607308,0.94807296,1.478954679,1.588096752,0.66804823,1.80008299,1.779498021,2.105423787,1.39994394,1.04349653,2.988707974,1.894518226,1.734520957,1.947436128,2.399898135,0.7825519,2.569660128,1.778378183,1.993056437,2.491088893,1.412470954,1.855655862,0.952828734,1.199329949,1.897713511,2.358772237,1.629109222,1.694953797,1.702842343,2.201805039,2.426378678,1.501524675,2.177449119,0.978562649,2.41984944,2.861390532,0.610571745,2.644917724,2.701419207,1.14425394,1.331502073,1.266392898
Tmed2,4.594959422,4.4585411,5.12450116,4.78281512,3.976645387,4.021818218,4.383021761,3.787475594,5.148958305,4.476894111,4.842507055,4.690732655,4.254540382,4.224575951,4.524784696,4.697265828,4.395093351,4.581072075,5.660852158,4.801098006,3.55929078,3.850137811,4.69438168,5.003213495,4.785880661,4.114796508,4.315532958,4.751689771,4.083503882,4.431011763,4.209148478,5.19707756,4.786427113,4.719438707,4.417845813,4.568595323,4.34971563,3.71795252,3.988946184,4.887851182,4.547727558,4.614622841,4.510011341,4.472877481,4.571788779,4.581691342,4.330398472,4.334588055,4.471924723,4.674423723,4.850165982,5.012847267,4.87106572,4.434913308,4.44491253,5.044573781,4.351716808,4.827490431,5.404659429,4.09361709,4.659179585,4.659582541,4.944807945,4.401453838,4.768658842,4.988877148,4.426991868,4.119094069,4.57577461,4.656047083,4.530444758,4.638757401,4.541941704,4.640087294,3.454630325,3.792451,4.753370356,4.501514938,4.173201064,4.528394501,4.077847541
Tmsb4x,0.593968984,2.745438053,1.780991571,1.923449294,0.73096282,1.33960126,1.475445602,0.844941837,1.421050885,1.996268695,1.250157581,1.827970959,2.001135598,0.900829661,2.340531886,1.820837932,0.870837995,1.635864622,0.641361704,1.208323926,0,0.706730665,0.883082225,2.45855119,0.958256955,2.498170673,1.697258176,2.27420789,1.073423697,2.004447125,2.467265693,2.75653628,1.834536591,1.476073559,1.093375067,1.94211753,0.864743264,0.403021607,1.868733054,1.493383252,0,2.389610175,2.033957165,0.104227448,1.858723975,1.964365016,1.688786539,1.358502813,0.351862777,1.884356649,3.298818288,1.094923523,2.197541563,1.579044879,1.122096226,2.6656492,0.779552479,2.366407338,2.238085161,0.114728819,1.728152241,1.790725286,1.612439377,2.427931653,2.252256993,2.698031702,2.559473544,1.059549361,1.692299408,3.318419154,1.183698028,1.750856713,2.542628204,1.534829603,2.660245272,0.314230307,2.112252796,1.973195586,0.474722201,2.815713207,0.574404594
Tnfaip3,1.01601858,0.203452481,0.223616036,0.359546518,0.47643522,0.973711356,0.43443142,0,0.172516042,0.462620742,0,0,0.127493516,0,0.789717401,0.095228331,0.100883588,0.43096909,0.044210877,0.48022559,0,0.267387207,0.069385923,0.522676328,0,0,0.193927323,0.417645696,0.221877999,0.564215426,0.102214584,0,0.053911662,0,0.124830822,0.293929084,0.821264449,0.129865644,0,0.229314358,0.187990315,0.21432458,0,0.097213999,0.564223069,0.804266375,0.178943537,0,0.312564322,0.58315585,0.437403365,0.277631959,1.112462504,0.442617806,0.249714601,0.207692541,0.311649689,0.489727309,0,0.740075121,0,0.476139185,0.324275382,0,0.328111443,0.389373472,0.184118712,0,0.219890564,0,0.159398918,0.604577795,0.561414165,0.393423452,0.060847277,0.349042464,0.395978457,0.445137911,0.199756488,0.680431879,0
Top2a,4.636435657,3.023937074,3.58315902,2.598231003,0.66038494,3.600675376,4.490037887,1.544945986,4.17618633,2.738905499,2.591045671,3.537693165,4.033885979,3.571800181,4.386901828,3.809604242,4.299794976,3.018850409,2.239887427,3.692004844,4.015428297,4.855400106,4.66722404,3.875991094,3.446227783,3.844242277,3.610946743,4.512270278,4.360100012,4.24389248,4.317545649,2.516812509,5.03940971,2.925401907,4.666967251,4.309034226,2.733648157,4.335298436,1.928387076,2.801218513,3.360839166,4.399445426,2.816502418,3.889864981,3.720041226,3.699857656,4.350690153,2.867901235,1.755940619,4.977693245,3.59144149,2.855165463,4.51529849,4.21551757,3.690937317,3.109654293,4.503499965,3.932476198,4.299837878,3.96634507,4.508481479,4.137415713,3.429404488,4.052534094,4.786447745,3.029250226,2.497299668,0.502753939,4.368158392,1.265352787,3.606937931,4.687204412,3.805938941,2.621663869,2.163398139,4.06811432,4.086798142,4.677516633,4.134547179,4.189212175,1.624155562
Top2b,2.040240432,1.05777846,1.771345728,1.976313215,1.16449734,1.895962435,1.469440683,1.525130249,1.983730648,1.73583878,1.215807401,1.410847872,1.636686254,1.488932632,1.685797957,1.643106318,1.704662599,1.49652248,1.902590643,1.773203024,1.100545168,1.397228293,1.510402297,1.799185909,1.772242225,1.838244598,1.613437765,1.368451381,1.784637216,1.620469697,1.793512892,1.758808753,1.535328824,1.630557213,1.891353884,1.642332439,1.910046037,1.934669334,1.868410494,1.576275407,1.818951857,1.990037961,2.191969195,1.477822534,1.380481791,1.64090951,2.111182261,1.783301402,2.029947364,1.941119459,1.416581216,1.581224415,1.787824462,1.304933616,2.017492324,1.663978223,1.764969455,1.847490812,1.367450421,1.749991496,2.029975864,1.504677476,2.066920559,1.645142262,1.659971878,1.725419538,2.140994222,1.324421432,1.271863408,2.062983804,1.459239028,1.48989406,1.373645472,1.940143212,1.122914523,1.297560837,1.659550995,1.615834397,1.666472211,1.672001409,1.222065248
Topors,1.617740262,1.369847483,1.31948947,1.63577014,1.38733792,1.532026102,1.198847373,1.277487976,1.330735644,1.918336774,1.906238686,1.844343971,1.954398958,1.842984482,1.467673893,1.898612681,1.63412047,1.523954207,1.556896978,1.464112502,1.911055853,1.728851946,1.472162004,1.573721877,1.337915195,1.733298048,1.406935997,1.491938641,1.877770045,1.262216557,1.431518458,1.550878267,1.770214971,1.380338791,1.726093262,2.001524872,1.700306354,1.606112167,1.691043708,1.429418009,1.463281028,1.500309333,1.552895672,1.320537535,1.542306321,1.056181907,1.37251572,1.325330689,1.897805899,1.650829003,1.401846902,1.75806219,1.684768317,1.888778846,1.852504221,1.465007826,1.728769077,1.017299017,1.959242321,2.204565996,1.438639073,1.112524683,1.498542297,1.625875148,1.27367058,1.402052974,1.32678804,1.119994781,1.225571284,1.700149168,1.09662858,1.539166905,1.241191971,1.961203785,1.579677969,1.510506207,1.425458622,1.353683628,1.094341588,2.133622439,1.724746998
Tpm4,4.920979155,5.4006641,4.255938081,5.008666324,2.762800412,3.011619729,5.155472816,2.917294478,3.469007854,3.968023105,2.256143474,4.38928142,3.775679571,4.376727961,5.089050985,4.240868955,3.992532448,4.091232622,3.773456317,4.682900965,2.593817263,4.415498599,4.766530935,4.542604459,4.126053004,5.664410706,4.979470123,5.291232421,2.510045889,4.723279676,5.55230234,3.854464606,3.903929132,4.990087932,2.407816225,4.543981582,4.480461709,3.800657727,3.618930158,4.687410403,4.586996085,4.669736137,5.066397827,4.665672739,5.218808273,4.5751309,4.916155355,4.243419968,4.601195332,5.392430349,5.399535739,4.684914953,5.113530312,4.764294643,5.174824874,5.359650124,5.113060082,4.280028948,5.522832539,3.091173333,4.881449529,5.283678041,3.751529483,4.02226905,5.13474289,4.847281572,5.069181687,3.180873423,4.828400279,4.828173804,5.278792924,5.27315568,4.772738139,4.935385465,3.934535087,3.26762903,4.673398084,5.059084911,4.590132368,3.978950106,4.740193973
Trh,0,0,0,0,0,0.373714127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634852405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15154642,0,0,0,0.824454354,0,0,0,0,0,0,0,0,0,0,0,0,0
