X,RamDA_mESC_24h_A04,RamDA_mESC_24h_A05,RamDA_mESC_24h_A06,RamDA_mESC_24h_A08,RamDA_mESC_24h_A09,RamDA_mESC_24h_A10,RamDA_mESC_24h_A11,RamDA_mESC_24h_A12,RamDA_mESC_24h_B01,RamDA_mESC_24h_B02,RamDA_mESC_24h_B03,RamDA_mESC_24h_B04,RamDA_mESC_24h_B05,RamDA_mESC_24h_B06,RamDA_mESC_24h_B07,RamDA_mESC_24h_B08,RamDA_mESC_24h_B09,RamDA_mESC_24h_B10,RamDA_mESC_24h_B11,RamDA_mESC_24h_B12,RamDA_mESC_24h_C01,RamDA_mESC_24h_C02,RamDA_mESC_24h_C03,RamDA_mESC_24h_C04,RamDA_mESC_24h_C05,RamDA_mESC_24h_C06,RamDA_mESC_24h_C07,RamDA_mESC_24h_C08,RamDA_mESC_24h_C09,RamDA_mESC_24h_C10,RamDA_mESC_24h_C11,RamDA_mESC_24h_C12,RamDA_mESC_24h_D01,RamDA_mESC_24h_D02,RamDA_mESC_24h_D03,RamDA_mESC_24h_D04,RamDA_mESC_24h_D05,RamDA_mESC_24h_D06,RamDA_mESC_24h_D07,RamDA_mESC_24h_D08,RamDA_mESC_24h_D09,RamDA_mESC_24h_D10,RamDA_mESC_24h_D11,RamDA_mESC_24h_D12,RamDA_mESC_24h_E01,RamDA_mESC_24h_E02,RamDA_mESC_24h_E03,RamDA_mESC_24h_E04,RamDA_mESC_24h_E05,RamDA_mESC_24h_E06,RamDA_mESC_24h_E07,RamDA_mESC_24h_E08,RamDA_mESC_24h_E09,RamDA_mESC_24h_E10,RamDA_mESC_24h_E11,RamDA_mESC_24h_E12,RamDA_mESC_24h_F01,RamDA_mESC_24h_F02,RamDA_mESC_24h_F03,RamDA_mESC_24h_F05,RamDA_mESC_24h_F06,RamDA_mESC_24h_F07,RamDA_mESC_24h_F08,RamDA_mESC_24h_F09,RamDA_mESC_24h_F10,RamDA_mESC_24h_F11,RamDA_mESC_24h_F12,RamDA_mESC_24h_G01,RamDA_mESC_24h_G02,RamDA_mESC_24h_G03,RamDA_mESC_24h_G04,RamDA_mESC_24h_G05,RamDA_mESC_24h_G06,RamDA_mESC_24h_G07,RamDA_mESC_24h_G08,RamDA_mESC_24h_G09,RamDA_mESC_24h_G11,RamDA_mESC_24h_G12,RamDA_mESC_24h_H01,RamDA_mESC_24h_H02,RamDA_mESC_24h_H03,RamDA_mESC_24h_H04,RamDA_mESC_24h_H05,RamDA_mESC_24h_H06,RamDA_mESC_24h_H07,RamDA_mESC_24h_H08,RamDA_mESC_24h_H09,RamDA_mESC_24h_H10,RamDA_mESC_24h_H11,RamDA_mESC_24h_H12
Snapc3,0.316386076,0.537162194,1.18876738,0.581326961,0.568602763,1.137126698,0.9722556,0.716190435,1.057462392,0.985993756,0.842317426,0.427928917,0.454404893,0.213534478,0.81207193,0.881490205,0.481844747,1.188224806,0.607694169,0.276846214,0.493349916,0.308251229,0.241834181,0.561750719,1.003285345,0.890304146,0.814202812,0.141939433,0.85394456,1.120119974,0.7565122,0.888204902,0.502508082,0.573303191,0.284281228,1.348986464,0.963197743,0.608597399,0.607032895,1.330366925,1.056325991,0.530046776,0.829253037,0.347809476,1.37611068,0.705718331,0.625746237,1.153859059,0.534577611,0.468514996,0.261301254,0.65021104,1.054288516,0.824010818,0.885679198,0.714945953,0.446740635,0.684984049,0.545136353,0.5776282,0.476575807,0.520914902,0.867124259,1.274239644,1.014270425,0.396118264,0.529739812,1.076254844,0.700797,0.447926827,0.733685778,0.976896377,0.81376994,1.114916852,0.641930195,1.326718884,0.413958521,0.840207328,0.078509737,0.805735684,0.839316451,0.784639612,0.409565774,0.389267644,0.772465548,0.204116017,0.529402315,0.327788197,1.019871077,0.366529959
Snurf,2.624838914,3.052542942,2.504612423,1.028735297,2.682085924,3.120172215,1.862187671,2.935844562,2.054406678,2.219705578,1.484386477,2.509797663,2.467337997,1.839321483,2.242208365,2.515730715,1.912849949,2.535400654,1.958790005,1.567853182,0.991202335,1.737335089,1.093496573,1.248434092,3.182596259,1.476625704,2.419458201,2.640869252,1.925306191,3.22711437,2.002337133,2.767388326,2.661233797,1.906284793,0.758430247,2.153575496,3.134407163,1.923294215,0,1.001119228,1.662632996,1.649488687,1.169636059,2.415605512,1.192005989,2.924485761,1.711754709,2.130610458,2.388493775,1.932752098,2.522365482,2.148385273,1.545436548,2.660435298,2.298700617,1.738851254,0.951436177,2.850879622,2.476850561,0.671939436,2.126282937,1.399132301,2.07644129,3.210908473,2.459758034,1.827013025,1.397643716,3.142386947,1.734971451,2.432095221,2.044141054,2.934846212,2.727081307,3.096202901,2.837435135,2.296455118,2.703813861,3.498979825,3.849128573,1.869931099,2.553457958,1.20583256,1.866087815,2.800288036,1.901469363,3.219607094,2.003675589,1.57052801,2.680951894,3.405870009
Socs2,0.440599706,0.949292135,0.72464906,1.218782393,0.431548746,0.079891078,1.445859719,1.933907915,0.1900715,0.160981494,0.075105839,1.27075847,0.019087866,0.701510332,1.415102221,0.722721493,1.955177259,0.550712016,0.816466659,1.529558107,1.305578601,1.440407808,0.617938178,0.622993587,0.813487468,0.250656927,1.642020293,1.357761349,0.988283647,1.433630195,1.506783309,1.90776721,1.093433321,1.498920561,0.598123195,0.169561432,0.928015533,0.521345725,0.771479035,1.239348047,2.43792924,0.925902109,1.286858105,0.825653144,0,0.806434416,1.93023538,0.325603391,0.439291901,1.152909557,1.393890445,0.343510975,0.91878372,0.984113886,1.50201652,1.207385333,0.772257946,0.355627925,0.472517346,0.882002814,0.017364098,1.777272272,0.644720512,1.09484076,0.619745912,1.160840318,0.910404213,0.779188167,0.824164944,0.644909079,1.910082915,0.912458285,0.597940864,0.663514973,0.185958525,0.970174946,0.839979416,1.364319418,1.333570005,1.110641223,1.584179208,0.509091534,1.366839493,0.752841718,1.030512725,0.812583744,0.910645394,1.731334238,0.870308505,0.044730257
Sos2,0.698655312,0.415310566,0.534913954,0.412554279,0.583067054,0.454438769,0.212390402,0.442932196,0.190786382,0.356919251,0.064145326,0.262566634,0.214105971,0.582666264,0.456997713,0.267781756,0.386125552,0.618967228,0.292481941,0.183679774,0.852755442,0.340630154,0.987272529,0.526093723,0.426602723,0.832483833,0.362555288,0.535655745,0.438936559,0.900925886,1.144390004,0.854983065,0.315520749,0.424435068,0.41030348,0.363281015,0.099177416,0.311391513,0.26062158,0.538595159,0.369557196,0.624491868,0.878203779,0.255417204,0.141756032,0.593662977,0.715063406,0.280239296,0.090963521,0.294383771,0.754714521,0.40354324,0.452312351,0.793286623,0.355731718,0.692034477,0.332331704,0.247279555,0.306242925,0.369981838,0.466395203,1.004187269,0.148469459,0.421492055,0.842269515,0.441602416,0.24236598,0.712442737,0.623291762,0.285683068,0.295431682,0.151457857,0.749495447,0.467944935,0.247963135,0.338620482,0.516219856,0.08783516,0.723960734,1.063344861,0.971634816,0.379027101,0.313125966,1.064165313,0.052652911,0.200333096,0.309626642,0.129892904,0.327292915,0.643861335
Sox15,0.045289351,0.136263902,0,0.266118303,0,0,0,0.049943827,0.050528314,0.145373576,0,0.143195117,0.055567774,0,0,0,0,0.22512466,0,0.295809343,0,0,0,0.053662386,0.539679965,0,0.355633846,0.073973153,0.513411148,0,0.330708958,0,0.601825404,0,0.078261144,0.112249023,0.249751925,0.316071846,0.139094198,0,0.054176478,0.191066223,0,0.451125126,0.133785201,0.191932992,0,0,0,0.146322191,0.769123263,0,0.052147712,0,0.055748545,0,0.057696302,1.524318615,0,0.17857489,0.097911811,0.642217135,0,0,0,0,0.108380714,0.409273847,0,0.178560653,0.16807392,0.12008646,0,0.138653008,0.482211692,0.129788372,0.440501142,0.311598082,0,0.125537876,0.062503638,0,0,0.210163533,0,0.076295035,0,0.122863258,0.066655379,0.592482364
Sox17,2.278805013,2.283985392,3.701358533,3.255031538,3.900876175,3.258002737,2.838649611,3.364854571,3.248991278,3.055358842,3.238329449,1.901889634,2.484584109,2.83350737,3.65383221,3.654621092,2.938198042,1.989364012,3.405126054,2.43724865,2.148020412,2.326921841,3.456284051,4.025440602,0.533121881,2.047471583,1.230542532,3.478915649,1.50523143,2.117769946,3.551299436,1.83569217,2.164893325,2.282697861,2.454375293,3.144505373,0.54355242,2.404742743,3.853880685,3.1177976,1.745222911,2.416631926,2.252485188,3.234631785,2.259738037,3.476256939,3.251220827,3.561936022,3.65743435,2.025660356,0.486520702,2.612095184,2.510630988,3.494835992,3.343191452,3.417497325,3.467983835,0.02322261,2.959633511,2.845364442,2.401015337,0,1.573233941,3.415980758,3.12055491,3.04792101,2.741988382,2.942862679,1.145735987,3.530058148,2.932455307,3.042259418,3.104003936,1.810145807,2.674964716,2.096282873,3.058320026,2.154185041,2.805018286,2.285515198,2.822444812,3.045885664,3.008483705,3.127786465,2.88759171,4.365618567,2.429475428,3.862965613,3.108008975,2.501685334
Sox2,0.095022389,0.082351596,0.559825689,0,0.041908185,0,0.297813746,0.278661815,0,0.316372202,0,0,0,0.096306131,0.054230556,0.443263172,0.064531222,0,0.499237312,0.08111956,0.175065183,0.051546941,0.024846034,0.14779244,1.932604147,0.224628054,0.092628937,0.073821837,0,0.602002733,0,0.26012459,0,0.439799122,0.162222393,0.100270322,0.21586543,0,0.554020007,0,0.465965126,0.284917333,1.286653832,0.177116708,0.068302651,0,0.139798139,0.093514069,0,0.266116773,0.840187256,0,0.242879507,0.058753132,0.153348605,0.049098218,0.137247192,0.972851849,0.11117124,0.044402687,0,1.845467192,0.24842782,0.138515242,0.675812473,0,0.077953517,0.070416986,0.510051402,0.016810125,0.029346596,0,0.125291759,0.719037495,0.157743755,0.116011788,0,0.543493022,0.031696869,0.439182899,0.066623303,0,0,0.223294874,0,0.300861069,0,0.044925362,0.182184288,0.462388872
Sox4,0.041874498,0,0.233622096,0.33559813,0.099579723,0.103072135,0.01498376,0.139196425,0.014711985,0.177014654,0.083600523,0.15954293,0.208097751,0,0.054686727,0.079398055,0.073973582,0.073116196,0.047419868,0.042677099,0.092655962,0.094002369,0.02152037,0.046410568,0.186182653,0.018991049,0,0.045989801,0,0.407537562,0.015183973,0.076601441,0.095857486,0.132266698,0.072421855,0.017855951,0.031027887,0.069431946,0.044263682,0,0,0.139749188,0.020986109,0.037580731,0,0.103699547,0.018029716,0.027595411,0.095848334,0,0.047331565,0,0.250898886,0.050968533,0,0.097380941,0.052423402,0,0,0.038494129,0.014493373,0.193887959,0.235329409,0,0,0,0.116441379,0.057331325,0.207213578,0,0.018176174,0.038042731,0,0.120383955,0.189117429,0.112641828,0.039110299,0.035254702,0.150092331,0.097565339,0.038800744,0,0.04173698,0.045698613,0,0.115815915,0,0.027397108,0.038709992,0.020359045
Sox7,2.786899756,0.867007303,2.116998756,2.119663783,1.929679161,0.427501063,3.023355757,1.391326894,1.503698325,0.904268325,1.175390785,1.788392215,0.479159772,0.789286968,2.05931326,2.189843012,2.194793149,1.488569123,2.155704367,2.4576021,2.328633948,1.261661018,3.008364659,1.583156898,0,2.148117247,1.172098145,3.30424751,1.410827443,1.659865859,2.017473464,1.071104534,1.891123475,2.102381938,0.825985855,1.734957981,1.791112473,1.553313819,2.823664253,3.025781506,1.811484918,1.648061948,2.008514448,0.972778872,0.234062367,0.099410362,2.739916415,1.278855244,1.400282201,2.234475117,2.475666959,0.224138667,2.199629652,1.8457749,1.2842741,1.594293671,1.792830739,0.486050178,1.615296657,0.671010755,1.832460923,0.13721449,1.114327562,2.063428888,0.722516203,2.041280271,1.249462107,2.000018795,1.050458241,1.178038765,2.638835531,2.663629164,2.563022623,0.827399856,0.625633073,1.818283106,2.447377921,2.140821588,0.053922776,0.79641145,1.341932447,0.874055847,1.447157551,1.81279023,2.867300328,0.884355395,1.054619399,2.579402156,2.403962099,1.163868979
Sp1,2.219173678,1.852799489,2.993297727,1.606689019,2.445778297,2.135746783,1.752650383,2.598481784,1.961321763,1.910125158,1.766541087,2.037973901,1.857128648,1.851562942,1.870744798,1.498818728,2.16274627,2.513802793,1.927022207,1.606687144,1.651392794,1.995966227,1.344376868,2.959718632,2.001403927,2.43949471,2.442202772,2.389537253,1.847436613,1.796469751,1.66425128,1.946062901,1.842761769,1.761672693,1.47205215,2.17759012,2.43941868,2.67063858,2.388874718,1.926571197,2.512977622,1.910288116,2.323449925,2.146473429,1.876837846,2.324985335,1.807290177,2.724727837,2.129321135,1.632233706,3.39865475,2.539004759,1.618614333,1.942175892,2.071447729,2.599873436,2.54851926,3.03088492,2.24733619,2.625271369,1.822607396,1.58144401,2.706893835,1.501547265,2.084258253,2.237890116,2.875198732,1.561484888,1.361467445,1.293416325,1.90604586,2.707236655,2.096709917,2.529658105,3.430225449,2.053059126,1.53035996,2.256895547,1.876570095,2.221234701,2.029629939,1.976610962,1.807240995,1.487669158,2.874408918,2.915065136,3.498989102,2.209503515,2.267339177,1.524206312
Sp8,0,0,0,0.041193995,0.014170453,0,0.13354868,0.061429014,0.331818323,0,0.173895803,0,0,0,0,0.22678237,0,0,0.020555308,0,0.257176374,0.032111268,0,0,0,0.028475055,0,0.090812827,0,0,0,0.023002464,0,0.026788932,0.119089155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155568533,0.007902206,0,0,0.016301364,0,0.076879801,0,0.067290974,0,0.019916213,0,0,0,0,0,0,0.096870809,0.156277758,0,0,0,0,0,0,0,0,0.071566349,0.358942728,0.290759244,0.08903725,0.10545297,0,0,0,0,0.47556929,0,0,0,0.051714323,0
Sparc,5.948119737,4.334520004,5.69089224,6.647779125,6.016721579,5.777557651,5.688849459,6.642714985,6.177861293,4.88269026,6.79555626,6.140317295,5.832711579,6.722951573,6.556072765,6.500995928,6.745242743,5.324322055,6.797065684,6.117193872,6.735116776,6.497573905,7.018105374,5.886334756,3.748413729,6.501743682,6.802727876,6.415129257,6.185635491,6.776315827,6.895560864,6.592846719,6.065770816,6.359809438,6.29915827,6.094006963,6.270476907,5.974878477,4.689949154,6.535618586,6.637058762,6.672730157,5.932063982,5.464424891,5.374988953,6.312943129,6.636524628,6.250915968,6.669410483,6.395713687,4.164508592,5.807264419,5.976829225,6.708005429,6.474104529,6.206347485,6.338438672,4.582116502,6.726969372,6.212226429,6.103223858,4.114998086,6.057083597,6.06560727,6.390748662,6.112962394,6.861191696,5.542915318,5.798198753,5.588236795,6.248611307,5.936068876,6.175005938,5.429999394,5.054909569,6.603882754,6.434803194,6.263945347,5.947686443,5.264645296,6.247440592,5.099145814,6.323085588,6.271775717,6.172732174,5.395816702,5.769181723,6.207213312,6.261040061,6.308377532
Spen,1.548007339,0.942651738,1.928155819,0.939471816,0.748961689,1.625883468,1.190711878,1.190574189,1.357638278,1.161935536,1.817666735,1.520125692,1.78971405,2.36084348,0.698880108,1.625546105,1.672124969,1.212828418,1.513231453,1.205709888,1.016014798,1.535035842,2.118554086,1.621194062,1.673292098,1.596067207,1.013290411,1.968372014,1.310676842,1.365808137,1.52816534,1.162510785,0.311695699,1.578875858,0.975896503,1.141491864,0.487456916,0.941633653,1.568514688,1.108450597,1.537749652,1.679192706,2.124659308,2.065869981,1.321271028,1.293568619,1.645713305,0.541142385,1.34746512,1.336381401,1.338103741,1.206276501,1.683526716,1.544302764,0.581652488,1.643319324,0.500388676,1.892042069,1.078927765,1.076492681,1.75761685,1.721880422,1.5996464,1.231108302,1.005200186,1.672948725,1.651680878,1.201237695,1.578561767,1.119995016,1.315700726,0.983788625,0.985570924,1.426617271,0.995421169,1.387008614,1.333592807,1.250931758,0.815385927,1.519110569,1.270923804,1.707334521,1.652122856,1.097840936,1.503517812,0.625480756,1.634256225,1.961552749,1.506373548,1.324491614
Spp1,1.874153926,2.797336003,2.950178988,0.898496029,3.640977238,3.168995356,3.039328035,2.547901583,2.115793369,2.811743495,2.345989664,2.580114205,4.201251307,1.333723752,1.03434784,1.779927069,4.211350171,2.4404929,3.718309168,2.355829784,3.039890701,3.266654097,1.519229117,2.259662708,4.821674617,3.042624022,2.831378194,3.072390084,3.102697378,3.245668762,2.787901242,2.56362953,0.705434814,1.178696603,1.3688905,3.570888318,3.478003042,4.344319413,4.207071128,2.442041808,0.460567563,1.901190891,3.912913815,1.507925473,3.644691261,2.743911536,3.975606674,3.848780826,1.660308771,0.232473113,3.420322486,3.046972279,3.086448128,2.468147289,2.389176571,0.559390855,2.406063389,2.705103789,2.298113563,3.068338166,1.706082363,3.105740932,2.136250736,2.334445481,2.639615142,2.760307757,1.138078343,2.099257199,1.071579339,3.653014156,3.783779323,2.227739193,0.660143813,1.738461137,2.577005542,0,3.081006529,1.053287765,1.420383831,3.256927009,1.52556792,3.278315694,2.178633582,1.792890476,4.555165987,0.687202121,0.767443555,3.272524081,1.650796732,3.645782056
Spry2,1.743069456,2.264690111,3.238520458,0.24441868,2.332305961,1.452694944,2.364276196,1.144069639,1.184001848,1.748371092,0.52239896,1.093484052,2.452461033,1.170780583,0.608578968,0.688877976,2.165126316,1.924879396,1.914489363,1.526229069,0.202966728,1.258667983,2.395372669,1.278040808,2.888317568,0.9392674,0.238355527,2.846778417,0.364193831,0.166625986,1.008229367,0.196588107,1.521196853,0.929334353,1.716420972,1.751990657,1.167048102,2.87151865,3.345174924,0.876323384,1.942478003,1.120852703,1.835721325,2.465843135,1.086782004,0,0.246297334,2.150088711,1.003483154,1.663936188,1.254701324,2.683937974,1.860769595,1.689218779,0.500094626,2.366622799,1.633316667,2.232792193,0.574605475,2.295339638,1.527608453,3.277472416,0.470581199,1.611828535,1.995077003,2.008348735,0.885785589,1.7507331,0.080831633,0.416657986,1.724332841,2.399127884,1.639389267,2.170137554,1.808666622,0.356672408,0.32230973,0.996805614,1.326637582,2.298594648,1.232813547,1.673616209,1.579519372,1.25677887,1.625573157,2.194972644,0.808509379,1.489167454,2.261738747,0.023160157
Srebf1,1.640640177,1.347455042,1.980802989,1.751506215,2.333162297,1.511245068,1.768104692,2.26520186,1.711076033,1.508350739,1.582354427,1.62500163,1.840838165,2.826525218,2.404715071,2.932411306,2.043901134,2.176566718,1.73897311,2.702132475,2.353051746,2.471142695,2.234901307,1.841112082,2.626700103,2.061183314,1.599379973,2.690989927,2.521567948,2.447761554,2.84505223,2.171330862,1.916393455,1.520506768,1.998390426,2.069750072,2.532090057,2.4675695,1.660150096,2.042442111,2.759664739,2.546317291,1.913404599,1.938923844,1.518132666,3.261095245,3.002993528,2.662737626,2.365293296,2.223890822,2.419651333,2.322552691,2.131816407,2.41331511,2.124372713,2.606060638,2.04264582,1.644006361,2.154024419,3.223626377,2.639603009,0.97591892,1.687531595,2.208271991,1.925158146,2.136631852,2.728173884,1.748969141,2.059311945,1.239338883,2.337444445,2.854418269,1.858895317,2.728895723,2.342803312,1.266818898,1.724521442,2.414460947,2.222877317,2.793385545,2.592512655,2.481766235,1.702391784,2.611131945,2.505961402,2.575262166,1.992172816,2.223929237,2.647656617,2.403500435
Srf,1.047563283,0.47159663,0.226004293,0.254007435,0.570468417,0.434159985,0.967489562,0.528438823,0.741102366,0.609670405,0.690281675,0.558007846,0.498942081,1.083706886,0.496111373,0.668375179,0.654942259,0.339259499,0.429838645,0.925484886,0.9032954,0.689244025,0.803783941,0.30045087,0.634980489,0.437382592,0.628148061,0.974009483,0.754281867,0.976846201,0.571694223,0.515976869,0.660969564,0.455122591,0.749447129,0.637957946,0.358693431,0.377721176,0.805035928,1.017318494,0.494805284,0.69313805,0.505952236,0.422414665,0.601494867,0.487974916,0.436782829,0.364526105,1.143300725,0.3739377,0.933686333,0.623703011,0.614431551,0.782661969,0.618143698,0.824760899,0.645637082,0.431335169,0.596287416,0.591551476,0.484640225,0.637008416,0.74174447,0.663235692,0.650728357,0.708192549,0.581602821,0.831346447,0.378433576,0.417269568,0.64077913,0.733687073,0.696221261,0.608642068,0.412131376,0.65545011,0.562881499,0.761740055,0.612486336,0.6586343,0.692566311,0.557962506,0.594294461,0.607297497,0.684007867,0.750188842,0.038835639,0.59734199,0.848769655,0.8283585
Srgn,3.632194166,0.575004195,0.552004895,2.587117141,3.495745705,2.194951012,3.684087017,5.04997941,4.146909547,0.875687029,3.190122961,2.977069293,1.765866914,4.029848,4.003895482,3.739835974,3.746190636,2.709502719,3.57037841,3.131050013,2.471541852,2.665461774,4.100830091,3.001621562,0.287796138,3.703025291,3.836879609,3.425000078,3.183587495,4.303582683,3.990437496,3.087576939,2.798526246,3.82722233,4.139237926,3.393630633,3.192463026,2.458438453,0.493575496,4.187923847,4.244642717,2.991723802,1.485420139,0.712550408,1.242116549,3.4845159,5.150068937,2.99098318,2.746499647,2.580445567,1.155257749,3.50117878,4.135235416,3.979585106,3.92565922,3.662376121,1.850996555,0.108582336,3.94593271,3.10975624,4.091316595,0.028880713,2.701860836,2.318023904,2.177580139,3.615753042,3.915027558,3.623353811,2.474634732,2.534790285,4.602429978,3.450452284,1.377007355,1.960698164,1.752658916,3.032503674,2.565789295,2.892522429,2.424020013,2.312003886,4.180930761,3.083346234,3.018931089,3.129819304,4.254204414,1.33506572,2.111984068,3.255638777,2.797418648,2.667100698
Srrt,2.824642324,3.052352386,3.017209148,3.231519538,3.334261992,3.426019353,3.226716396,2.336006865,2.740811683,2.810104109,2.507808741,3.179610102,3.462527558,3.234317873,3.312283936,2.884609177,3.12219297,4.127527613,3.352235428,3.577722056,2.201866952,3.745808815,2.805487873,3.256715431,4.194589782,3.553555897,3.455395376,3.474294844,3.169522531,4.149981522,4.017927584,3.18071611,2.940466305,3.275549525,3.204462829,3.412378017,3.666781195,3.663045654,3.692850485,3.125565097,3.151334472,2.583673721,3.488835326,3.531821129,3.140567347,3.235154627,3.145630405,3.514767313,3.690787502,3.006943252,3.309745581,3.625145966,3.214283108,3.354864279,2.711482118,3.605058266,2.822976117,3.704519107,2.473605403,2.968221182,3.073969398,3.6120273,3.636441767,3.478547585,3.299841686,2.888607831,2.343282739,3.282042312,3.686476369,2.769546199,3.339423501,3.393447878,3.397011412,2.639729684,3.424773773,3.378794076,3.560945083,3.147340994,2.632277513,3.518662955,3.506368847,3.703330792,3.195824535,2.834131403,3.303976019,3.295372195,2.98002719,2.609871591,3.193780353,3.566923901
Srsf3,5.041351077,4.956408963,4.585481208,4.462254289,4.246781712,4.490324806,4.922640311,4.096850309,4.708338309,4.288059703,4.333004472,4.462022793,4.873983276,4.908955746,4.365416285,4.679077843,4.540798648,4.804446018,4.776322339,5.175872848,4.95501894,4.834112375,4.422437857,4.380815933,4.619801614,4.586169803,4.720903855,4.954139122,4.221540301,4.700625938,4.502788024,4.133222825,4.791802932,4.617165652,4.64499873,4.674440308,4.349127505,4.772804473,4.594396539,4.712957003,4.546388306,5.05860661,4.782422979,4.889664002,5.118625079,4.210558869,4.602630525,4.43820753,4.521303869,5.014607058,4.322400279,4.592929086,4.631740668,4.414123185,4.807528542,4.581469181,5.162570566,4.884072419,4.28583604,4.254195356,4.405707604,4.730643579,4.528099054,4.453655003,4.782462513,4.774127032,3.533106329,4.94707411,4.101579432,4.573027697,4.518067126,4.951980231,4.388805357,4.901356305,4.310799107,4.950126197,4.843103655,4.734977742,4.845535782,4.296722166,4.864329267,4.771417704,4.345645432,4.434492636,4.837229075,5.032931213,2.951259753,4.572231385,5.246580252,4.940268242
Srsf6,2.433866219,3.083225459,3.119204871,3.297224216,2.731686928,3.373547625,3.019562945,2.978529665,2.852377386,3.239820973,2.318975273,2.931431489,2.913746963,3.391109453,2.994423214,3.167699812,3.157463716,2.885043933,3.359527399,3.389451517,2.703670354,3.286916331,2.966330984,2.766228285,2.693349261,3.192294515,2.924414578,3.181152332,2.93446108,3.001326613,3.34138044,3.192532291,2.691380349,3.190603887,2.680656339,3.056751698,3.156135117,2.800613025,3.311578368,2.922189633,2.965389655,3.314417362,3.22122759,3.357704683,3.481833111,2.853512458,3.024986052,3.033875654,2.79884128,3.103758415,2.747768788,2.632703008,2.839389841,3.39319982,3.099525272,3.156886747,3.383826264,3.344997955,3.250002284,3.007489901,3.356158107,3.250276076,2.91742498,3.033070507,3.25269094,3.136653736,2.464078459,2.98911104,3.295250183,2.948788565,3.27370108,3.424442732,3.053898484,2.826888867,2.740814745,2.892685362,3.469368391,3.047864761,2.885711046,2.859372834,3.088961525,3.415936825,3.051937438,2.771958435,2.830342091,3.206246709,2.677291204,2.85570161,3.486598672,3.321896661
Ssb,3.783613544,3.983792071,2.846247656,3.220558019,3.407416127,3.661152506,3.833880681,2.866380587,3.58082723,3.361728628,3.154100386,3.306253975,3.769281028,3.66394386,3.320108598,3.509241212,3.429730368,3.501742311,3.672984513,3.760370177,3.734219188,3.782541873,3.858607718,3.372238055,3.786488333,3.167681293,2.886022086,3.581247799,3.565753661,3.298101181,3.227031318,4.113000027,4.061446675,3.399144186,3.681772811,3.542106462,3.458058965,3.406329023,3.716875352,3.038886769,3.199224923,3.395480364,3.239647248,3.597171542,3.853612489,2.924781995,3.372581922,3.533549954,3.300765342,3.199521125,3.017476822,3.165334912,3.313252161,3.616430866,3.533908152,3.525905827,3.930727243,3.335799319,3.303956965,3.717137666,3.926889765,2.959838416,2.96360778,3.357705672,3.593593474,3.781780427,2.816051954,3.887408402,3.392261126,3.578198056,4.004151882,3.808038438,3.651636256,3.986469003,3.505984778,3.160383552,3.384904461,3.96105427,3.638943112,3.42159358,3.544830028,3.628065842,3.526343573,3.513202101,3.836810652,3.18793479,2.554226123,3.721847263,3.808688383,3.611409568
Ssbp4,0.597197601,0.496751636,0.972777631,0.705245618,0.493835033,0.699488827,0.66039195,0.776153053,0.636588267,0.469812671,1.086747303,0.871771171,0.891773295,0.975317163,0.675644162,1.163048732,0.637572157,0.766185562,0.764829689,0.855526209,0.661007947,0.827983967,0.490738635,0.914214525,0.447475114,0.720261668,0.766236487,1.045636346,1.162094558,1.102580628,0.540369935,1.105750939,0.677121247,0.959519701,0.5768059,0.505568993,0.851103028,0.937142144,0.395052205,0.809180853,0.502652774,1.020277517,0.758136967,0.965007286,0.912274027,0.797481803,0.764906174,0.737312871,0.705582716,0.352573133,0.946542629,0.957547742,0.562953738,0.530410268,0.829078209,0.736190186,0.805899861,0.469682078,0.552959021,0.711840656,0.285160015,0.639185873,0.630274583,0.588474683,0.487487181,0.663051604,0.666095093,0.790080384,0.53374976,0.580592145,0.874324988,0.34498097,0.912060939,0.210354267,0.693837183,0.397658501,0.741051741,0.605048779,0.817259716,0.791544075,0.756146038,0.794310078,0.480952282,0.836971517,0.668186146,0.225289172,0.353852915,0.677539466,0.754245996,0.76081647
Stat4,0.107050171,0.074461048,0.173388997,0.015601017,0.367241542,0,0,0.092439584,0,0.262022597,0.201393257,0,0.089223947,0,0.053361098,0,0,0,0.247452199,0,0,0.10608568,0.109178853,0,0.107652137,0.201850068,0,0,0.054133067,0,0,0.050760467,0.175535175,0.123806068,0,0.148699227,0.351599483,0,0,0,0.043960373,0,0,0,0.176812708,0,0.094796265,0,0,0,0,0.198035391,0,0.298537233,0,0,0,0.097972495,0,0.241584072,0.155865504,0.070608871,0,0,0,0,0.103860568,0,0,0,0.107514127,0.049367062,0,0.218956982,0,0.12823067,0,0.177037532,0,0.101911968,0.115267333,0,0.26868909,0,0,0,0,0,0.018192407,0
