X,RamDA_mESC_12h_A04,RamDA_mESC_12h_A05,RamDA_mESC_12h_A06,RamDA_mESC_12h_A08,RamDA_mESC_12h_A09,RamDA_mESC_12h_A12,RamDA_mESC_12h_B02,RamDA_mESC_12h_B05,RamDA_mESC_12h_B06,RamDA_mESC_12h_B07,RamDA_mESC_12h_B08,RamDA_mESC_12h_B09,RamDA_mESC_12h_B10,RamDA_mESC_12h_B11,RamDA_mESC_12h_B12,RamDA_mESC_12h_C02,RamDA_mESC_12h_C03,RamDA_mESC_12h_C04,RamDA_mESC_12h_C05,RamDA_mESC_12h_C07,RamDA_mESC_12h_C09,RamDA_mESC_12h_C10,RamDA_mESC_12h_C11,RamDA_mESC_12h_C12,RamDA_mESC_12h_D02,RamDA_mESC_12h_D04,RamDA_mESC_12h_D05,RamDA_mESC_12h_D07,RamDA_mESC_12h_D08,RamDA_mESC_12h_D09,RamDA_mESC_12h_D10,RamDA_mESC_12h_D11,RamDA_mESC_12h_D12,RamDA_mESC_12h_E01,RamDA_mESC_12h_E02,RamDA_mESC_12h_E05,RamDA_mESC_12h_E07,RamDA_mESC_12h_E08,RamDA_mESC_12h_E09,RamDA_mESC_12h_E10,RamDA_mESC_12h_E11,RamDA_mESC_12h_E12,RamDA_mESC_12h_F01,RamDA_mESC_12h_F02,RamDA_mESC_12h_F03,RamDA_mESC_12h_F06,RamDA_mESC_12h_F07,RamDA_mESC_12h_F10,RamDA_mESC_12h_F11,RamDA_mESC_12h_F12,RamDA_mESC_12h_G01,RamDA_mESC_12h_G03,RamDA_mESC_12h_G05,RamDA_mESC_12h_G06,RamDA_mESC_12h_G07,RamDA_mESC_12h_G08,RamDA_mESC_12h_G09,RamDA_mESC_12h_G12,RamDA_mESC_12h_H01,RamDA_mESC_12h_H02,RamDA_mESC_12h_H05,RamDA_mESC_12h_H06,RamDA_mESC_12h_H07,RamDA_mESC_12h_H08,RamDA_mESC_12h_H09,RamDA_mESC_12h_H10,RamDA_mESC_12h_H11,RamDA_mESC_12h_H12
Sp8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111242979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011464728,0,0,0,0,0.009114099,0,0,0,0,0,0,0,0,0
Sparc,3.980261055,3.660539663,4.385345832,4.802903275,3.612668382,3.613656874,4.946823932,4.859698239,4.294916013,4.698529568,5.270964424,4.786136339,4.231058181,5.069545492,4.348092205,5.204175785,3.925011462,4.491798464,3.865592228,4.39574283,4.290437737,5.360881163,4.582816473,3.851837576,4.734503592,4.388115636,4.771476856,4.620777897,4.900194759,4.450148193,4.203357271,5.289638545,4.372839307,4.072053463,4.62924128,4.628167711,5.179131001,4.730789656,5.242162536,5.099885912,5.213195021,4.994834676,4.735878561,5.12448218,4.299735005,3.97926328,4.238960449,4.852334604,5.557981426,4.912732131,4.411390009,3.918733826,3.950406781,4.483199617,4.996539919,5.474355936,5.329313136,3.691684792,4.510546593,4.56134526,5.160433836,4.792865748,3.511862187,4.771317577,4.334096878,3.865287224,5.32656851,4.014205864
Spen,0.669230027,0.708180393,0.6562372,1.860641027,2.12655999,0.818460143,1.539059061,1.592442241,1.781074661,1.654930131,0.774116229,1.687772582,1.19296075,0.976360161,1.816902988,0.751122713,2.184299282,0.836456784,0.93226169,1.216093526,0.870460159,1.799518577,1.295806758,1.133504868,1.076885582,1.362226658,1.374004799,0.66337637,1.727557555,1.446155748,0.850572502,1.079367926,1.737780083,1.535656731,1.478237985,1.976689027,1.191557948,1.332886828,1.50377183,1.248134956,1.81519,1.192465415,0.914931872,1.098837114,1.290988661,1.115746407,1.428841975,1.401284081,0.97724773,1.489942092,1.434181233,1.691771542,1.536172868,1.252674864,1.006252092,1.387915107,1.61856538,1.512234162,1.60352881,0.91483396,2.236745644,1.197507263,2.130882417,1.007536396,1.007455685,1.286280983,1.641192901,0.831740958
Spp1,2.205584304,4.012532337,4.240061984,4.253791091,3.099677939,2.367089693,1.647293624,4.932570272,3.787115185,0.495564882,4.12540264,3.999623723,4.293465215,3.759984591,3.874896533,3.559561248,4.436480977,4.772546414,3.334347613,3.643925509,4.808873341,2.020360367,3.322267523,4.195361093,3.341701183,3.533716348,3.491573091,5.233101253,3.313313934,1.266333628,0.709802095,3.535286753,4.45817237,2.808604451,4.750997351,3.245389086,1.6197368,2.579771166,2.880948215,3.493916596,4.40939748,3.389841717,3.356258266,3.345297185,3.813355013,4.166528788,1.846745572,3.439466558,3.855398781,2.305911323,1.773083159,3.923648737,3.455262216,3.781662099,3.513758089,4.697531482,3.833256698,4.312840575,3.520450842,4.35876536,5.791787655,3.667163579,3.911642696,2.886925018,4.604180033,2.264883442,4.30137822,4.332229025
Spry2,2.605187759,2.954694358,3.999466036,3.148621019,2.365023482,2.737065747,2.23687758,1.982583389,2.856192217,0.279113516,2.210576298,1.924803629,2.674229846,2.812368557,2.679240917,2.782403408,3.473051949,2.925562217,2.646748594,1.413122522,2.982223138,3.010087118,2.02952223,2.864712956,2.643950645,1.849413674,2.892394072,2.664770567,2.994652016,2.524085154,3.297226957,2.777603518,2.927391375,2.833908936,2.596272897,2.888684666,2.437070031,2.648942757,2.499955089,2.780117126,2.126272568,3.477533368,2.255522312,2.295465989,2.995604806,3.062707242,2.721107129,1.803890807,2.23929912,1.970608247,1.990070042,3.405720931,3.341454188,2.39502099,1.079380773,2.646392729,1.443511848,2.548609733,2.126814579,3.213623699,3.150978797,2.715218011,3.603332854,2.584484996,2.653924321,3.169674529,2.826899343,3.091622621
Srebf1,1.407215794,2.007842641,1.57471365,1.934198656,2.454237622,1.195138657,2.187411706,1.398705305,0.791183014,2.466591525,1.697474025,2.03177666,2.025664528,1.356759099,1.480923281,1.336458081,1.657914096,1.757425751,2.354731373,1.631778421,1.279697914,1.757664156,1.932717214,2.023826145,1.234499335,1.879690011,1.017103947,2.42312978,1.042778148,2.129469502,0.842046032,1.460304388,1.216539784,1.479914828,1.251876973,2.25099321,1.906514974,1.724136897,1.901471295,1.388441474,1.894016813,1.304886158,2.038735659,1.558893414,1.396124765,1.187795057,2.133302683,1.926435416,2.497607499,1.773793891,1.514340597,1.887876291,2.071281225,2.165334696,1.97607949,1.144422077,1.463332391,2.596068323,1.434639233,2.1959975,1.022993269,1.486567179,1.273904502,1.492799225,2.251232831,1.144813404,2.244211057,1.148009101
Srf,1.059396534,0.381596877,1.112790279,0.406806599,0.273319648,0.513539468,0.693627315,0.391579225,0.83722779,0.731005925,0.607352465,0.350555501,0.384621892,0.861590475,0.835580434,0.476844364,0.339229076,0.342881366,0.77570776,0.554951627,0.359167644,0.77416078,0.596703456,0.363379385,0.410931563,0.542791028,0.633536257,1.038276043,0.250165277,0.437978173,0.552254701,0.368433287,0.493850912,1.013831999,0.50794966,0.379603815,0.495419881,0.65917626,0.565946987,0.539286509,0.650202167,0.339803237,0.515682517,0.524167494,0.353769332,0.62499466,0.371216879,0.51462602,0.655785785,0.223952385,0.657489199,0.362216584,0.531707205,0.612008891,0.582523616,0.358729637,0.327958425,0.618909806,0.346793412,0.300988003,0.457315109,0.420585216,0.448924293,0.563395405,0.443164107,0.438771484,0.304564818,0.65060034
Srgn,0,0.701655419,0.510341154,0.484465501,0,0,1.370740327,0,0.022784789,1.874228742,0.316973122,0.078086127,0.806179735,0.508557125,0.204319678,1.364001812,0.05178596,0.289885576,0.031217639,0,0.168713512,0.025656019,0.063558802,0.130239843,0.022702208,0.8547463,0,0,0.028733845,0.348213937,0.023647933,0.605869512,1.353323227,0,0.763883751,0.672307438,2.619133063,0,0.953310396,0,2.524392809,0.020638723,0.181811233,0.979250345,0.019963583,0.098822747,0.194881673,0,0.91700124,0.288716942,0.259936253,0,0.025896207,0.40592134,0,0.152815784,0.792401329,0.025046705,0.818419236,0.220666666,0.063900693,0,0,0,0.734365611,0.545494192,0.35122956,0.071062306
Srrt,3.229990409,4.060073439,3.554880327,3.106038782,3.665414559,3.105881086,3.78096344,3.00769961,3.725838379,4.108818071,3.369532032,4.603828831,4.076249339,3.84003372,3.994527896,3.321289402,3.863173062,4.202882882,3.599520566,3.308701273,3.507655331,4.128998099,3.960775411,3.732092231,3.668674655,3.739039872,3.314531643,4.453820387,4.027133587,3.994629596,3.846314868,3.137039605,3.710850108,3.304292042,3.526501767,3.73313711,3.772729088,3.689726374,3.289694594,3.960580572,3.911010448,3.741854353,3.914920052,3.939709066,4.059798493,3.665549073,3.89988493,3.457026482,3.784820858,3.998505676,3.27152613,3.594627234,3.869684939,3.31042841,3.933717107,3.777971716,3.453312768,3.459858123,3.428483591,3.043334329,3.197007619,3.528971477,3.644254591,3.316044964,3.125387081,3.382191886,3.80058222,3.32885583
Srsf3,4.813410614,4.919042721,5.061608666,4.651443104,4.613393714,5.017866727,4.779968957,4.773762586,4.861282889,4.176956955,4.585472122,4.740273508,4.965738301,4.954848863,5.352722917,4.134269679,4.984441418,5.084286483,5.074740707,3.844727635,5.026160099,4.94543333,4.605182869,5.07931126,4.479878603,4.960668107,4.850645867,4.630979658,4.405473022,4.640682925,4.834992008,4.983760134,5.006665727,3.591544546,4.624261748,4.151813801,4.147576713,4.443113878,4.780458865,4.895357666,4.69748104,4.688128874,4.921386683,4.942523187,4.879624932,4.863157081,4.529697946,4.680380206,4.629593845,4.95946997,4.726547208,4.794325153,4.659847417,4.814341367,4.705409837,4.973167315,4.67106612,5.212644538,4.629424481,4.651056744,4.95696701,4.451059566,5.128157394,4.862942194,4.382098341,4.325242488,4.640660111,4.910724649
Srsf6,3.313758971,3.374299495,3.40817149,3.308009827,3.063273616,3.194164746,3.343089945,3.169167094,3.536074575,3.2168577,3.160419979,3.433367354,3.526705097,2.905952759,3.472070579,3.135490746,3.184811797,3.218897326,3.331510316,2.804914093,3.712023083,3.914261541,3.358089487,3.715633059,2.915058798,3.147206854,3.453854695,3.487452173,3.307009739,3.28119743,3.617767016,3.275851014,3.635700704,3.031414065,3.102504855,3.226657346,3.073902032,3.247311173,3.509955109,3.353185677,3.158742593,3.454392795,3.536453125,3.271059188,3.142603623,3.719643312,3.495606032,2.944070799,2.68610583,3.10849068,3.117778073,3.076110909,3.349346859,3.22199905,3.78453416,3.401739894,3.118430274,3.559686213,2.916607754,3.140200783,3.216017928,3.102956089,3.584961841,3.567711932,3.104964634,3.263541175,3.195652257,3.261591335
Ssb,3.853771391,3.557849184,3.864762576,3.604766007,3.395530733,3.505146334,3.64229476,3.689574088,4.003835856,3.556895823,3.892565279,3.457892711,3.744492784,3.282355048,4.083383838,3.115777005,3.323262196,3.912263251,3.752504594,2.588210503,3.520573042,3.466310857,3.56558156,3.28421965,3.388391876,3.395972454,3.489982931,3.54840665,3.38360789,3.551663666,3.625731948,3.896416871,3.833590913,2.891436238,3.281138606,3.545839096,4.087332094,3.260255411,3.886859286,3.496389758,3.996530243,2.905365256,3.605112849,3.922256557,3.347338773,3.284521474,3.335849056,3.453061732,3.433048964,3.632039164,3.427462588,3.53723722,3.68200654,3.686492881,3.740736287,3.840102253,3.347342932,3.99844562,3.363807974,3.236459655,3.360587008,3.453088362,3.671936381,3.623575741,3.048306449,3.002889301,3.50754869,3.866917849
Ssbp4,0.733486528,0.558747768,0.597472381,0.865881891,0.231269072,0.254800332,0.510492641,0.691995797,0.524923035,0.395993394,0.524127288,0.559948457,0.722732974,0.385894091,0.350694107,0.751972724,0.523999008,0.29490389,0.305649679,0.696526676,0.708046736,0.515837264,1.068840096,0.486711245,0.444745558,0.800938246,0.584004856,0.88681677,0.470719707,0.876302279,0.460637787,0.374528611,1.118503185,0.391244831,0.318892242,0.485388989,0.47204068,0.360760932,0.20732049,0.727015699,0.67444072,0.742916598,0.753616544,0.999847394,0.535708723,0.467200675,0.642047619,0.649686515,0.438139976,0.597650661,0.709498218,0.237477905,0.625499729,0.731067277,0.707979704,0.662104516,0.314008099,0.171141478,0.554334471,0.558454835,1.022477878,0.320823279,0.760583125,0.531538733,0.766805128,0.361715843,0.54494806,0.4143094
Stat4,0.08572789,0.131931752,0.08268845,0.032793313,0.241038789,0.248692831,0,0.193862028,0.041952181,0,0.122591633,0,0.143367312,0.063963384,0,0.20559791,0.140074989,0,0,0.082416672,0.112210118,0,0.178664165,0.104854044,0.041939887,0,0.267627164,0,0.153519466,0.233007829,0.245190691,0,0.230220773,0.118133972,0.049224179,0.170306858,0.146038541,0.047949606,0,0.324036224,0.20080645,0,0.085215598,0,0.229023244,0.06207945,0,0.075863026,0,0.136466402,0.051555786,0.393140808,0.279073993,0.148976698,0.1092479,0.031847117,0,0.105711981,0.263161027,0.204495484,0,0.123276166,0,0,0.101975991,0.046306244,0.087469038,0.150619837
Stat5a,0.088698023,0,0,0.065861782,0,0.008529588,0.006709815,0.019359756,0.057451287,0.012389802,0.010294442,0.017329472,0.046589171,0.093513024,0.310747117,0.250829183,0.116151468,0.051547683,0,0.147146981,0.141210336,0.113096623,0.076877511,0.031473506,0.014472467,0,0,0.298651625,0.097626325,0.058516472,0.008445067,0.064111505,0,0,0.009953752,0.020650807,0,0.11965854,0.228468593,0.050830222,0.27173145,0.153230291,0.052035102,0.067499349,0,0.058589171,0.027595402,0.021120623,0.011334064,0.013359138,0.011471221,0.300265901,0.017183868,0,0.01247553,0.060869877,0.245905118,0.333228791,0,0,0.186582453,0.009371409,0,0.015580567,0.011416068,0,0,0.163039237
Stat5b,0.297422955,0.068308602,0.0648238,0.143641264,0.356517533,0.17574436,0.214127807,0,0.142169594,0.230814955,0.297391318,0.092237853,0.139241183,0.096075863,0.357938251,0.025966485,0.121057283,0.059624115,0.078818746,0.369073086,0.168294257,0.109874717,0.071546089,0.15554538,0.092750155,0.174049917,0,0.101543616,0.09023622,0.2068058,0,0.252377746,0.23072462,0,0.060370631,0.255153339,0.035346102,0.100388534,0.189237081,0.366044897,0.145644494,0.100330068,0.284102982,0,0.164570794,0.115719242,0,0.460457454,0.352405889,0.196839316,0.079839978,0.166603233,0.196019739,0.059351311,0.107370398,0.316254854,0.173410845,0.247771791,0.33057122,0.141686702,0.259339498,0.065340289,0.164236052,0.087999074,0.154589377,0.119216593,0.115889805,0.116927158
Stxbp2,1.352239119,1.451556724,1.138797909,1.504374169,1.887809521,0.36880407,2.170003424,2.334526085,1.662595272,2.170157476,1.371042393,1.911503192,1.608716026,0.960738885,2.115220079,1.513647807,1.71503476,1.271477739,1.919672712,1.036899171,0.983691704,0.721063388,2.875178201,1.550551562,1.613863591,1.938463617,1.749692509,1.454315298,1.577399986,1.770150187,2.180046415,1.575441018,1.184620298,1.41563543,1.155282977,1.480971574,0.470815931,2.188679495,1.868700803,2.404121564,0.518904543,2.417913328,1.563422999,1.718714545,2.466299917,2.098080333,1.208435491,1.733169244,2.509409448,1.588436114,1.291983178,0.491638353,1.824497532,2.004952083,2.762924924,2.386948608,2.534946613,2.318599266,2.531663117,2.348870821,0.701268498,1.32679171,2.312200538,0.747800712,1.941508126,1.924504651,0.926426955,1.38590854
Suz12,3.499407019,3.234668833,4.03529947,3.002764389,3.851458223,3.097677569,3.431833613,3.497288494,3.463778468,3.532919583,3.280391938,3.740199595,3.316031151,3.46258375,3.453480682,2.49167741,4.142438662,4.065775258,3.539454629,2.496202495,3.533325637,3.791540725,3.716170266,3.365771727,3.210940405,3.729933814,4.315224013,4.238881871,3.562250336,4.218380625,4.481859461,3.257810808,3.831497187,3.659582675,3.04694111,3.322930087,3.603894802,3.188640449,3.306450666,3.883264202,3.439004392,3.40238916,3.181961684,2.721852019,3.069268811,4.057343294,3.688624112,2.846601426,3.218292215,3.446341188,3.167165299,3.478902124,3.469652219,3.652622094,3.977571321,2.686440668,3.028046209,3.768706191,2.327908168,3.315622781,4.03898173,3.318319812,3.821523599,3.877346382,2.489408169,3.364314914,3.156066493,3.169657137
Tada3,0.81267576,0.329288827,0.313231993,0.820363748,0.816102693,0.552107648,0.163272896,0.520107028,0.563652645,0.672758446,0.116791889,0.88607055,0.333773029,0.374383411,0.25724642,0.309851105,0.589697807,0.356015737,1.473975933,0.59528284,0.690900428,1.21849537,0.560986846,0.367380755,0.230224284,0.078708479,0.81322299,0.458833933,0.347645384,0.658486961,0.744984917,0.832766817,0.686106283,1.020544301,0.437914292,0.441798783,0.086187833,0.304870973,0.362405472,1.29101808,1.363988718,0.647812678,0.493457295,0.237428997,0,0.091115036,0.652534738,0.910512746,0.930173845,0.642545748,0.286930532,0.563610143,0.753308958,0.371027345,0.236467813,0.60258698,0.439536838,1.112537696,0.517677607,0.458105445,0,0.694759198,0.61490475,0.62201089,0.39797369,0.594154242,0.802954686,0.789750912
Taf1,1.088397367,1.849900137,1.830981848,1.456063459,1.973425503,1.204014808,1.482475079,1.101581885,1.599316965,2.142567886,1.683461857,2.149329081,1.600135288,1.631405691,1.594457277,1.02294693,1.668061843,1.204289023,1.5529735,1.087478759,1.397950735,1.751297239,1.955750996,1.920937182,1.359713205,1.68103491,1.414399011,1.242561109,1.410856443,1.889435599,2.023779906,1.152074573,1.284971738,1.686151778,1.372648787,0.989463724,1.964105696,1.218055776,1.442037212,1.121033493,2.080812148,1.302048636,1.22400964,1.317212155,1.333292774,1.564831962,1.783427997,1.755702215,1.84896168,2.017360856,1.656422901,1.552109909,1.543660843,1.127978312,1.403157195,1.61636665,1.865445069,1.87190264,1.455448876,1.696772537,1.658721797,1.64255408,1.292756166,1.530784704,1.284104015,1.218364991,1.56577601,1.82114866
Taf10,2.365060095,2.689385835,2.507582619,2.085598577,2.41754592,2.154783856,2.365742408,2.690979384,2.346275799,2.458974694,2.960990961,3.052611728,2.634922763,2.710061908,2.912360173,2.593274849,2.684863194,2.623662629,2.570095095,1.887009961,2.731158098,2.301819811,3.060111094,2.811006175,2.56178652,2.61143889,2.479678929,2.736512828,1.912346037,1.98880133,2.404341395,2.4412539,2.324645814,2.110334384,2.782739757,2.403501437,2.863260015,2.641087593,2.402407925,2.829883938,2.410569591,3.234382896,2.999721754,2.987155903,2.879825043,2.615411684,2.765666691,2.448514313,1.893997261,2.831639559,2.299360504,2.777237048,2.558642331,2.585462212,2.813817192,2.59569256,2.84128102,2.771981896,3.078664104,2.776551076,2.901236721,2.863747028,2.945928354,3.205334076,2.332492309,2.67775492,2.586263139,2.561681516
Taf1a,0.593108585,1.668645028,0.975201388,0.883002279,1.239761803,1.084697289,1.109234355,1.23793736,1.05887857,1.836598221,0.710165359,0.92963628,1.373782973,0.312545924,1.34784162,0.932275139,1.225075305,0.705115292,0.706592484,0.488136448,0.833499099,1.240794088,1.206957659,0.712251921,0.829488929,0.687763052,0.715733209,1.041606453,0.817269233,0.602228913,0.542808136,0.639617791,1.202468115,1.018350905,1.307582435,0.93989015,0.902399061,1.216438702,0.780280938,0.783210159,1.281964714,0.85975883,0.902260013,1.048417018,0.911327347,0.854938772,1.505490106,0.595345064,0.536670824,1.244176871,1.145373705,1.083630204,0.985712974,0.942840802,1.085465736,0.986119794,1.21742145,1.256920903,1.121711399,0.57931334,1.206741924,0.898722382,1.257552049,1.090278216,0.984845832,0.624495163,0.632080568,1.163996133
Taf5,0.606409991,0.540025883,0.334799144,0.554635779,0.568338394,0.463254644,0.210622148,0.280996673,0.371915562,0.469436334,0.388912097,0.671371728,0.509623947,0.458480828,0.607842631,0.22550931,0.621177031,0.56523416,0.232344824,0.341890943,0.641379112,0.412749372,0.394876445,0.488147405,0.298140997,0.38051603,0.479053856,0.27181836,0.3347268,0.337330092,0.611425199,0.410611947,0.488527729,0.434155816,0.549599493,0.321812881,0.361232562,0.389020956,0.184968729,0.650061019,0.532909956,0.356776033,0.344172594,0.509833381,0.543831485,0.546149948,0.391015085,0.706496019,0.415955278,0.722703953,0.234378181,0.334406721,0.608328277,0.505405586,0.69845358,0.526320957,0.744355319,0.487704363,0.399802556,0.69910511,0.409110634,0.399649344,0.639368051,0.455344459,0.314407005,0.516282077,0.543162855,0.187218348
Taf6,1.109068463,1.068290796,1.460105655,1.064825383,1.274659002,1.306093759,0.467335376,0.456663062,1.036012538,1.530812684,0.865349775,0.604559987,1.256275405,0.357141714,0.765982116,1.224783699,0.915509075,0.493199988,1.929010489,1.347232003,1.63428096,1.486362645,1.84558214,0.993743269,0.716226227,0.503229887,1.36173698,1.119913749,1.499321057,1.429873023,1.753463855,0.983476891,1.583659621,1.02540496,0.874062806,0.978380177,0.955696338,1.389831495,0.861913362,1.644938377,0.942653514,1.403341197,1.223715522,1.07630776,0.728549124,1.208511093,0.685752414,1.426948134,1.033062345,0.804777814,0.257453034,0.524107073,0.453584574,0.313452359,1.010958398,1.479982628,1.658311366,1.014842537,1.907524853,1.012146092,0.507718889,0.821075257,1.79083342,1.141574952,1.41688087,1.090099354,0.362117901,0.734289183
Taf6l,1.066114835,0.976072775,1.252027609,0.468658581,0.764192443,1.055823732,0.589412117,1.03863008,1.12107784,0.692877195,0.786421747,1.273637871,1.138073304,0.847673764,0.587509476,1.155519985,1.06488305,1.398674974,0.910846522,0.900295077,1.515129098,1.735719431,0.972606012,1.722887791,1.64300875,0.967041352,1.126009661,1.275195595,0.990592662,0.442484445,1.524119874,1.412345738,0.682557652,0.765261749,0.685009515,1.74459335,0.417194511,0.875530316,1.117977046,1.63718169,0.266682971,0.675272123,1.229327709,0.884583808,1.442812162,1.286862735,1.50009134,1.473328196,1.377614968,0.779089263,0.868675726,1.48845605,1.854104893,1.166635051,1.476153622,1.213609252,0.819324804,1.812730811,0.640219979,0.874649557,1.200559939,0.700776162,1.368028492,0.928856523,0.717077394,1.381495101,1.624538975,1.513942653
Taf9,0.985500342,0.6274278,0.313662854,0.575456445,0.058937133,0.457539912,1.474848342,0.885736534,1.238938818,1.054881468,0.974710986,1.45799132,0.229562851,0.776921468,0.122002682,1.086074428,0.965808879,1.099478238,0.063856175,0.719244759,0,0.498126202,0.152646789,0.672012828,0.563591934,0.036315063,0.666536826,1.701711823,0.682320276,0.596510176,0.298340717,0.387688724,1.154758281,1.052793202,0.937453994,0.293567521,1.773592035,0.737746956,0.620090786,0.002954431,0.827400503,0.50976811,0.045974139,1.289069976,1.199930471,1.37572508,0.599022075,0.339915515,0.362244205,0.721494921,0.632250339,0.071979862,0.830470201,0.322015534,0.150636901,0.133531497,0.042519307,1.36E-05,0,0.398464738,0.617480575,0.902187147,0.398234029,0.57810519,0.92541817,0,0.432039486,1.053186164
Tax1bp3,1.004297034,0.622887973,1.421385886,1.097523966,0.872466856,0.996226065,1.313445218,0.981384657,0.66732612,1.547288718,1.22467111,1.165008955,1.704133189,1.353160275,1.747462617,0.442098775,0.78348531,0.805643674,0.642353637,1.174092525,1.685926968,1.531735535,1.777602067,1.18873908,0.958029359,1.237126248,1.660922552,1.266500369,1.21713949,1.260653474,1.251542558,1.376981545,1.26276432,0.939168502,1.078637403,1.130969246,1.554770277,1.654718511,1.337475592,1.957676578,2.057099169,1.22022233,1.636735149,1.303549971,1.645288537,1.182381059,1.355917073,1.355247348,1.781552608,1.191481553,1.109365026,1.321376341,2.044091405,0.7440832,1.40660163,0.944551641,1.86813199,2.006638394,1.155561844,1.528769621,1.537276539,1.227970068,1.512952715,1.408853038,1.427914897,0.741520669,1.244924264,1.498777723
Tbl1x,1.450926573,1.203915031,0.882013495,1.195110924,1.032949005,0.764896586,1.09661344,0.738702434,0.896853145,1.180870342,1.205566345,1.278153769,1.621111728,0.969227164,0.996134809,0.782366778,0.531160134,0.631556343,1.026855361,0.778039035,1.250854571,1.254685191,1.139412361,0.515970027,0.702078091,0.693135775,1.297867467,0.92772625,1.123391223,0.875956139,1.262416172,0.882469136,1.114766313,0.955478811,0.686243591,1.304796457,1.29635277,1.311736083,1.003172794,1.253124896,1.110262094,1.020153354,1.092839784,1.3927544,0.916225423,1.131969994,0.697613216,0.905509114,1.044868025,0.8725442,1.054488719,0.82682198,0.880551271,1.346790487,1.057809076,0.948490331,1.096106805,1.168556393,1.048029542,1.113629125,1.100570635,0.89508206,0.730711255,1.306537712,1.153361266,1.090943089,0.833498466,0.599529951
Tbpl1,1.505829702,1.327435731,0.826423793,1.39973512,1.310185441,1.421288152,0.965812919,0.928213349,1.420324895,1.037556136,1.398492356,1.288931902,1.108703383,1.313334543,1.456512658,1.084524557,2.040868166,1.459729164,0.922630592,0.823846864,1.360883096,1.689870525,1.263088975,1.282282198,1.09451385,1.487889542,1.271057847,0.855784541,0.928859024,0.977347198,0.996202256,1.666354849,1.623565752,0.879397688,1.564906271,1.623146133,1.495141002,0.869348388,1.089128934,1.823490452,1.801174751,1.434095378,1.467589089,1.240502983,1.339867365,0.669158606,1.302184467,1.292714764,1.475087299,2.025522868,1.114595948,1.247762857,1.311726099,0.893423175,1.481661769,1.964493649,1.67111169,1.776024325,1.327968572,1.107223912,1.348142057,1.177525877,1.252383645,1.45756734,1.125760089,1.02018305,1.42639871,0.845042453
Tbx18,0.032349153,0.01681653,0.034108742,0.041240004,0.024371641,0,0,0.017079273,0.026543166,0.016401179,0.038550615,0.008823283,0,0.04844221,0.016038413,0.013103654,0.082640578,9.90E-06,0,0.011787481,0.115007428,0.011608772,0.013611995,0.075546563,0,0.035816692,0.032041069,0,0.020368237,0.02758985,0.042234654,0,0,0.022397475,0,0.024466157,0.0367088,0.012350506,0.007909737,0,0.021917889,0.05197844,0.00804297,0,0.006819635,0,0,0.034933093,0.008096882,0.061502271,0,0,0,0.021216024,0.19479273,0.01762311,0.00832405,0.163175969,0.025974884,0,0.025839506,0.007868561,0.013761838,0.013685943,0,0.007529292,0.012359787,0
Tbx3,2.555912058,2.918757606,2.953461833,2.97621213,2.925227768,2.382399288,2.326886126,3.062379648,3.034850713,2.123819274,2.473940282,2.669434797,3.368768019,2.943219708,2.739432753,2.744335232,2.830208496,2.744058657,2.491878245,2.217270624,2.401024139,2.897413132,2.664478947,1.631998802,2.773361613,2.276565254,2.966159508,2.453730474,2.708533823,2.799624909,2.772503769,2.664879932,3.195554731,2.817901374,2.326389009,2.508576486,3.434071302,2.5081007,2.097899262,2.466567732,2.601024201,2.724087915,2.542842237,2.332741713,2.298139284,2.387613419,2.670358581,2.08544026,2.267692267,2.604913634,2.841196323,2.754318096,2.860886546,2.895689477,2.441594051,2.522092752,2.754093986,2.76771654,2.733191535,2.793065342,3.306392235,2.235135167,2.643440699,2.616256388,2.248270989,2.686223823,2.707055387,2.431263086
Tcea1,2.240368027,2.038593903,2.199630406,1.968753907,2.50140008,1.914832694,1.932722441,1.878597337,1.78834553,1.877747729,2.193595136,2.347360656,2.377603457,2.153372442,1.827086026,1.493642902,2.386140155,2.306380645,1.892545149,1.224307554,2.260406856,1.948907129,2.085559284,1.865457459,1.507486296,2.206347445,1.994801826,2.469006966,1.95647667,2.290239497,1.862650585,2.184076451,2.002753911,1.384187215,1.960470604,1.819911767,2.424196933,1.971869203,2.155416746,2.094612212,2.136103255,1.917321813,1.92935677,1.896652862,1.76830927,2.088561647,1.702895766,1.720730929,1.826952272,2.12324841,1.874959119,2.113494344,1.871427526,2.171779628,2.488724608,2.374433247,1.908603386,2.45893414,2.022027346,1.513060598,2.125553655,1.624490331,2.025016109,2.157234379,0.99597336,1.680599909,2.322972186,2.171312453
