X,RamDA_mESC_00h_A04,RamDA_mESC_00h_A05,RamDA_mESC_00h_A06,RamDA_mESC_00h_A07,RamDA_mESC_00h_A08,RamDA_mESC_00h_A09,RamDA_mESC_00h_A12,RamDA_mESC_00h_B01,RamDA_mESC_00h_B02,RamDA_mESC_00h_B03,RamDA_mESC_00h_B04,RamDA_mESC_00h_B05,RamDA_mESC_00h_B06,RamDA_mESC_00h_B07,RamDA_mESC_00h_B08,RamDA_mESC_00h_B09,RamDA_mESC_00h_B10,RamDA_mESC_00h_B11,RamDA_mESC_00h_B12,RamDA_mESC_00h_C01,RamDA_mESC_00h_C02,RamDA_mESC_00h_C03,RamDA_mESC_00h_C04,RamDA_mESC_00h_C05,RamDA_mESC_00h_C06,RamDA_mESC_00h_C07,RamDA_mESC_00h_C08,RamDA_mESC_00h_C09,RamDA_mESC_00h_C10,RamDA_mESC_00h_C11,RamDA_mESC_00h_D01,RamDA_mESC_00h_D02,RamDA_mESC_00h_D03,RamDA_mESC_00h_D04,RamDA_mESC_00h_D05,RamDA_mESC_00h_D06,RamDA_mESC_00h_D07,RamDA_mESC_00h_D08,RamDA_mESC_00h_D09,RamDA_mESC_00h_D10,RamDA_mESC_00h_D11,RamDA_mESC_00h_D12,RamDA_mESC_00h_E01,RamDA_mESC_00h_E02,RamDA_mESC_00h_E03,RamDA_mESC_00h_E04,RamDA_mESC_00h_E05,RamDA_mESC_00h_E06,RamDA_mESC_00h_E07,RamDA_mESC_00h_E08,RamDA_mESC_00h_E09,RamDA_mESC_00h_E10,RamDA_mESC_00h_E11,RamDA_mESC_00h_E12,RamDA_mESC_00h_F01,RamDA_mESC_00h_F02,RamDA_mESC_00h_F03,RamDA_mESC_00h_F04,RamDA_mESC_00h_F05,RamDA_mESC_00h_F06,RamDA_mESC_00h_F07,RamDA_mESC_00h_F08,RamDA_mESC_00h_F09,RamDA_mESC_00h_F10,RamDA_mESC_00h_F11,RamDA_mESC_00h_F12,RamDA_mESC_00h_G01,RamDA_mESC_00h_G02,RamDA_mESC_00h_G03,RamDA_mESC_00h_G04,RamDA_mESC_00h_G05,RamDA_mESC_00h_G06,RamDA_mESC_00h_G07,RamDA_mESC_00h_G08,RamDA_mESC_00h_G09,RamDA_mESC_00h_G10,RamDA_mESC_00h_G11,RamDA_mESC_00h_G12,RamDA_mESC_00h_H01,RamDA_mESC_00h_H02,RamDA_mESC_00h_H03,RamDA_mESC_00h_H04,RamDA_mESC_00h_H05,RamDA_mESC_00h_H06,RamDA_mESC_00h_H07,RamDA_mESC_00h_H08,RamDA_mESC_00h_H09,RamDA_mESC_00h_H10,RamDA_mESC_00h_H11,RamDA_mESC_00h_H12
Snurf,2.912518821,1.975190127,3.328698112,3.248849609,0.424063824,1.634938959,3.111250545,1.480193523,0,1.603315909,2.558157493,2.565544432,2.193065925,3.067150264,3.117661309,1.992595525,2.987732912,2.75292901,2.756520934,1.69701362,2.796662969,3.186633402,2.960090012,2.774161665,2.840443044,3.209074707,2.713132169,1.256496245,3.728950811,3.073247483,3.255342056,3.41863673,2.755286554,3.588309756,2.485341092,1.725001473,2.878588309,3.370530011,3.094968641,0,1.882601375,1.514219204,1.895168887,2.402355305,3.137393899,2.379243944,2.203929666,1.750185934,3.1298047,2.443419982,3.109033165,2.693351384,2.522374895,3.287777533,1.266823798,3.206924705,2.786035292,2.56920671,2.273736532,1.739875835,0.534403101,2.370721091,2.370511472,2.230977948,3.270312718,1.88938237,3.766803695,3.599101117,2.567252574,3.380800146,3.377163012,3.351882857,2.996599934,2.908134874,2.532828872,2.095841758,3.087486457,3.446250126,2.622733227,2.097148313,3.721127983,2.96204353,2.340867203,2.66890868,3.396968335,1.878085748,2.808476393,2.924634241,2.34484164,2.67611689
Socs2,2.462127328,3.318895345,0.981119044,2.037844451,2.417823387,2.618255303,2.12938321,2.396860552,2.051232273,2.61196374,2.68347253,2.391355609,2.515955922,1.977094302,3.427652496,2.550426298,2.809646054,1.907914869,1.888350202,1.924834685,2.463933228,1.948805719,1.152583386,2.021302279,2.418605711,2.808953113,2.720825936,1.47184047,2.765308233,3.269200963,1.738458398,2.108098866,2.352334818,1.463284297,1.93906765,2.57431997,2.357203578,3.319143057,3.458632509,2.218971847,1.099200733,2.888583713,1.462130536,1.358895372,2.893203777,1.713703607,2.530662871,2.522792354,2.899415631,2.317569853,2.32488002,2.408263526,1.89412247,2.108057725,2.916843422,1.911620468,2.257462633,1.172353117,2.033398331,2.467319523,3.341534478,2.954729709,1.995317836,1.898401788,1.234301179,1.950912615,2.591828381,1.510291386,2.697691474,2.082363309,1.576132318,2.302337626,2.371884214,1.97794355,2.630080293,2.681898467,2.689030369,3.956267593,2.818122943,3.0250618,0.736568446,1.815228362,2.590190989,1.657413568,1.992097539,3.147370905,2.050133301,2.745263239,2.895948252,1.752700132
Sos2,0.378772007,0.202554265,0.296193459,0.162223279,0.020007587,0.123832914,0,0.058526796,0.022693796,0.1892779,0.045645602,0.056435894,0.088109402,0.224040835,0.038507529,0.017428712,0.307352965,0.09899729,0.364538374,0.060072622,0.195039611,0.362958851,0.059946115,0.423632924,0.114115341,0.292195528,0.055165591,0.228244753,0.155908648,0.108406132,0.020315381,0.19669532,0.04262525,0.037644436,0.083344219,0.130836862,0.230220348,0.070585804,0.353737229,0.103012161,0.535096523,0.073984671,0.695729413,0.036481029,0.114746935,0.19141416,0.02352947,0.190009228,0.069044703,0.033647751,0.089491429,0.575822318,0.112381072,0.049688043,0.150491168,0.490477499,0.132195285,0.272931121,0.372495052,0.293663618,0.04070158,0.033416879,0.057973162,0.177859299,0.372942978,0.543153245,0.216776327,0.100627517,0.045898064,0.022942227,0.389767111,0.134167463,0.017341831,0.092770222,0.433542334,0.025198325,0.08377441,0.073576107,0.066782872,0.346683769,0.054471883,0.08345071,0.172982099,0.034429474,0.016798425,0.125570381,0.080390075,0.176199492,0.141470266,0.1184265
Sox15,0.715748625,0.541498841,1.008873901,0.546180322,0.637529881,0.516432851,0.462136484,0.523690538,1.214002633,0.283601363,0.592782743,1.130170281,0.274289929,0.926439342,0.057996905,1.131852004,0.882816086,0.724410558,0.813389125,0.165797015,0.607843958,0.870308073,0.244551071,0.52789109,0.681772302,0.254197054,0.254229593,0.286663703,0.797743774,0.477857148,0.330948813,0.380876061,0.255942222,0.578156899,0.855505019,0.538302448,0.521159957,0,1.114932118,0.504366037,0.392513316,0.060011627,0.956654338,0.157941434,1.086869892,0.236453279,0.666852481,0.499816219,0.216474251,0.80817687,0.490047113,0.198783175,0.454751969,0.409036926,0.437655064,0.2151579,0.223955175,0.21623762,0.88096827,0.922561145,1.183931618,0.391239242,0.161386332,0.36922428,0.058921703,0.625403568,1.131900063,0.120475671,0.567705268,0.154232259,0.732783266,0.489653701,0.264950952,0.121324669,0.392018767,0,0.267997792,0.580973257,0.587914152,0.425419482,0.420669929,0.897140078,0.447662306,0.294131489,0.430923476,0.277880206,0.173601198,0.159419175,0.860922152,0.400882464
Sox17,0,0,0,0,0,0,0,0,0,0,0.19946072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287696886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041184941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sox2,2.789082555,2.836043128,2.859689434,2.825495159,1.948318942,3.017183614,2.158428221,2.746862184,2.304109433,2.257428102,3.272755156,2.85077695,3.300337667,2.232994491,2.221388193,2.131997697,2.555777456,3.17096425,3.097386205,3.018412306,2.774374448,2.635759441,2.014320052,2.326510844,2.438786557,1.159631961,3.113012888,3.015462522,2.645178095,3.07658841,2.458237071,2.786440678,3.011193901,2.560126613,3.012901005,2.964768516,2.942109589,2.242925555,2.349482885,3.290663925,2.752237636,2.666755263,2.378828665,3.055503673,2.936749208,3.042056195,2.589258676,2.774772118,2.781469093,2.995825171,3.236884856,2.056947426,2.486105476,2.591750868,2.578213854,2.83252454,2.932165225,2.547786144,2.410183897,2.495908968,2.789457941,2.922450006,2.408640784,2.309317146,2.340333654,2.879373728,2.757551812,2.750018134,2.477619966,2.296815848,2.39330794,2.838774591,3.007902628,3.414351256,2.719517016,2.910067943,2.868820692,3.240213785,3.025694627,2.68490768,2.467891599,2.409029428,2.752578962,2.529657259,2.563897332,2.603818851,1.863498627,2.6759516,2.770373706,3.25734897
Sox4,0.352830855,0.108218371,0.347867976,0.416682426,0.331264186,0.342744317,0.188525358,0.109656332,0.228229598,0.247804017,0.762900969,0.422049361,0.072542102,0.411628487,0.46214798,0.06670626,0.225116537,0.767840968,1.067448108,0.103630523,0.090202354,0.585000698,0.154295687,0.332355935,0,0.288793068,0.352827438,0.739872835,0.03242509,0.263924509,0.245132464,0.127382928,0.592558443,0.275134616,0.204470519,0.385472729,0.769957079,0.438992464,0.70256484,0.223393669,0.30305847,0.544009219,0.081233562,0.187286142,0.401986893,0.305928178,0.157184367,0.390532395,0.185292798,0.559661522,0.115047415,0.410589158,0.688683635,0.405642201,0.490792434,0.629727057,0.563820819,0.390783171,0.119599346,0.223961689,0.713282013,0.253132554,0.016275601,0.109105794,0.260378439,0,0.113040674,0.473203956,0.227637529,0.269614379,0.452663976,0.217463041,0.152772587,0.876033708,0.42574466,0.188224258,0.397238975,0.115378536,0.424309916,0.494778799,0.017450352,0.245724185,0.103888052,0.617033952,0.580593236,0.160529151,0.144003303,0.378203214,0.337786572,0.182826727
Sox7,0.013115604,0.462325804,0.013127284,0.272704781,0.234063567,0.071922182,0.171896978,0.059450999,0.076528215,0.209916892,0,0.78935797,0,0,0,0.035062433,0.012925397,0.050149933,0.01160389,0,0,0.122072632,0,0,0.013293803,0.125550135,0.011823446,0,0.627319992,0.013361944,0.588861988,0.011573324,0.014854388,0.180851664,0.067664405,0.171341043,0.520030638,0.01223511,0.155693507,0,0.240370942,0,0.028659646,0.091931132,0.060476403,0.313916367,0,0.095825693,0.261256166,0.08995557,0.220402267,0,0.405788603,0,0.148050975,0.032817597,0.337408757,0,0,0.012696886,0.370832385,0.377838263,0,0.585421446,0.025438954,0,0.079347763,0.165783099,0,0.11130955,0,0.250737643,0.024599427,0,0.694488648,0,0,0.094847825,0.068522431,0,0.076233592,0,0.142941467,0,0.619819863,0.262650412,0.161140582,0,0.041852545,0
Sp1,2.515363292,2.150415433,1.770207293,1.862751899,1.940410513,1.205997444,2.415991065,2.10835959,2.566991656,1.962793641,1.631768911,1.946635445,2.348693262,2.607366467,2.559602652,2.628464536,2.459875981,2.133267928,2.625709707,2.123007663,1.889019666,2.777647839,2.562372264,1.81636332,3.223741301,2.490302098,2.898374306,3.193527126,2.980767723,2.781770539,1.368391916,2.286669494,2.473658732,2.314772244,1.898759543,2.266090217,1.61263717,2.398814004,2.089384531,2.465872378,1.421106561,1.961350485,1.936954421,2.466954821,3.048400412,1.908453088,2.746647019,2.44607025,2.295023838,2.698462167,2.573041879,2.300577888,1.718809844,1.396673614,2.236921763,2.737635884,2.173930469,2.308134479,2.917272272,3.388492556,2.858111227,2.561186132,2.683570732,2.613084716,1.804551928,1.826040192,2.57744141,2.35218731,2.629903991,2.127768386,2.650911541,2.590801409,1.551490501,1.579025528,1.773597488,1.900591089,1.85227828,2.193209824,2.588333605,2.751597841,2.613921846,2.0487666,2.124315238,1.742448329,2.372319746,2.64749971,1.950364758,1.851855953,2.454355466,2.369511891
Sp8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009190943,0,0,0,0.008556092,0,0,0,0,0,0,0,0,0,0,0,0.008857769,0.010777636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007482373,0,0,0,0,0,0,0,0,0,0,0,0,0.009265984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009461042,0,0,0
Sparc,4.126714204,2.714745812,3.666382161,2.965557694,2.720930591,3.571421181,3.725178431,2.830074509,2.322617848,2.222617885,3.229020378,2.604215617,3.003442305,3.102388716,2.639685425,3.367538078,3.339088312,3.153908655,4.833687112,3.545260837,3.036475275,3.419714372,3.429309436,3.400476976,3.639142296,2.581316887,3.069305049,3.165865069,3.6660296,2.841160917,2.964247975,3.838125346,2.955390706,2.813866797,3.091876262,3.734910414,2.482793385,2.284103993,3.280623587,3.67886697,3.481465835,1.73287423,2.995175221,3.696805297,3.915254073,3.637708145,2.991732771,3.318026492,3.145934858,2.500940889,3.990246922,3.26798491,3.453135154,3.241370422,2.847390592,3.810749037,4.129149671,3.501849962,3.320414627,3.692035817,2.093010227,2.9565262,4.096193875,3.589547177,3.559790824,4.74709526,3.724813066,2.932375855,2.754078107,2.905814542,3.157165909,2.672542222,2.378154829,3.762742661,4.044395487,3.485572829,3.614397696,2.457895935,3.004617276,2.555376919,2.901471055,3.243012053,3.323661694,3.318481189,3.006090688,3.286882051,3.761749838,3.267873533,3.435080748,3.966565472
Spen,1.718016421,1.706823534,1.922041987,0.908767783,1.534337733,2.104315802,1.248792326,0.955847676,0.985616748,0.850112746,1.911287552,1.518636282,0.702580984,1.894266108,1.450693302,1.293894365,1.819304971,1.937962381,1.658048619,1.121987682,1.109479461,1.549797061,1.696671081,1.196600779,2.154823582,1.286823506,1.399030705,1.01363734,2.33868403,1.872596085,1.214201529,1.426379665,1.402857744,1.993468214,1.413076702,1.427052529,1.455120361,1.811746838,1.317629559,2.414393973,2.364375302,1.036359912,1.744847228,1.095026853,1.870233863,1.328480715,1.24736367,1.715556068,1.119258781,1.37526591,1.607262317,1.594882512,1.754008831,1.596077588,2.326784318,1.744079323,1.764624897,1.754619302,1.666285232,1.368423132,2.555674276,1.026117387,1.833316666,1.686931863,1.897048048,1.325848868,1.470203122,0.824362928,2.177776286,1.591954118,1.928959254,1.686019936,1.244809913,2.432803793,1.426201916,1.837296902,1.243689459,2.207528997,1.487583126,1.34321411,1.986594097,1.912565662,1.346876064,1.025775585,2.127084963,1.921723062,1.871599184,1.472370337,2.135391521,1.164633783
Spp1,3.72230775,3.021020309,3.169199868,2.271839712,2.618093088,3.602871506,2.593823863,1.10324055,3.349733777,2.844223417,3.718355776,3.059775161,2.680722691,3.220422795,3.903512579,1.642849582,2.944805471,3.757553622,4.436110565,3.42299828,2.090005657,4.252476427,2.64152496,2.718418115,3.804892985,2.624535605,1.581180318,4.232687226,4.029653866,2.700156528,3.221327041,2.73739283,3.854933843,3.585827673,3.923251506,3.840428731,2.876042267,2.32644974,2.757058997,3.628967384,3.515828473,2.636740016,2.299034783,2.72299093,1.722931393,3.545965315,0.620637702,3.536120203,2.653544712,3.488996993,3.578298216,3.704421243,3.537832851,3.554872043,3.423960384,3.622395265,3.399417383,2.785893365,1.806851954,3.703809317,2.990185063,3.160866243,1.545851386,3.117332436,3.278655649,2.15031477,2.55624836,2.263666087,2.707486595,4.019786391,3.017607183,2.748671063,2.635356673,3.450129057,3.465749558,3.530490065,2.71867668,2.09325182,2.501813267,2.775584058,2.885588126,2.179944633,3.066523718,3.53427751,2.615639529,2.321485597,4.373120915,3.646491468,3.404024937,3.848986332
Spry2,2.271057093,2.091063382,1.624920616,1.879136852,1.909514815,2.192400733,1.80171624,2.389349279,2.480397566,1.513864579,1.908447669,1.777582808,1.899364878,1.198046551,1.343368812,1.692711176,1.890212645,1.691123181,3.029917253,1.975619238,1.982206661,2.020383206,1.379948409,1.134787969,2.214073454,1.230855786,2.397510889,1.868131829,2.244887836,2.150557021,1.620771485,0.810205151,2.522556122,1.478575849,2.406813482,1.628825846,1.427162098,1.881720323,2.270282959,2.017096555,1.909093301,1.357992494,2.052750635,1.689921154,2.354954801,2.018698009,1.90029102,2.362884493,2.401471171,1.979156573,2.583522444,2.163695711,1.798949187,2.248989841,1.984417414,1.544378699,2.467957973,1.714312019,2.042179093,2.309306257,1.749451151,2.325415808,1.199473196,2.174055083,1.418167774,1.739264556,1.659119566,2.183114903,0.871606096,2.365339072,1.292761887,2.229989269,2.412391709,2.982202435,2.093463952,2.324960576,2.125355123,1.861772598,1.865964484,2.739917057,1.998719802,1.975328202,1.744782757,2.244285518,2.219236852,1.699812463,1.534794729,1.914238158,2.233943126,2.221096499
Srebf1,1.197413525,1.428080841,1.000871848,1.541069653,2.261082922,1.299337086,1.660020086,1.806406087,2.68003802,1.583710427,1.981582058,2.271235016,2.061706349,1.933207858,0.610472327,2.40100939,1.511076833,2.559355853,0.743919075,1.218527427,0.916220065,1.870984413,1.118797278,2.026227146,2.142234225,2.30650232,1.746569477,1.54670737,2.065212893,2.055693339,1.505017571,1.331030719,2.304290655,1.12565436,1.139858478,1.892839037,1.537182943,2.304027826,2.344164617,2.498743529,1.277138066,2.413785279,1.270787148,1.709031371,1.671412259,1.090288688,2.331704242,2.780136384,1.676208078,2.033433074,2.366889268,2.303683246,1.720143227,1.878098385,0.92304346,3.045861787,1.780359591,1.862472887,1.854023052,1.740483295,1.65402044,2.138612875,1.591178899,1.796071675,1.596407718,1.955235808,2.566303568,1.519305303,1.537486923,0.765224454,2.198812887,1.830685215,1.648784263,1.30039461,1.381401027,1.425583944,1.282406698,1.98459234,1.806878425,1.602646514,1.408877814,1.874279712,1.264062466,1.639528537,0.840045308,1.115660139,1.147464801,1.502909175,2.127567962,1.967307641
Srf,0.500025498,0.379188766,0.522726066,0.460807307,0.275440082,0.392270869,0.640066493,0.413209003,0.460178073,0.413368582,0.69137265,0.362042597,0.453736542,0.333219854,0.240003104,0.462881629,0.237608786,0.698328049,0.401975447,0.344786837,0.457837246,0.535744368,0.322844956,0.113430236,0.48827672,0.393858108,0.242614738,0.441618081,0.440561822,0.518906121,0.321433639,0.321886076,0.401842577,0.388339564,0.371601356,0.515830917,0.467420163,0.491858302,0.437748943,0.533509732,0.518126724,0.712314663,0.580102453,0.342936256,0.355408432,0.515187775,0.407475536,0.515408219,0.27029762,0.412914678,0.395490859,0.574233761,0.214213061,0.39532453,0.416941495,0.619920446,0.345675216,0.440150719,0.400171085,0.4611333,0.532180519,0.220591477,0.762431145,0.448944161,0.446943992,0.525271816,0.505264383,0.587401055,0.590571645,0.447647477,0.426513593,0.326820755,0.424519178,0.605132976,0.470984984,0.240739065,0.436550601,0.149364524,0.235198295,0.424328208,0.246989303,0.442080604,0.410673634,0.475279309,0.169557741,0.365564474,0.512763591,0.726254532,0.72336319,0.399846234
Srgn,0.103158057,0,0,0.025892377,0,0,0,0,0.026337137,0,0,0,0.051377766,0,0,0,0.051772841,0.025233254,0,0,0,0.025708132,0.028556702,0,0,0.023858575,0.070506569,0,0.045375838,0,0.026581853,0,0.029982604,0.048180612,0.027802776,0.164856304,0.338782459,0,0.059427483,0,0,0,0.029072263,0.023877192,0,0,0,0.028444381,0,0,0,0.220806767,0.041458799,0.044784212,0.031266102,0.065536022,0,0.195121233,0.024805272,0.024103819,0.027354565,0.097273371,0,0,0,0,0.027298067,0,0.053717239,0,0,0.025010349,0.024953936,0,0,0,0,0.055226909,0.028272648,0.152317178,0,0,0.073820722,0,0,0,0,0,0.051789291,0.024788537
Srrt,3.147721674,3.077342081,3.582882978,2.87381062,3.804898555,3.392957477,3.374945646,3.648161918,3.881578904,2.932687015,3.451724302,3.588265463,3.50303236,3.368996505,3.632375263,2.615587939,3.854364422,3.1366981,2.851355089,3.104066261,3.336012306,3.935913281,3.499043973,3.415323839,3.094971528,4.097088736,3.65868325,4.131602518,3.905344363,3.818631241,3.692390388,2.875839417,3.247590342,3.145699412,3.18462818,3.595902807,3.558664515,3.956556892,3.152198405,3.906059205,3.037919546,3.49344273,3.066725789,3.339244704,4.35252755,2.866963798,3.712165614,3.375296647,3.834739864,2.827501696,3.019795462,3.673666506,3.961718568,3.52472078,2.817386265,4.07078664,3.362509972,3.307827453,3.319823567,3.729416945,3.649397674,3.104663545,3.295091948,3.271429237,3.12209962,3.621576667,3.920110143,3.610930584,2.835158402,3.404094631,3.329496254,3.147638642,3.1725052,3.518974702,3.716613398,3.910382735,4.27271582,4.024642126,3.473374164,3.498414212,3.643357562,2.615345551,2.919565541,3.459378444,3.137369284,3.573084566,3.524878583,3.529521813,3.397655424,4.272647831
Srsf3,4.581942712,4.379942252,4.42833678,4.315879855,4.538818447,4.573353621,4.007568053,3.995670406,4.577910313,4.725849793,4.648128998,4.359158207,4.494041689,4.27137634,4.786497239,4.886923803,4.653219918,4.730312597,4.314223041,4.313852225,4.799221691,4.794235387,4.458591292,4.408626455,4.249868385,4.526578437,4.719707286,4.802157604,4.697663183,4.889532236,4.745709261,4.4823183,4.853248949,4.266726148,4.382515083,5.062127063,4.786596764,4.67114421,5.35914829,4.799985504,4.40549967,4.734646715,4.639252909,4.702594597,4.640867969,4.622576803,4.811013004,4.694231713,4.811220095,4.876790326,4.557307416,4.949053512,4.512078754,4.764004995,4.902805757,5.028583046,4.775194699,4.689703645,4.720877973,4.469059601,4.071771885,4.556776221,4.426274896,4.612872151,4.734893017,4.797120612,4.619443347,4.728366203,4.032786864,4.204432001,4.597088443,4.722037437,4.496328389,4.387395534,4.596551262,4.773527178,4.640722402,5.079879546,4.480024626,4.569373594,4.326219277,4.676369283,4.94385878,4.388299197,4.635081073,4.935401625,4.780632661,4.500366985,4.820636885,4.354275584
Srsf6,3.252206494,2.707966433,3.192283396,2.937778901,3.351366808,2.952158127,2.737162572,2.59076307,2.827077654,3.121359472,3.095273016,2.781942781,2.933471993,3.147234971,3.16195628,3.013276564,3.102483064,3.395077507,2.901528493,2.725217074,3.166383654,3.227919493,2.891249516,2.24451867,2.961285827,2.680216324,3.11182795,2.481718744,2.701760153,3.380235787,3.171732836,2.290592048,2.410173783,2.855891683,3.034611193,3.140751173,3.048834005,3.220838765,2.905940215,3.471196954,2.424027732,3.556614687,2.634847288,2.600388024,2.945007271,2.968187199,2.878548792,2.530196054,3.110384613,2.919539458,2.154787088,2.899353898,2.6786184,2.967370496,2.441825015,2.719698966,3.039654898,2.647053947,2.95554344,3.11816959,3.04377076,3.002201488,2.773453165,3.140127129,3.440616625,2.724882714,3.061864138,2.818215834,3.15563035,3.040579899,3.173050918,3.011368483,2.684324326,3.276295543,3.191394872,3.148184461,3.357438939,2.893838567,3.126276117,3.018346982,2.582613482,2.852614273,2.987498404,2.886731511,2.615977658,2.947585406,2.627159155,3.322002369,3.219332456,2.346506139
Ssb,3.203466986,3.460046479,3.043438202,3.01812494,3.508892248,2.803013901,2.971495522,3.236502274,3.354022595,2.872495981,3.428160621,3.21484199,2.941260945,2.596406728,3.321894949,3.595643975,3.654007385,3.649483629,2.878608509,2.887093243,2.800117541,3.503266906,2.979083341,3.410755131,3.533279832,3.181676969,3.488640198,3.748373844,3.286264191,2.881174961,2.97794552,3.474107245,3.46307705,2.947789266,3.372837273,2.786963359,3.129858089,3.442202792,3.751057608,3.148281421,2.884998966,3.301328034,3.393906379,3.658886788,2.66757344,3.497903279,3.476014691,2.636507461,3.355146774,3.030486255,3.266473837,3.288976275,2.992514911,3.415914804,3.113846355,2.799401264,3.214329889,3.293148331,2.980666509,3.211041164,3.193684399,3.276593308,3.043815706,3.271780228,2.961165754,3.599447969,3.586857922,3.483713343,3.059653913,3.271290623,3.090744673,3.115582096,3.618732381,3.609599606,3.326435343,3.038548348,3.056380506,3.323791729,3.520262492,3.157552925,3.260471564,2.871263992,3.617446183,3.238112637,3.292925272,3.506115886,3.027117867,3.27626397,3.311150852,3.462323041
Ssbp4,1.1801863,1.035644779,1.051067746,1.189254881,0.846506311,1.565432129,0.83462553,1.039957115,0.896257107,0.705738598,0.840542844,1.172841148,0.868260341,0.916502272,0.968965686,0.953763102,0.973114085,1.098810204,0.913685133,0.540690755,0.902813674,0.860810285,1.182404469,1.43741186,1.157692078,0.863530032,1.028209384,0.809424712,0.866656272,0.687981873,0.867682087,1.08173912,1.004937718,0.669063966,1.051639647,1.2101835,0.814861656,0.659414127,1.023648949,0.93485972,1.109997706,0.435623877,0.792422526,0.879809356,1.321543301,1.39275981,1.203053261,1.085087369,1.241554012,0.831124649,0.84205373,1.01099673,0.984384716,0.520560235,1.289443494,1.273915079,1.092452129,1.106517558,1.154751013,1.063855678,1.267514778,1.077843638,0.761953405,0.812624462,0.74010906,1.102662461,0.988578003,1.027871194,0.730609693,1.010354962,1.220485764,0.703828842,0.757136204,1.126420903,0.945180009,0.939549557,1.209737041,0.706024615,0.890627415,0.698326386,1.198539076,1.333899588,0.608059493,0.940243399,0.661554408,0.363404527,0.734005791,0.530490835,0.834474063,0.822461643
Stat4,0.446405467,0.217072969,0.384753653,0.094055817,0.202417304,0.522421721,0.563349924,0.249082048,0.111001985,0.436083314,0.270436809,0.107033061,0.210821338,0.29818893,0.260804716,0.169770592,0.095666484,0.21920834,0.338075818,0,0,0.094640788,0.408095103,0.268795773,0.641325939,0.218489126,0.581544525,0.565040527,0.353231067,0.437681069,0.403717946,0,0.348789729,0,0.406884124,0.287395023,0.212426029,0.21413237,1.073755176,0.365393591,0.117514153,0.095440471,0,0.1280255,0.161313092,0.252386561,0.314646798,0.227043075,0.125732715,0.242472904,0.164286612,0.136341016,0.136771206,0.476098569,0.493247928,0.194566406,0.154023008,0.091771091,0.382966068,0,0,0.566284222,0.314434296,0,0.278054641,0.094664146,0.524238678,0.375101411,0.397921614,0.014488337,0.496447753,0.2572613,0.189871858,0.485692221,0.099703224,0.314380882,0.433612347,0.095426796,0.27339355,0.257714499,0,0.127734123,0.393544416,0.085745223,0.128843636,0.412101724,0.09576478,0.493255748,0.311437356,0.24044153
Stat5a,0,0.050027986,0.010747282,0,0.508390679,0.04973003,0,0.021665046,0,0,1.67E-05,0.148988834,0.04604327,0.227470924,0.024665317,0.588487637,0.012273515,0.097038239,0,0,0.036494956,0.020850814,0.014749744,0.376302669,0.011132941,0,0,0.273975817,0.085248971,0.407372742,0.011125096,0.053292056,0.012727455,0.021596894,0.012941342,0,8.94E-06,0.315983696,0,1.57E-06,6.88E-06,0,0.382479892,0.009892831,0.008989256,0,0.041507454,0.131638716,0,0,0.012157227,0.048787702,0.117989134,0.009983456,0.165579275,0.014676456,0.471818242,0.010319088,0,0.22229169,0,0.086438901,0.039807955,0,0.021135771,0.014163095,0.021972905,0,0.058852126,0.026382706,0.041068554,0.073176011,0.013505243,0.054678747,0,0.012569252,0.175655176,0.020786237,0.011731602,0.157750009,0.021308755,0.26142269,0,0.012573047,0,0.010830485,0.25867402,0,0.033708812,0.014055454
Stat5b,0.181208833,0.449651756,0.088207372,0.147977546,0.089981543,0.69167956,0.102046895,0.149495492,0.401024029,0,0.044041248,0.236263005,0.279771075,0,0.243745285,0.007797682,0.23507027,0.599937605,0,0.083459262,0.146049409,0.094251081,0.01356702,0.115639257,0.113818126,0.255027665,0,0.221275856,0,0.169398536,0.17436253,0.030931561,0,0.465230017,0.478811783,0.089146571,0.23124001,0.677224795,0.009541231,0.205746036,0.643475814,0,0.355746692,0.133241617,0.14054286,0,0.035813343,0.278541211,0.146117496,0.129888859,0.051243704,0.264667428,0.047701515,0.126153249,0.464106571,0.175792664,0.066545031,0.062052437,0.120527084,0.100254822,0.519407574,0,0,0.242372687,0,0.181581158,0.458241007,0.119137127,0.107980571,0.100517872,0.197841452,0.162283298,0.068397267,0,0.07854686,0,0.148470953,0.043548111,0,0.019478334,0.072796556,0,0.14411468,0.017719876,0,0.118594418,0.512667626,0.023092358,0.099807809,0.316559234
