X,H9_00hb4s_001,H9_00hb4s_002,H9_00hb4s_003,H9_00hb4s_004,H9_00hb4s_005,H9_00hb4s_006,H9_00hb4s_007,H9_00hb4s_008,H9_00hb4s_009,H9_00hb4s_010,H9_00hb4s_011,H9_00hb4s_012,H9_00hb4s_013,H9_00hb4s_015,H9_00hb4s_016,H9_00hb4s_017,H9_00hb4s_018,H9_00hb4s_019,H9_00hb4s_020,H9_00hb4s_021,H9_00hb4s_022,H9_00hb4s_023,H9_00hb4s_024,H9_00hb4s_025,H9_00hb4s_026,H9_00hb4s_027,H9_00hb4s_028,H9_00hb4s_029,H9_00hb4s_030,H9_00hb4s_031,H9_00hb4s_032,H9_00hb4s_033,H9_00hb4s_034,H9_00hb4s_035,H9_00hb4s_036,H9_00hb4s_037,H9_00hb4s_038,H9_00hb4s_039,H9_00hb4s_040,H9_00hb4s_041,H9_00hb4s_043,H9_00hb4s_044,H9_00hb4s_045,H9_00hb4s_046,H9_00hb4s_047,H9_00hb4s_048,H9_00hb4s_050,H9_00hb4s_051,H9_00hb4s_052,H9_00hb4s_053,H9_00hb4s_054,H9_00hb4s_055,H9_00hb4s_056,H9_00hb4s_057,H9_00hb4s_058,H9_00hb4s_059,H9_00hb4s_060,H9_00hb4s_061,H9_00hb4s_062,H9_00hb4s_063,H9_00hb4s_064,H9_00hb4s_065,H9_00hb4s_066,H9_00hb4s_067,H9_00hb4s_068,H9_00hb4s_069,H9_00hb4s_070,H9_00hb4s_071,H9_00hb4s_072,H9_00hb4s_073,H9_00hb4s_074,H9_00hb4s_075,H9_00hb4s_076,H9_00hb4s_077,H9_00hb4s_078,H9_00hb4s_079,H9_00hb4s_080,H9_00hb4s_081,H9_00hb4s_082,H9_00hb4s_083,H9_00hb4s_084,H9_00hb4s_085,H9_00hb4s_086,H9_00hb4s_087,H9_00hb4s_088,H9_00hb4s_089,H9_00hb4s_090,H9_00hb4s_091,H9_00hb4s_092,H9_00hb4s_094,H9_00hb4s_095,H9_00hb4s_096
WDHD1,8.616835204,6.683813443,6.591303311,8.045454347,5.383617928,6.807716714,6.677046949,7.008889044,7.288860451,7.313540582,8.167044085,7.556595372,8.183242607,1.399294767,3.382992676,7.339499022,8.071874112,5.629647521,8.210377976,8.544089507,7.227421265,0,8.672386863,7.623199105,8.411642433,7.05101178,7.431701885,3.515757861,2.374027809,5.439916982,6.449727549,4.235605253,1.509199147,6.505419435,7.962613603,5.57481021,8.070343464,8.479453317,5.975084987,8.211648868,7.503052528,6.906795969,7.153772731,9.607615952,8.514927614,8.671398513,6.281997263,4.872021762,2.65554642,3.055011982,7.603299968,3.974074092,3.507248562,6.987839034,7.906634279,4.382021541,8.989366441,7.717763433,5.96828808,7.195076182,7.666716703,8.545902776,7.200820791,8.291229364,6.954979444,7.687166846,6.946596426,5.458365939,8.370451609,7.86401359,7.465422337,8.017591519,7.479102934,7.827635072,3.79080185,5.907265662,6.60622518,4.103252987,8.709578203,7.472587184,7.401088442,9.158396328,4.266869036,1.597706212,6.843821412,6.717750394,4.012009531,8.461293169,7.251082698,4.005144133,8.269565468,7.874907024
WDR12,8.216653351,8.45960903,7.520270955,7.657932912,7.556151085,7.910463324,6.014000461,6.549877696,6.735215109,8.015150561,8.36740659,4.844424531,6.874861415,8.395464952,7.520291826,8.611717539,7.712110682,7.77434499,1.316642429,5.366174969,8.49898325,8.030333303,2.783871834,7.639177948,7.638181091,7.476246579,8.347648291,8.548617773,6.792158094,7.129352625,7.111752777,8.514013708,8.26264013,7.901753413,7.748156258,8.038956201,7.668301424,7.985471718,8.966052982,8.102957065,9.090117985,6.544137278,7.444465442,7.617573091,7.643514985,8.457194268,8.128471475,4.101151313,7.975886363,6.957004401,8.067160768,6.273722145,6.312785682,6.490066963,8.111614854,9.097295853,6.871433739,7.889614612,7.083851333,6.546359809,7.029085963,5.271136794,8.609716208,8.121879921,8.180167144,6.556866235,8.077706118,9.014721921,5.65447075,7.698622488,7.739026301,7.742872762,7.066758294,6.900114651,8.109258236,7.267458213,7.348584541,7.098527517,9.041938406,8.016923598,8.831884218,8.729806917,7.845754662,8.757121485,7.348059368,7.644506156,8.41578098,8.025800622,6.793664941,7.444246715,7.299430156,8.340058016
WDR3,7.094561709,7.446929485,6.281914178,7.278785692,7.369805827,7.518758487,7.497239434,2.867809715,1.562862652,4.230344051,6.749774142,1.321162815,8.44519248,6.536095448,6.566272146,8.294227177,6.017467011,8.168282365,8.433879196,8.037078583,8.204204852,1.446131746,8.399466449,5.807845185,6.322698207,6.864323243,1.116153992,6.794022094,7.413175023,3.381862934,6.146457152,7.590683609,5.441946729,5.975805478,1.341297637,3.147339837,4.654357965,7.43604764,8.521950081,9.371625463,7.976755231,0,8.531815632,7.625798729,6.171017376,6.736990452,5.7269361,8.95414822,4.636933621,5.961816799,8.66245109,7.964689236,6.559740456,6.808781521,8.379066206,1.408289121,2.596278991,6.844602417,4.339505015,6.926177688,6.170916493,8.340248626,9.099178678,5.662852096,5.717272449,6.687854398,7.307949469,7.428235778,5.175985575,8.022610683,9.065288685,3.327780535,8.198379995,0.827459997,5.847312682,8.273943431,6.525377878,3.68599946,7.540458803,8.156887943,7.709188703,1.645432366,6.231256627,9.448397062,8.27803004,6.925816164,4.780522984,6.528506596,6.374832107,6.906760079,7.262317916,1.264492858
WDR35,6.368168393,6.047829222,5.87908829,6.478381915,5.064360086,4.967440462,7.774599078,6.893505231,7.544327039,2.851266119,2.526532891,5.540846078,0,7.729734032,7.498956443,3.055893419,6.181968605,6.88586511,7.326624902,5.58356186,8.567744497,2.153652877,8.597431249,1.676170003,3.249793069,7.730475522,1.957609223,3.188782808,2.374027809,5.151994814,0,7.062566116,1.509199147,3.281450557,1.341297637,6.574744009,6.784893043,5.330889085,8.028962429,8.050683979,8.503078293,4.558725159,6.470665815,8.40748617,2.825864763,7.571833432,6.030997862,7.866226118,2.65554642,5.230921923,5.582780171,8.160837017,6.108224779,6.959497193,2.615249204,7.652205955,7.936841024,7.423486619,5.115991513,0,3.138755051,3.120059321,1.780429548,7.241732718,0,5.031665515,7.959356986,9.358464089,6.340044302,5.591499197,6.612826243,8.214713674,5.760882644,2.683002067,7.806024542,6.224377995,3.965649033,3.268001952,0,6.201300252,6.271615032,7.62069103,3.339928425,8.577444053,6.591187417,3.889179548,3.626475279,1.928539409,1.888888437,7.396697394,8.511197567,5.736858707
WDR5,1.976530333,2.557483651,0.808476572,0,2.15483529,3.471876546,1.746935414,3.560622954,4.668455904,2.186561051,3.799608528,3.260434585,1.704270924,0.863036923,3.983884589,3.532015924,0.905515942,5.160009344,3.692299882,1.420567515,6.001668461,6.799410534,1.305530156,0,6.428325403,2.519557078,6.976616966,4.451271787,2.863105029,6.762784628,2.790458818,5.797794541,0,3.902780641,5.870788086,6.633032175,5.651365899,6.177164895,0,4.776911985,5.226566121,4.12206864,2.696104108,2.457255401,2.698552032,1.713966386,4.253564464,0,1.217362539,2.372306098,0,3.974074092,6.310274019,2.570039778,1.190186617,0,5.310906321,2.301132493,5.641395082,6.243675392,5.482937597,0,1.780429548,2.138013256,3.903910741,0,1.64514831,0,3.422605601,2.138518755,5.090781017,0.81014476,3.303168593,2.497574042,4.311616666,0,5.658069845,5.692637357,1.0902242,0,4.029148744,0,3.785971231,3.290130617,4.008165588,3.545567802,0,1.2650456,5.634098299,3.379997951,5.590331115,4.258583178
WLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815743517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.576223662,0,0,0,0,0,0,0,0,0,0,1.700339681,0,0,0,0,0,0,0,0,0,0,0,2.679647949,0,0,0
WNT5A,6.532633577,2.090130807,2.249993035,0,6.354105937,0,1.746935414,8.788830066,0,5.960587989,6.752234291,5.087905996,6.323484543,6.942830834,1.595130518,0,0.905515942,6.526562242,5.514934042,7.040540656,7.784619942,8.248777555,7.614755976,1.300918028,1.779084676,6.429993386,8.812162792,4.006931103,7.858185931,1.746762789,1.126774377,6.8136537,7.606476145,7.757765808,3.811185867,4.833432178,6.761502553,0,4.276334107,0,6.305403635,6.340062813,6.470665815,0,0,6.669746717,8.339751694,2.333571557,8.205535051,7.200794609,1.543696797,7.488688175,1.724475191,0,0,2.107167028,8.502710552,7.735512458,1.767927965,3.042017254,2.043713671,3.379075648,2.905753645,0,0,6.215866333,4.993361943,1.190685809,0,0.888129008,0,8.57590311,5.760882644,0,8.917617264,0,4.159734921,0,0,0,0,0,3.784061113,0,0,7.2204324,3.09876869,7.349495333,2.460959929,2.252260634,0,0
WWP1,6.655429969,3.429428542,0.808476572,4.819002578,5.498272533,5.222768778,1.468497933,5.708640444,8.090808811,5.043069636,5.681999881,2.490945481,0.645849687,0,3.855470502,0,0.905515942,9.375498018,7.820846267,2.592331155,2.595962998,1.446131746,7.460559957,8.237556256,7.137339595,7.536199679,4.535180967,1.110879911,7.40429447,7.871848386,2.790458818,8.763864101,0,0,3.455444636,2.481587947,0,6.923906911,3.127307725,6.89941616,4.971217603,0,4.030811645,7.305695562,1.599379518,1.333658518,6.195692694,2.333571557,7.532975581,3.758414389,7.02558148,0.766142432,0,0,0,2.107167028,1.423533178,2.019864546,2.813555387,3.793349198,5.351167166,5.885921586,1.780429548,0,1.052793069,4.742247679,0,0.714844346,1.996974826,3.592165959,0,6.326137314,6.33694918,2.497574042,1.836524404,7.293131987,7.944099617,6.551607605,1.704049663,0,5.671101565,0,4.916560779,4.532997986,8.327942703,7.628019712,3.626475279,6.959939698,0,7.444246715,2.769048763,5.165359459
WWTR1,2.704574286,2.417138912,2.233952532,3.605971276,4.961625964,3.562600174,3.869898156,2.386729647,3.447418108,2.219944958,3.058879928,2.137528404,1.039780758,5.746684613,5.935744926,4.302841262,6.13487988,7.008809343,2.580016096,2.166062543,5.363365954,2.203125527,1.648019381,5.053957319,6.303946557,3.22071349,4.76196349,3.192448083,2.735235292,6.091416307,5.206537015,1.049843019,3.673819984,2.123825829,2.530510168,1.698977714,2.179152716,1.558081798,2.254681303,1.573500328,1.962721683,1.983417713,2.016908264,0,2.571280147,1.652499479,2.137583279,6.491406947,1.546737957,2.054553032,5.656673846,2.143881574,3.903604203,2.940917312,2.804489652,7.678247873,3.420555471,2.516737258,5.8810759,5.421244316,5.459833996,1.959626702,3.08343859,5.018970775,1.935854306,1.497398982,2.873853602,1.557364778,3.119101574,6.446685998,5.961278273,2.408542245,4.523537541,5.659596273,1.463194499,4.308917367,2.534066586,3.044711329,0,2.633290501,1.400816239,1.29120445,1.521421582,2.121238836,2.732342383,5.170968373,6.027745714,5.026018675,2.878376064,2.280479856,1.905628099,3.54451218
XRCC5,10.15177298,10.06592378,10.3959963,10.12746497,10.52359442,10.31687509,10.33988705,10.37103801,10.50664006,10.35923841,10.5547494,10.55737765,9.475980985,10.773876,10.34190512,11.04223613,10.82564109,10.83663448,10.48578152,10.41751496,10.98328991,10.52714144,9.972317926,10.54607514,10.14157591,10.15723138,9.731159066,10.96689431,10.41798938,9.940321662,10.85880827,10.81329251,11.39587108,10.33229009,11.02508887,10.96283319,11.02444741,10.35096989,10.12945258,10.9963315,10.74456908,10.84300486,10.55979827,10.50131509,10.47172649,10.34316543,10.50329826,10.68764554,10.81754884,10.98683006,11.379362,9.908154016,10.56579919,11.09814186,10.62472564,11.40557548,9.587309079,10.4739729,10.45367429,10.72582134,10.81496082,10.53053431,10.26459347,9.573033839,10.36530083,10.2216044,10.62291617,10.05344239,10.13583967,10.33941168,10.51544134,10.66794357,10.51637351,10.14345639,10.03409214,9.991659295,10.38396479,10.01669116,10.26906326,10.86903806,10.85769987,10.88170788,10.49841974,10.716134,10.04906141,10.25473227,10.03481533,10.94819955,10.03554496,10.24224355,10.62977676,10.10628719
XRCC6,9.925755447,9.803574967,9.319543743,9.105189791,9.090514185,9.324350602,9.728755095,9.389208303,9.830944231,9.974648975,9.876156742,9.287475571,8.983761874,9.067532339,9.293929107,9.825553075,9.302549164,9.180483334,9.890568614,9.80819057,9.273853518,8.806433958,9.501989739,8.445580051,9.592424608,9.90707185,6.83624329,9.588582952,9.271303422,9.406749446,9.622345098,10.55239238,10.42113672,9.739833761,9.15611344,9.329956936,9.764513266,10.03130909,9.947653759,10.36003893,8.267487765,9.139963194,10.00106549,10.71776194,9.15621677,9.248813364,9.495287449,9.088600792,10.33067188,9.668084583,10.13973015,9.526434212,9.030485188,9.879087598,9.9239844,9.538569426,8.925931538,9.295226015,9.846653382,9.750031385,8.823565308,9.801855473,8.940471965,8.767253267,8.491440771,8.714755318,9.857447569,9.517163697,9.032833163,8.662197719,9.195177026,9.164765062,9.217580496,9.434400004,8.738182237,9.896478998,9.071398577,9.470588826,10.30926201,9.959990825,9.474580768,9.335189451,9.125597196,9.174634463,8.853602011,9.599774029,9.121961239,10.02175003,9.137991685,9.044395003,8.349092631,8.188100906
XRN1,1.376783436,5.705680255,4.914939397,4.289335638,3.531908505,0,6.127880932,6.078852309,7.596321453,0.916895228,5.994145595,2.265858542,0.893971014,0,0,1.401652468,3.905821912,4.689592898,6.142371549,3.704893967,5.885179529,1.491085058,4.585607935,2.671825978,6.301501964,5.209736523,6.833734804,0,8.025510069,7.105608833,6.598650676,2.448795877,8.609265028,5.66009472,0.717379043,5.865121631,4.280403328,0.933473224,2.506273631,0,6.081566337,0,4.192626794,0,0.981459768,0.815743517,2.778813685,1.613844385,7.877936233,0,1.953492091,1.122476092,1.899542927,1.15999369,7.478591441,4.37110679,0.675597186,0,5.664843936,6.072915299,5.509638392,0,4.217781807,7.991546103,2.943808547,2.646600336,4.371056264,6.777606641,6.402727875,0.777914499,0,3.722175433,0,0,4.964957761,6.426589319,4.246081161,0,4.664145217,0,6.2329408,7.801960905,0.655269088,2.50111287,1.76004748,6.107702547,2.258047436,7.128865865,3.950814828,0,5.317148517,0.763602868
YAF2,4.134853937,2.623801051,2.966217291,3.975308862,3.368836368,2.986479129,3.170891772,3.48146576,3.443535836,3.181476897,2.413183451,4.766780541,2.932583047,3.20498346,2.973047432,3.3656372,2.785382398,4.335339181,3.871976203,3.510560581,4.947041647,6.026705991,6.353359104,4.169553853,3.818536712,3.872194602,4.287703807,4.114201323,4.150265133,3.292179174,4.644169336,2.704597098,3.835568159,3.312184545,2.814646464,3.386596443,2.762544833,3.839755614,3.884958286,3.810604809,3.63238245,3.996961522,3.684795412,3.857740997,5.71909991,2.39010202,3.733557901,6.579069885,4.337395729,4.161784504,5.16893534,3.137334899,3.593783755,5.562521224,3.703044841,2.390414503,3.093767239,2.002681932,4.262032779,2.942921218,3.902290475,4.279090322,3.836786129,3.639607256,3.695955488,4.311620595,3.604108281,3.091280224,3.974417015,1.642785658,2.912462911,3.667624186,0,3.047077158,3.601046767,0.819961246,3.906274754,3.439960724,4.343913572,3.993144639,2.601486649,2.957610593,3.288307458,2.459192939,3.567853044,2.205159826,2.41979557,2.518354594,2.918479305,3.951745134,3.135495233,3.282223449
YBX1,7.055044244,7.545383749,6.636020715,7.815693296,7.947585955,7.283501173,7.844119924,5.73325571,7.367800589,6.917508638,8.213807781,8.110197844,7.694191371,7.085874659,7.026335124,8.007151147,7.005504246,7.697373507,7.215240619,7.741359624,7.8055963,7.60120375,8.326899646,7.808887377,7.470260742,6.804479694,8.368594753,8.048454472,7.595874596,7.473328303,7.49004173,8.544014519,7.216828454,8.075050451,7.229483772,7.459224055,7.939658071,7.130985032,7.112178798,8.071768574,7.940628425,7.901019464,7.050195734,7.575811272,7.423007424,7.199273568,7.617866061,9.815099871,5.644804037,7.914185747,7.802233598,8.221093945,7.662863503,8.030561009,7.2503464,8.471992079,7.664553673,8.044230719,7.732654116,7.163058327,8.989827966,8.341503955,8.930905493,6.696647072,8.773707919,7.39659488,8.157979359,8.158558794,7.605219871,7.748389463,7.996545784,7.983555039,8.154139353,8.025183994,6.334937069,7.683435578,7.930726459,8.707064231,7.895453821,7.614574056,8.371048975,6.959400717,7.656511448,7.698414347,7.816565992,8.168590607,7.419999275,7.333140277,7.494511723,7.973411259,8.728474587,7.63920515
YPEL5,5.941819189,5.956172888,5.617272336,0,6.790248662,6.317291884,7.165561482,3.560622954,1.562862652,7.918430042,5.15758953,1.214384602,5.240057843,3.899240599,6.06665906,6.988663571,7.108874813,7.14419425,3.313992316,4.883006595,4.012369681,5.720906263,1.979473287,0,6.468501991,7.337957444,8.123648739,1.730986234,8.645870917,0,8.075210637,7.756061308,3.594443323,6.586228844,6.113819413,7.718398803,7.070951472,0,4.907736964,5.851601269,6.397372499,5.650710644,6.580656878,8.210787122,3.189115853,2.263342552,5.420960525,6.553542951,2.930938308,7.488610325,7.862724898,7.013809133,6.155633233,7.095946516,6.58663318,6.739716045,2.380186634,7.589619778,3.172938037,6.907650417,2.043713671,6.062390872,6.162356039,7.232559911,8.346280135,0.993450839,6.514619448,8.391294281,6.671961573,7.16495421,7.634318515,6.310199885,6.861962065,8.527145449,6.908638934,4.531746392,8.440725084,2.677101153,0,6.389529635,0,1.645432366,4.826632437,1.23332248,6.935606773,7.202827325,4.966591586,7.514982196,8.253812596,0,4.561939846,7.554514608
ZBTB10,4.892815852,0,4.131749497,0,0,0.742454593,2.180998338,0.925951805,3.42921078,0.916895228,6.332546365,8.302720258,0,6.736514689,4.696459124,4.358212651,6.893409879,1.962037495,2.45221908,0,0,1.446131746,0,0,1.147985079,0,0,1.730986234,1.032782132,7.113075947,0,0,0,7.222459094,1.341297637,7.058749152,6.842325209,0,0,6.826673353,0,1.609560402,4.518659869,1.086055075,1.010826247,1.713966386,2.133874769,1.5946719,0,7.437372104,0.969161905,0,1.105878828,3.071657485,0,7.515941092,4.845985232,0,7.431310897,3.412586294,6.600301433,0,0.857393029,0,6.641649279,0,2.884285376,0,4.639982829,0,7.733751354,1.704943701,3.303168593,0.827459997,0.893099627,7.083525481,1.087386343,6.483644882,0,0,1.699505054,0,0,0,0,4.779234355,7.707973393,7.121324056,4.028553261,0,1.842032705,0
ZBTB2,6.523547775,0.859545573,0.808476572,3.663196949,0,5.028212615,1.123152417,4.314601057,0,6.354089994,6.547141379,4.254724347,2.308193021,4.765726618,4.450153831,2.845209471,5.2355356,0,1.316642429,4.281400567,2.595962998,7.494859965,7.492745823,0,2.21664897,6.030848527,0,6.255222491,4.920628992,2.300634653,0,1.691445356,0,2.166500853,3.350885753,5.332744361,5.820958065,7.006297799,2.545046006,0,6.565394594,3.49287124,6.397521142,0,1.010826247,0,7.229911429,7.735570329,0,0,5.296755444,6.246685356,1.105878828,3.598255679,3.317992544,6.15592003,2.125926353,6.772936125,0.849504211,3.1763971,6.05710695,0.891353198,3.054128381,7.26750558,7.057111243,5.987077861,0,5.654795587,0,6.866831577,1.749635075,1.325832359,6.861962065,8.872931023,6.423898018,0,5.164766455,1.659138176,0,2.221897736,0.648603758,0,7.360604401,0,3.095149378,4.774938379,7.214843857,4.752852357,6.746011399,0,2.899730589,5.349447743
ZBTB38,3.948279962,2.589071887,0.163779227,1.85040355,1.932738986,1.887061092,2.48719212,0.953030355,3.12914708,4.837521601,5.294417964,3.918564515,0.645849687,4.153390398,4.101796949,2.157986865,4.456044566,3.484697119,4.468606637,4.282644127,0,1.930308441,6.916653318,3.349509175,2.250224608,2.177005934,2.817336631,4.857251033,3.056888963,0.836206037,2.178690639,1.572100961,4.662129493,2.408528525,1.692278182,2.581273882,5.308830251,3.758408832,2.770377893,3.430748647,4.33078125,3.478338281,3.823055253,0,2.638672535,4.781797741,4.796181158,6.352428669,2.314881339,0,5.648158159,0,0.065009708,2.682514457,7.673437995,4.943733763,2.606278628,3.345732938,2.753063683,4.094314748,6.322871438,2.163339214,1.63718353,3.518079309,6.000009347,2.294050043,6.288641121,3.917310946,1.700970076,1.867960531,3.018626421,7.000492595,4.22817388,0,3.490966084,2.719849245,2.473993022,1.65420025,3.781067357,2.242156746,2.991629053,3.067914618,3.39853175,5.598822959,5.570489348,5.017741446,6.74060679,3.776874277,4.181833019,2.246549943,1.893131312,2.817475209
ZDHHC21,4.42949431,0,6.930372325,6.096328783,6.304544325,4.951211242,0.668220873,2.201555194,5.967473204,3.168710938,3.799608528,1.930733535,3.454999472,8.684275348,2.334121145,2.90749253,3.725195811,6.169021012,0,5.633150134,0,2.981680894,2.437024277,2.923596599,0,3.627810474,7.222029566,6.899954484,1.032782132,5.491196947,5.730172036,0,2.709193454,2.640157758,3.455444636,0,1.882432019,5.453429867,1.553118147,1.976377892,0,5.283713874,1.067706915,2.725662051,8.717200911,1.713966386,6.260900299,4.40891476,7.61328286,7.050903816,2.272265696,4.155765128,4.587724384,0,6.918302223,6.118110161,2.125926353,1.097104428,1.767927965,4.343202973,6.217374308,5.299912782,3.719886769,3.084646115,0,0,3.783121409,3.720805575,3.611004677,2.271570465,2.517394108,6.804201727,3.303168593,0,7.055314327,0,0,2.677101153,0.94548664,4.775497343,4.876885953,4.734770773,0,0.970312887,7.687041999,0.703140185,7.177624697,4.573156725,0,4.005144133,6.495580825,1.460108209
ZEB1,0.666384796,0,0,0,0.75756574,0,0.630288249,0,0,0,0,0,0,0.863036923,0,0,0,0.534956375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.124764624,0,0,0,0,6.492482876,0,0,0,1.086055075,0,0,0,0,1.526971056,0,0,0,0,0,0,0,0,0,0.783828278,0.709464273,0,0,0,0.415058106,0,0,0,0,0,0,0,0.81014476,0,0,0.767970672,0,0,0,0,0,0,0,1.411887276,7.282485533,0,0,0,0,0,0,6.260903969,0
ZEB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.592331155,0,0,0,0,0,0,0,0,1.002974156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83249611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFHX3,0,2.744433856,4.002452478,0,1.911707849,3.070942037,0,4.981755315,2.778878148,0.916895228,0,1.897884283,0.645849687,0,4.20131657,0,1.034115074,0,0,0,3.289821025,6.683150822,0,0.792379018,5.180514359,0,0,3.515757861,0,5.564853246,0,0,0,0,0,1.568056861,3.939171402,0,0,0,0,0,0,0,0,0,0,3.920465532,0,0,5.582780171,0,2.156040077,6.693052741,0,0,0,5.602226216,0,0,0.83249611,0,6.871374135,1.895784953,3.796442795,0,0,0,1.969686769,5.165178278,0,3.620681475,5.189162078,0,0,1.913169478,6.097889693,0,0,0,0,6.392458661,4.872297189,0,0,0.703140185,4.966591586,0,5.805448826,1.469477261,0,1.62908859
ZFP42,7.24681062,7.762773309,7.851790634,7.926788384,8.036337886,7.406091641,8.189406131,6.957791678,7.215440227,7.629065891,7.756279777,6.981325991,5.461615613,8.218819577,7.24893604,7.148549589,7.077878709,8.4569165,8.333370612,6.446418958,8.468069285,8.363751408,8.600087471,7.174212901,6.061513986,7.186307199,9.352613586,8.181716037,8.624121394,7.705512385,8.026267152,8.412637393,6.037866583,8.339766782,7.413556813,8.7599574,7.486357719,8.259205287,7.54415277,7.70767207,8.894862869,7.634755531,7.176907052,8.030587043,8.140954798,6.928239828,7.684265334,7.863850796,8.904692339,8.418086353,7.157826958,8.994393817,7.356271345,7.340725345,7.35492584,7.563900917,7.131028445,7.559958998,6.640037819,8.504232556,7.68560663,7.6234128,7.893352203,4.610978343,7.981409034,7.56753847,7.654349946,8.165406951,5.310672451,7.964460282,8.738415302,7.866877515,7.916335644,8.943854711,7.422409132,8.310649328,7.26948575,8.071484745,9.445912267,7.335984962,6.312889456,6.181895937,7.477426898,7.592722299,6.487362207,7.526412296,7.384832913,6.685353662,7.807196975,7.332443494,7.005981723,6.046529287
ZFPM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.936813171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFYVE16,8.110360746,6.199427666,5.324478586,4.353876453,5.722402372,5.863113079,2.655811732,7.300023843,3.320515915,6.257087129,0.748688556,5.27172102,1.090393502,1.399294767,4.210796151,0,5.714785194,5.00599599,6.613321403,5.423668859,7.880413073,5.571939232,5.587840607,1.676170003,9.178259766,0,1.116153992,8.189932869,1.032782132,0.836206037,3.542666158,4.609572507,0,8.571619461,8.96871266,7.644758715,0,1.477188057,0,1.563984253,7.381300982,0,0,0,4.927748563,6.901976963,2.133874769,6.553542951,6.845091947,0,0,8.346241639,6.787490578,3.598255679,3.648051577,8.285373378,0,2.536409212,6.078015682,4.094314748,5.111567221,8.549199088,3.054128381,2.687617902,4.097453574,0,5.15803076,0,9.219973454,8.462739277,8.274870585,4.429272724,0,0,6.480389231,0.942697477,2.727797767,6.108226639,1.0902242,0,4.217010332,9.185018037,0.935501266,8.517564629,7.246664637,0,0,6.835255081,0,0,3.130180376,1.260296815
ZHX3,2.184606975,2.70533306,2.585939577,1.940875027,2.551411344,2.15900018,1.741862168,2.512649657,1.011699807,1.609466692,1.607672071,0.69063547,1.978884364,1.02853809,1.460335085,2.891777045,1.991920217,1.736117873,3.256636534,1.227449266,1.945213427,1.807729594,2.769931043,2.352226455,6.464732952,2.044212171,6.045267335,2.841971939,3.682610882,0.098529246,2.101207911,4.070229706,1.599875627,1.099467774,0,3.260134406,2.161931454,2.260362432,3.80534838,0,1.90037883,5.44085611,2.408078511,1.742833374,1.911107219,1.863110482,2.077071855,3.643310087,0,3.301102351,1.696450147,1.740017487,2.587965636,1.912812512,2.149026648,1.142467135,4.033624337,0.737977115,1.180767156,0,0,3.111522392,0,1.607737958,2.59701831,1.169018258,2.379178768,0.261596884,1.145094779,1.467465621,1.648160419,1.208451098,3.250351991,0.83999948,3.300780174,2.135336883,1.896166168,0,2.42175243,1.828179241,0,3.929706083,5.347790393,1.78469301,2.644859441,2.796510949,2.088737064,1.789044402,1.62372325,2.850214395,0,2.368885328
ZIC2,8.700184872,10.07311902,10.24292203,9.298780757,9.2723657,9.192756351,10.11229232,8.914284821,9.699793799,9.544904491,8.062003016,10.28586306,10.8371719,9.472332898,9.26393444,9.541723632,9.484741121,9.800428251,9.91387734,9.413256877,11.09051763,11.21967195,11.11745434,9.838197249,9.230099516,9.415437934,11.68693655,10.93360151,11.31717966,9.679689276,9.474151544,9.732996774,9.516137016,9.51400932,9.785302789,10.59937837,9.23795243,10.59946087,10.64028083,10.45626934,9.824856231,9.524530853,8.949081357,10.56482229,9.42668174,9.904029694,9.996476653,9.660180075,10.72701812,11.01178307,10.05014727,10.17676664,8.030223944,9.431377558,10.0778081,10.0461062,10.11958543,9.212470259,9.593268137,10.5022256,9.03151515,10.30259998,11.87444399,9.410959046,7.936173261,10.12639649,8.971577496,10.10018067,10.32146477,9.835419029,9.111828597,9.843605623,9.823084885,10.80700224,10.85599513,10.03660748,10.05800468,9.837761473,10.49806248,8.486558311,9.701502876,10.7456683,9.901524624,10.54132183,10.38332883,9.702100054,10.49812392,9.66410449,8.745014754,9.688913057,9.03859531,9.828687696
