X,H9_24h_013,H9_24h_014,H9_24h_015,H9_24h_016,H9_24h_017,H9_24h_018,H9_24h_019,H9_24h_020,H9_24h_021,H9_24h_022,H9_24h_023,H9_24h_024,H9_24h_025,H9_24h_026,H9_24h_027,H9_24h_028,H9_24h_029,H9_24h_030,H9_24h_031,H9_24h_032,H9_24h_033,H9_24h_034,H9_24h_035,H9_24h_036,H9_24h_037,H9_24h_038,H9_24h_039,H9_24h_040,H9_24h_041,H9_24h_042,H9_24h_043,H9_24h_044,H9_24h_045,H9_24h_046,H9_24h_047,H9_24h_048,H9_24h_049,H9_24h_050,H9_24h_051,H9_24h_052,H9_24h_053,H9_24h_054,H9_24h_055,H9_24h_056,H9_24h_057,H9_24h_058,H9_24h_059,H9_24h_060,H9_24h_061,H9_24h_062,H9_24h_063,H9_24h_064,H9_24h_065,H9_24h_066,H9_24h_067,H9_24h_068,H9_24h_069,H9_24h_070,H9_24h_071,H9_24h_072,H9_24h_073,H9_24h_074,H9_24h_075,H9_24h_076,H9_24h_077,H9_24h_078
TSPAN12,1.974769847,2.920031593,0,0,6.19385556,0.892981304,1.30541004,0,7.091312333,5.573431323,0,1.315747603,0,6.148659949,0,1.062735244,5.464666042,2.123211852,1.314192708,3.870122396,0.749623962,1.190124312,1.957320383,5.396887786,7.697436669,0,0,0,1.863498198,6.494579089,0,4.018604049,7.582604028,1.190926381,7.556590628,1.09547869,0,5.682633409,2.200795799,8.171158082,4.854422757,2.36471717,0,2.354451937,7.016426365,7.181114424,5.474388406,1.293582224,1.246318968,2.840749002,0,0,6.706413068,0.595414586,3.998140687,0.917864406,0,0,6.81879788,0,0,5.053582515,2.758889864,0,5.683714586,0
TTC27,6.171294725,7.463329626,4.088782989,1.123755766,2.691718587,1.440430968,1.787669016,0,5.936248314,0,7.08331279,0,3.097727488,4.791299309,4.170557312,4.115476293,3.633442479,6.419320105,7.161925291,1.797770922,3.870570932,6.601834694,4.863599127,3.672692494,5.155670569,0,0,7.044528488,0,3.263656997,3.503472647,0,3.781878136,5.437586176,8.283945637,3.693410784,6.929474252,2.28510944,5.06073733,5.212539787,6.712003685,7.355017261,0,7.672123294,5.138417336,5.905896487,4.973091385,6.734241859,6.344876008,0,4.081201589,6.554262199,6.172103263,2.484952825,0,0.917864406,2.252065863,0,6.805567651,2.899642052,8.48734586,5.298154009,4.383811797,3.402568568,7.537625083,0.623816586
TTC39B,0,5.215507734,0,1.123755766,1.776960383,0.892981304,5.867650533,6.093205761,0,0,0,0,0.96071141,0,2.066598836,0,0,0,3.769387478,0,0,0,0,4.380737034,0,0,0,5.660273194,0,2.296009312,0,0,0,0,0,0.649311809,0,0,0,4.352425444,0,0,0,1.245698313,0,0,3.801144542,0,4.477125427,3.73637084,0,0,0.658207148,4.75707207,0,0,0,0,0,0,0,0,0,2.067509538,0,0
TTK,0,5.369820196,2.323050297,8.581350618,0.684153039,0.892981304,7.460359368,7.875088962,8.961194426,8.669417477,0.844701216,1.693306027,0.96071141,4.791299309,5.786926996,1.062735244,6.696145094,3.709716316,5.107332486,9.054897695,5.291156095,0,6.486465894,7.127476114,0,3.484019151,1.081172069,4.155356285,0.776104102,4.51736747,0.535662391,5.376907265,8.386042369,8.213006335,0,0,6.518376611,7.077251254,0,6.420338368,8.320448869,5.811023432,1.83879741,2.354451937,5.278901037,9.679252105,3.131576014,8.005192816,5.249958882,3.470963764,0,0,7.739768832,9.059241334,3.3201432,5.560170969,8.775039947,8.463464518,7.222313654,2.899642052,2.693411115,8.622343535,0,0,0,5.340424372
TWIST1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535662391,0,0,0,0,0,0,1.350273362,0,0,0,0,1.83879741,0,0.678424673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.845902079,0
U2AF1,6.156552894,5.743040932,4.939328941,5.517500614,4.727041174,6.028474625,4.272805458,4.219917479,5.219927844,4.028572557,6.762202502,5.465650475,4.383473244,6.436169305,3.889367557,3.571541086,6.397777506,3.979034104,5.773981246,2.237330957,5.340511094,6.080010557,5.194165562,5.057954828,5.931994165,3.983721094,6.67995347,6.869915628,6.355938604,6.093814688,6.008869304,5.006275467,5.011209699,5.827426088,4.668586758,5.750919394,5.129333404,4.928381215,5.957788956,6.001717272,4.241084034,4.62744565,6.52764709,5.820824226,5.06268857,6.812066603,5.491709984,3.346615655,4.431977355,7.086264606,4.590557204,4.020876634,5.290306886,6.066506118,5.473794678,4.350213839,5.990180937,6.068524248,5.548494157,4.561841937,5.814694597,5.507212459,5.653875996,6.419168962,5.912718468,5.811756486
UBTF,6.211360157,6.249256115,2.664146254,5.402357834,1.495835988,6.547774328,2.783699393,2.537317836,3.930621504,3.643258027,4.146149258,2.239789774,4.172555437,4.345348611,4.785280058,4.873374805,2.670773834,4.307218333,6.020705606,4.379524555,5.543828477,5.842874707,5.89212028,4.520267256,5.818484783,6.809331725,3.603779738,6.484167473,4.990366904,2.296009312,5.208228711,4.595359213,6.790413665,4.511650169,2.651253302,4.12797788,2.256380766,4.044048101,2.535166659,2.550117761,3.868511259,5.683672072,3.208950318,4.759667806,2.202369975,2.91666072,5.686983051,5.103551113,4.562554341,2.353119791,3.02978347,6.078292565,6.582130272,5.961837255,3.085712966,4.161646963,2.732370652,5.009889674,4.837197234,3.418678181,3.782369059,3.238201965,6.185646836,3.166564688,7.480627065,5.96965424
UHRF1,6.016624513,7.891604913,6.242970076,4.751730229,5.12839536,5.50983837,7.440127079,5.179403919,6.627455943,7.646439668,7.810997508,6.863216826,7.314071801,6.701536267,7.297007923,7.230526564,6.106120385,6.872081622,6.277269182,7.950959415,7.558904909,4.142610501,6.565452561,7.579250663,6.79448187,7.314354537,8.376685486,5.254713634,4.146733914,7.202400733,6.748957519,5.497441071,7.591074925,7.688317607,6.442190873,5.766971502,7.569063276,6.824593645,7.808734109,6.762134706,6.661869004,6.172961778,7.13627092,5.903462899,4.499915639,4.368271779,6.576937387,6.515654404,5.907324783,8.468808452,5.677172708,6.902781586,4.816172268,6.397255553,5.739520731,5.813179747,6.611776515,3.061069203,5.18556336,5.530972313,7.173865594,6.295284142,5.01797713,6.277966007,7.274770462,7.951054701
UNC5C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.420135023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC5D,0,0,3.70173449,0,1.146340359,0,7.658999867,1.379452322,0,0,3.399268634,0,0,0,0,0,8.963013988,0,6.344794759,0,0,0,0,0,0,0,0,0,0,0,0,4.018604049,0,0,0,0,0,0.82765821,0,0,8.525004014,0,0,0,2.536831308,0,0,0.569283601,0,0,0,0,0,0,0,0,0,2.021762357,0,0,0,0,1.547409031,0,0.913968847,0
UPF1,5.342122554,4.083415897,3.171171839,0,2.94004319,7.478979853,0.575809162,1.379452322,3.23568587,0,6.11783587,5.704401852,6.42901742,4.134736823,1.04473905,1.668017568,2.897082635,3.067738704,5.137197072,5.794160443,2.347134731,5.707882584,2.595969123,4.10093533,2.277854397,0,0,2.847300929,4.865332587,2.045715389,5.493824762,3.810971394,6.031493487,3.573549007,1.956488148,3.068577625,4.313940037,3.251389423,6.598852943,0,4.066483102,2.663658542,6.47795914,5.488086218,2.678865512,3.817820388,5.470814807,3.99976411,5.169725132,1.611002188,2.53054876,5.273596355,3.436700801,3.552013147,2.457809079,5.764446751,3.776346322,0,4.340391563,4.349594332,2.013642885,2.485825897,5.690328344,4.640226712,2.181702866,3.099841909
UPF2,7.657628572,5.932061585,5.800119224,5.137295438,6.094873347,6.028474625,5.659406118,5.164017993,4.882523289,4.333282796,3.28611533,4.835534516,4.997000869,5.053641893,6.731710635,6.208585654,6.328756565,3.378311537,3.076072871,5.344005881,6.139374298,5.478279957,3.037118691,5.46923824,5.8380341,5.86862119,5.363421783,5.254713634,6.19238442,5.047450719,4.734852191,4.870009554,3.565804375,6.135075486,5.402471015,8.240797335,5.411326231,5.195383,5.957788956,4.737241515,4.184820452,5.070870259,3.126205026,7.159194955,4.83885089,8.823419702,2.287460204,4.707250743,3.662775663,5.871102145,3.694299131,6.077778921,5.759876568,4.238919425,5.963140043,4.694928213,3.443549337,6.706313361,6.541084352,5.313770917,6.871003446,4.538589153,5.560362629,5.611006201,4.959612365,5.665820795
USP44,5.176636471,6.01792491,5.761952566,3.804310527,0,6.423644627,0.575809162,0,6.309312613,2.884795258,0,6.578506612,0,0,1.04473905,0,4.821966001,0,5.336131036,0,0,0,0,0,0,0,0,5.976484493,3.006663969,3.007151355,0,0,7.096347578,0,0,8.583535842,7.284425829,3.468899712,0,0,3.795985706,0,0,4.682797732,4.898149397,0,0,0,9.274319078,0,0,0.849397268,5.413616373,0,0,0.917864406,0.556263231,0,0,7.606385712,0,2.024213105,0,0,0,0
UTP15,0.780738892,0,3.36863783,3.579441675,8.582696606,9.089691929,1.942974826,7.228720096,8.39401995,1.559605911,2.36362004,0.802942988,2.06004823,2.500028362,0,1.143175166,0,5.740860615,5.691928648,5.223415119,8.23179162,7.407174007,7.678469104,6.407769349,6.765576237,0,7.211415842,1.050406987,9.186476803,0.578004248,0.540130102,0.797974051,1.194244131,7.843122857,8.990654604,7.271320421,4.964551527,6.881161754,2.719807811,1.151302618,1.282282035,5.944939784,4.639278614,0.759175609,1.501410306,3.896082161,7.806223841,3.818214392,4.230508705,1.810097699,0.84504359,2.564308758,3.666887681,4.663030692,6.55699406,3.841947721,2.732370652,8.864211802,6.186890294,3.030914725,1.590319205,1.739468317,0.725777705,3.718097448,1.505475063,1.59604739
UTP18,1.677166089,5.464840184,8.415026435,4.223965336,6.792117101,2.807162716,6.810677104,10.33105442,8.775374371,7.882674691,8.055457578,0.802942988,4.172555437,5.555124245,7.388262835,2.421035442,3.273025373,7.721952915,3.602853062,6.258202253,6.310263237,7.250236215,6.088291181,7.074290342,7.217455379,4.418065402,3.730454847,3.644760383,8.054026683,0,0,6.016303394,2.609276681,7.796469774,7.534452931,7.178019643,7.731747782,4.96427312,1.136919471,7.732124149,7.457237614,8.145856433,2.204129495,0,6.853929977,8.737459023,8.481772162,7.835290575,2.843097564,0,7.749600074,5.952632939,7.457699992,8.307156846,7.132457094,8.48093909,4.23858153,0.688994117,6.927782405,3.799587229,6.670469072,8.821957925,8.552007762,5.982689744,7.921201653,8.475169098
VAMP7,4.034386555,0,8.196154687,0,2.012136743,0,3.928359246,0,3.421569948,7.756279728,3.693586382,6.473615865,0.96071141,3.475582728,0,0,0,0,0,0,7.350164628,0,7.174417993,0,0,6.460583609,0,1.470113255,0,0,0.925403335,0,0,0.715011636,6.936507683,0.649311809,0,2.497947723,0,0,6.86164324,0,0,2.842174079,0.678424673,7.847268602,0.719834582,5.477055325,0,0,0.84504359,9.808231435,4.691636193,1.829660255,0,0,0,0.688994117,0,5.530972313,0,7.507749223,0,7.101505611,0,0
VASH2,6.048913601,2.248990492,0,1.123755766,6.504624321,3.258533455,4.617335755,5.359043072,3.33161962,2.754333657,4.589816837,5.559757962,7.206250099,6.32463072,4.992170302,2.421035442,5.179405786,6.83013732,6.27671603,6.726977481,5.126736231,7.432550421,1.957320383,3.294881095,3.120870067,4.354161182,5.323780732,1.470113255,0,6.787997658,7.506285226,5.967049161,7.904025146,0.715011636,8.543258764,8.044561347,6.027342765,1.733096786,0,4.536215164,4.622453728,8.078213831,3.361434609,3.879051965,5.858905307,2.91666072,4.48225295,5.329341233,6.161902254,3.738593208,5.202980109,0,6.283366108,4.757889579,8.231642918,4.644522307,4.439313438,7.704055317,5.056128138,4.910773663,7.250702744,6.466454779,0.714551015,4.213653339,2.184511887,0
VHL,3.842155023,6.580459571,5.523679006,4.342743411,5.545195467,5.94101989,6.704284872,7.887242639,5.414314341,4.1357058,4.916919171,3.607884993,4.295833714,7.059828978,6.419241679,5.521287135,4.616743797,3.087243267,4.669460784,7.084826726,4.765794365,6.184639218,5.686173773,4.470945854,7.273307051,5.169347244,3.577053131,6.853554216,4.188396787,5.550528499,5.122940097,6.078382452,3.597313876,5.576333837,6.928454012,7.299756415,5.664407262,4.106378231,6.046570884,3.550863416,5.37267237,6.770333069,6.313051715,4.333737117,6.217654341,6.080845389,4.397985569,5.174648824,4.351341368,6.809891534,5.62528376,4.1970641,3.399245847,4.987358187,2.519413112,6.704390876,1.79684545,6.111819925,5.580544323,5.045322935,4.65852205,4.004926974,4.744804806,7.19717285,7.345971207,4.307274331
VIM,6.885406115,6.233689373,9.974514984,2.785692081,5.271239743,1.440430968,8.996282718,2.888847159,5.774964768,8.453060142,3.029105639,2.450997094,6.521079973,4.742532802,2.066598836,1.062735244,0.581198095,8.113298363,7.349107188,8.24981894,1.605998496,1.190124312,6.914816919,0,0,5.97867026,1.081172069,3.424572827,5.141823579,5.780610555,6.687353531,2.764132717,6.650887265,7.189609119,0.565785728,8.75772768,0,6.468463469,0,7.900645894,7.607831155,6.08748826,0,0.753319165,2.926816223,2.91666072,4.48225295,1.964479778,0,0,0,4.736384989,5.526487662,6.792399142,3.998140687,4.538098123,2.831050881,4.406077418,7.679666551,8.614621285,6.47758525,0.821240702,6.435471791,6.596170967,1.469075193,0
VPS13C,6.001525334,5.646077003,0,0,6.672439596,2.835153828,2.889669716,1.397107334,0,0,0.851080738,1.030349536,0,0,7.313491531,0,0.56193464,6.108354082,7.788285201,3.13783175,1.227906417,3.650896735,1.116216402,1.692850584,0,0.945817234,0,6.615002998,0.730941915,2.495289841,0,0,0,0,0.575116061,0,3.624538528,5.852822804,2.170373729,0.178654726,1.032475275,0.908841966,4.538890485,1.245698313,1.489120419,5.550184791,1.565786926,3.418875794,0.765450099,9.6679385,0,0,0.668738799,0,0,0,0.504575132,7.282840178,6.196341777,0,7.895191404,2.779674774,0,0,5.632176107,4.926533226
VPS54,1.677166089,7.038196507,5.834268035,0,0,0,0.575809162,6.312576188,5.668763458,0,5.35030766,0,0.96071141,5.689835591,0,0,0,1.591668244,1.314192708,0,0,4.142610501,0,3.496119219,6.56854763,0.945817234,0,3.538863228,3.416289543,0,0,5.426335643,0,0,0,5.976833325,0,2.497947723,0,0,0.779147916,6.985288232,0,7.513345708,5.339840823,0,0,0,6.043677234,0,0,0,2.491843366,5.180011094,0,0.917864406,2.625342304,5.532933203,1.623821462,0,0,0.821240702,0.714551015,7.489695306,8.592883013,0
VWA5A,0,0,0,2.785692081,0,0,2.677089933,0,0,0,2.716167704,0,0.96071141,0,1.04473905,0,1.315145077,6.648985677,0,1.162476288,0,0,6.957280352,0.794538618,0.823677927,2.713185166,0,5.95605796,0.910448543,5.582907999,0,0,0,7.406958099,0,0.649311809,0,4.85264199,0,0,0,0,0,3.737902784,0.678424673,3.817820388,0,0,0,0,0,0,0,0,4.641952224,7.750373879,0,0,0,0,0,0,5.074231172,0,6.363668908,0
WDFY1,4.184938266,4.725638712,6.107395501,1.747718472,7.045246621,5.029361712,8.025770372,1.379452322,2.627927313,0,6.415566593,6.655015731,6.226963907,5.58309162,0,7.692091399,2.312876965,3.708235079,1.990324268,1.797770922,5.880566397,3.916377692,7.937871523,1.679679491,0,0,4.795876131,2.657939314,0,0.833655107,6.441019238,6.698117875,8.425486883,6.178655798,6.317443805,7.162533536,5.941261694,7.276770294,1.136919471,4.57830492,6.588403411,6.797579212,0.599720979,6.42721953,6.836831109,5.077021488,1.843168923,8.790128981,6.470196431,9.548013906,4.782273481,5.194309599,4.103276663,6.159974767,3.856134513,0,6.821277147,5.325920426,8.498691734,2.08106896,7.332763272,6.221731283,5.874981845,3.605338622,7.034572343,6.816759148
WDHD1,6.904148459,4.234894452,1.493184711,3.383093538,3.049822614,5.426045727,6.942864891,7.729931465,0,5.399257855,7.23507332,4.180076132,7.668896673,5.526603972,3.077405762,6.706590974,6.472297571,4.305260118,5.918034551,5.344445694,5.132071995,6.813909306,7.9640131,7.785434486,7.059884405,7.282520586,4.907352698,7.959196915,4.90822607,6.563490635,4.201266612,6.294375498,7.915465054,6.790457901,3.118209375,7.647609903,7.249033258,6.753854501,4.152794579,7.210352703,6.620467825,7.622957961,7.128958074,5.195924711,5.646911546,6.633205237,3.503215277,6.941508012,2.536857866,9.201209747,8.594020002,6.426017986,8.491927078,0,4.580053265,9.318557577,8.023593806,0,5.206050328,5.426455288,1.497128609,6.265678822,0,6.121428465,5.756311102,5.994103389
WDR12,8.68658598,8.021435596,6.384283588,7.258410116,6.107623931,7.007805873,6.423893859,7.815097528,8.6343339,8.673936028,7.156527211,7.893790189,5.071563979,6.051910885,7.753047039,3.814207682,7.329710064,7.965520928,7.590833222,6.001630617,1.240441988,8.29931055,5.238914935,8.64348528,0,2.234231205,8.570996631,9.435369023,7.191196605,7.378537032,4.633965932,8.368503554,6.740003693,5.996990936,7.790568682,8.731478211,7.249033258,6.279943201,8.299971303,7.72740855,8.216855288,7.251821792,4.399274649,6.216577462,8.031052257,8.143084313,8.489583966,8.12000389,3.739636737,3.494824953,2.881772701,7.183036301,6.366583736,5.007433661,8.700194098,3.306432144,6.967877125,1.504100302,8.496801394,0,9.591406779,8.002173582,1.547409031,5.109028643,8.883529946,6.964360537
WDR3,7.490596113,0,2.670208935,6.820406868,2.94004319,0,7.211001173,0,6.067434473,4.116712924,1.149074591,5.169879071,5.625658908,6.185613151,5.545619593,3.697970557,0,5.522897286,6.069425069,1.797770922,7.113004573,7.432550421,0.783121386,7.944451695,4.143744561,0,7.275883199,3.922530059,6.475133204,4.467231342,5.098725413,1.962251918,5.628818322,4.822836649,2.536533984,3.926995326,6.576640645,7.382041739,4.497993132,7.093106458,3.937564737,6.369918099,5.784489911,0,5.813422018,4.765739123,7.817026064,7.137947638,6.842836644,0,1.477032039,0,5.291159168,0,0,3.170541787,0,5.115563912,8.902924462,7.96464624,6.624122798,0.821240702,7.368946994,6.522955003,4.686960551,0.623816586
WDR35,3.899943115,0,4.924188538,0,5.271239743,2.618722097,0,4.218676914,2.468244781,0,4.850811779,6.119115324,4.508694594,2.705335108,0,3.432958517,4.15923357,3.282029354,2.448873049,0,0,2.276547909,3.562273039,5.732027722,0.823677927,0,4.054897052,0,5.431938888,2.859484413,0.535662391,0,0,0,0,8.042261138,5.129333404,7.227050304,2.200795799,0.760290405,4.066483102,3.389699787,5.042480361,5.112602568,3.322774593,4.765739123,1.197856814,4.202912669,7.329833794,1.611002188,4.385981468,0,0,6.738196175,0,0,0,1.153363174,4.098853101,7.286307251,0,1.34133098,7.536053404,0,0,0
WDR5,4.695468845,6.874778943,0,7.082442288,2.691718587,8.460998559,4.143838205,6.28320694,2.288662638,2.884795258,1.373946352,1.992270239,4.172555437,5.053641893,6.982231482,5.878500965,2.897082635,1.591668244,1.691510582,4.75524409,3.086596934,4.142610501,3.647729034,6.656711876,0,0,2.120107302,6.055415793,0,0,4.438422478,5.16028973,6.059354208,1.834300969,3.646697527,4.850628066,2.256380766,5.472127724,6.75564205,6.454980988,6.167831236,4.08823794,3.208950318,5.88951383,3.888402264,2.91666072,3.584828333,0.569283601,3.662775663,0,3.861699678,3.789517315,3.090101976,6.473721242,3.521751177,6.85451722,0.556263231,0,5.304336016,3.799587229,3.717212723,3.11590698,3.407976294,3.941323356,0,2.680203488
WLS,5.603571408,3.914146302,7.20707235,5.787647244,6.615906907,4.372340751,6.77990353,6.8292323,6.345383615,7.118295563,4.76894976,7.609956864,6.491040508,7.345627736,4.892430653,6.564444948,6.033243529,5.192993199,4.291522032,8.394987048,6.670167177,7.90312889,6.191503521,6.667176742,7.016103817,7.421521849,6.884527066,7.511513364,4.775519098,7.61874317,6.992538756,8.509886961,6.288495114,8.32402405,3.899717967,7.306092252,3.624538528,7.157738954,7.058378897,7.55715363,8.555447403,6.727223156,6.643149012,7.715032463,7.04707519,6.456153385,4.961154804,3.862552992,7.618828642,3.204541177,7.500162823,7.496586649,6.754249473,2.933910093,6.766219181,8.517670135,0,7.434410164,7.623657365,7.920689126,9.078591758,7.347008377,8.398816122,7.656447685,8.0079551,4.693962468
WNT5A,2.221357156,7.128041151,1.223194084,7.576225687,6.831080037,6.379775601,4.085009034,5.662563616,1.557294826,2.451595468,0,4.180076132,7.528073205,2.485876188,0,3.432958517,3.449796985,3.553509047,0.801833881,0,0,5.392838382,7.895348552,4.571082127,0,0,0,3.534461297,3.99581974,3.141097398,7.080904971,0,5.609726362,1.190926381,1.287224232,3.979926209,2.256380766,4.402234831,8.321815966,5.009992927,0,7.75157507,0.599720979,6.344546685,6.027726161,2.91666072,6.805830159,8.150757621,1.612838509,3.73637084,8.211220011,0.849397268,8.732552073,2.023411598,0,7.222007804,4.126472904,0.688994117,3.753970094,6.03615431,2.393198636,3.350935435,3.648178262,6.121428465,6.234091925,0.623816586
WWP1,5.581667129,4.0012622,0,0,6.934961708,6.928824606,3.781710479,5.114184308,0,0,0.844701216,4.59002411,5.921602266,1.506245367,1.04473905,2.688055165,8.584896316,4.152438084,1.314192708,9.688536886,7.301144434,4.338129176,6.219685563,4.925092847,0.823677927,7.299670885,5.197870746,4.355777494,0,5.875927043,6.484987037,3.810971394,0,4.245031686,0,7.348725129,2.256380766,5.446723326,6.932038298,2.368206604,5.335798899,7.051270644,6.47795914,8.734744846,6.470164704,4.765739123,6.308997421,7.877721233,3.310383374,10.84872858,5.002542391,3.703346643,5.085460974,0,1.320738411,0.917864406,0.556263231,0,0,3.025199901,5.701675712,4.33436246,4.908315377,6.816431561,7.618331251,7.040022969
WWTR1,6.36775749,7.796040401,0,0,1.442081654,0,6.618517055,8.240806734,4.650351816,0,0.831856913,0,5.544329603,4.9006903,2.162206069,5.113736584,2.66401423,5.626318199,4.831896626,4.638153336,1.753225313,6.001947604,6.034729206,2.205971437,1.82403901,0,1.140788207,3.393312339,1.140839386,6.424839421,5.226535243,7.171474941,8.085894695,4.264905265,3.34716908,4.195328142,0,4.458227275,2.42994823,1.473116058,5.323983237,4.75298652,4.453904945,1.893455207,1.743096944,7.999794259,1.549935104,5.39118508,2.009361275,2.287847222,4.152703031,7.431407056,5.456224761,8.403925706,8.23723984,0,6.448460094,4.603175088,2.543499594,4.360982023,1.484653372,2.465937062,1.128160759,4.653094348,2.742952338,4.047064414
XRCC5,9.093065033,9.768215257,9.793084893,10.25831768,9.479710395,10.29520707,9.406000119,10.12499658,9.606371633,9.521114698,10.23720093,8.83157006,9.633927232,9.743024258,9.522866345,9.415012569,9.289882709,10.82350196,9.207067364,9.775033022,10.2908049,10.13422289,10.49663745,10.10211206,10.02510551,9.018801825,9.271491284,9.740222844,10.10501816,10.17687273,9.230533392,9.331293669,9.630652998,10.18824383,10.09475348,9.347595486,8.953924854,9.76030754,8.125183062,9.501173002,9.623385332,9.212710435,10.24545791,10.2607654,9.461775931,9.746700219,9.897916281,10.22477912,9.835702623,10.26887387,9.17175398,10.03797788,9.339844449,10.30201535,10.05601023,10.44692662,9.730876912,8.900720453,9.578346052,8.793360219,9.772013004,9.300667501,9.725694533,9.988685363,10.02567037,8.862971905
XRCC6,7.607941638,9.35956275,9.242000849,9.092124179,8.529867053,9.204333308,8.246645784,8.320671772,9.110656135,9.088654348,8.378889966,8.916083242,8.09053227,9.404572251,8.024421278,9.758589063,8.986542221,8.956835498,9.267876178,9.018636013,8.410725048,9.863818237,8.438825203,9.279548497,8.306809366,8.941923775,8.81267773,9.660060146,9.946589812,9.1749885,9.005062826,7.237488123,8.298161432,9.369018338,8.208737583,8.472277792,8.649108278,8.641226472,7.96118159,9.849999416,7.782505344,7.258652945,8.97595646,8.040159884,7.370750262,8.692478436,8.868867094,8.137484152,6.844388139,7.813497238,9.124947889,8.182051835,8.37868947,9.528661636,6.663372119,7.504074116,8.349249189,8.808197736,8.232632144,8.451088513,6.477388504,8.318650463,8.24268835,8.278856388,8.062894523,8.699549993
XRN1,0,0.954847907,0,0,1.146340359,0.932386434,1.336566805,0,2.468244781,2.067984588,1.373946352,4.279126137,1.002195229,4.975609495,0,0,0.581198095,4.93286611,6.584675202,1.146423749,6.156149581,2.280359323,0,6.094059709,1.723356707,0,0,1.470113255,0,0.864972247,5.733826739,0,1.178070339,0,0.570458437,3.760901628,0,2.847679726,1.754561266,7.556728372,1.654596393,2.69702011,1.090025071,5.833890085,0.678424673,6.971179146,2.291279077,6.435831434,1.609598208,2.840749002,0,0.849397268,0.668738799,7.792773788,4.126176044,4.704801454,0.583695205,0.688994117,4.378074096,5.628426335,0.684909474,4.675209898,3.587932126,0,1.061840392,0
YAF2,7.195475312,6.741831284,2.738157905,3.768558998,5.528793123,3.739640645,6.267523773,5.749746436,4.749902391,3.851615683,6.135746256,4.691215505,3.299774911,3.455146837,4.213348632,2.444312881,2.105667083,1.467585311,3.94606569,5.978015062,4.709799918,4.90715097,1.951954456,2.500004815,4.017750025,3.890384098,4.108138179,4.806855206,2.80171458,3.469191823,2.697153805,5.798398933,4.182326556,3.993459033,2.534143931,3.266476111,4.010032738,3.294179676,5.758743824,3.253100999,4.790156735,4.821748645,3.203310111,3.219886407,1.8598558,3.817820388,4.253761614,1.332902595,6.23679616,5.717898296,2.127114692,3.815217823,3.950355276,3.000816878,3.521751177,5.705429595,2.652583101,3.949822146,2.809722082,6.106849796,2.343977231,2.806809176,3.869936978,3.02948776,5.207943713,2.477935339
YBX1,9.356459113,9.077474637,10.09472205,8.712846892,9.251726128,9.330372918,9.573585615,9.720230617,9.069561288,9.338267911,9.175080569,9.57589029,9.512755192,9.246720463,8.505777038,9.29987251,9.023043907,9.126355554,9.214740182,9.21176436,9.402806778,9.180752726,9.446585506,8.388911788,8.791686039,9.456904814,9.625413443,8.572061879,9.859590418,8.704345239,9.583431165,9.303057965,9.44933588,8.722703678,8.745806509,9.740834715,8.863205562,9.278171727,9.002870629,10.21618853,9.395254381,9.429381025,9.799552366,8.705731581,9.061094257,9.690733778,9.178445514,9.833714985,9.539609232,10.05857813,9.785584711,9.645658828,9.105228461,9.501096405,8.668677767,9.505516311,8.772962354,9.452862889,8.881781674,9.263214708,9.182992234,9.687685915,8.807813353,9.471130898,9.788063952,9.070933055
YPEL5,8.431923753,3.722343451,0,0,7.095205637,0,8.172180212,1.379452322,6.635842688,5.671952909,0.844701216,5.285946367,4.678241189,6.636295921,6.276785265,0,6.313719569,0,6.975786191,0,7.579145226,8.600117419,7.622573235,0.794538618,0,5.476872483,0,3.014666949,7.370606961,5.840917166,6.299137308,0,0.711712588,6.354532445,5.849569637,7.99434445,7.923544218,7.196283009,3.034683612,7.92979716,6.522728388,5.826180075,3.848098065,1.612116365,5.365490134,0,7.232633854,8.307016101,0,1.611002188,5.351061166,0,6.937564385,0,5.31999436,0.917864406,8.227587142,0,4.78367998,4.10064388,8.721330158,0.821240702,7.238285809,0,4.153822789,3.495436744
ZBTB10,6.242825596,0,3.370500749,2.181867712,5.442050736,2.146667784,4.880184276,2.071553912,5.981315548,4.084491697,0.844701216,0,2.739333202,5.4975085,0,1.668017568,2.797655105,0,6.975871386,5.728283769,2.347134731,0,0,4.778356451,0,0,0,2.182969633,0,0,7.251982505,0,0,0,6.051178696,0,2.256380766,7.248747529,5.541210096,5.02452006,6.511448148,7.10196643,0.599720979,2.239755244,0,6.314906037,6.14760533,1.964479778,4.761066412,0,4.582428186,0,1.95999314,0,4.641952224,0.917864406,7.537932842,5.037042712,7.384068592,0,0,5.53133678,3.648178262,5.296438905,0,0.623816586
