X,H9_72h_001,H9_72h_002,H9_72h_003,H9_72h_004,H9_72h_005,H9_72h_006,H9_72h_007,H9_72h_008,H9_72h_009,H9_72h_010,H9_72h_011,H9_72h_012,H9_72h_013,H9_72h_014,H9_72h_015,H9_72h_016,H9_72h_017,H9_72h_018,H9_72h_019,H9_72h_020,H9_72h_021,H9_72h_022,H9_72h_023,H9_72h_024,H9_72h_025,H9_72h_026,H9_72h_027,H9_72h_028,H9_72h_029,H9_72h_030,H9_72h_031,H9_72h_032,H9_72h_033,H9_72h_034,H9_72h_035,H9_72h_036,H9_72h_037,H9_72h_038,H9_72h_039,H9_72h_040,H9_72h_041,H9_72h_042,H9_72h_043,H9_72h_044,H9_72h_045,H9_72h_046,H9_72h_047,H9_72h_048,H9_72h_049,H9_72h_050,H9_72h_051,H9_72h_052,H9_72h_053,H9_72h_054,H9_72h_055,H9_72h_056,H9_72h_057,H9_72h_058,H9_72h_059,H9_72h_060,H9_72h_061,H9_72h_062,H9_72h_063,H9_72h_064,H9_72h_065,H9_72h_066,H9_72h_067,H9_72h_068,H9_72h_069,H9_72h_070,H9_72h_071,H9_72h_072,H9_72h_073,H9_72h_074,H9_72h_075,H9_72h_077,H9_72h_078,H9_72h_079,H9_72h_080,H9_72h_081,H9_72h_082,H9_72h_083,H9_72h_084,H9_72h_085,H9_72h_086,H9_72h_087,H9_72h_088,H9_72h_089,H9_72h_090,H9_72h_091,H9_72h_092,H9_72h_093,H9_72h_094,H9_72h_095,H9_72h_096,H9_72h_097,H9_72h_098,H9_72h_099,H9_72h_100,H9_72h_101,H9_72h_102,H9_72h_103,H9_72h_104,H9_72h_105,H9_72h_106,H9_72h_107,H9_72h_108,H9_72h_109,H9_72h_110,H9_72h_111,H9_72h_112,H9_72h_113,H9_72h_114,H9_72h_115,H9_72h_116,H9_72h_117,H9_72h_118,H9_72h_119,H9_72h_120,H9_72h_121,H9_72h_122,H9_72h_123,H9_72h_124,H9_72h_125,H9_72h_126,H9_72h_127,H9_72h_128,H9_72h_129,H9_72h_130,H9_72h_131,H9_72h_132,H9_72h_133,H9_72h_134,H9_72h_135,H9_72h_137,H9_72h_138,H9_72h_139,H9_72h_140
APC,6.417082708,7.379872796,7.9825588,4.169561428,5.869277589,7.733499275,7.960080081,6.756216917,5.992822634,7.84807999,8.744162726,4.197871887,4.409545239,6.882817442,8.223616558,7.797348542,6.703978722,6.616523892,6.871472961,9.498474395,6.68908377,7.681020209,4.712073912,4.884219228,9.811333437,8.434925046,7.984141537,2.890240694,7.947399796,8.362587983,7.251760896,3.635676428,9.193083176,6.917929326,6.893708193,7.216783586,8.587259528,7.814386564,8.332837729,6.094619546,6.127684213,7.907297655,6.516803565,5.355702959,7.046786907,8.013540389,8.610983035,2.132386911,8.566580402,7.469956106,6.536547156,6.654647917,6.464652074,9.25970352,7.000507357,5.806404684,3.837324246,7.251173789,9.226480899,5.838701222,8.717827691,9.015224836,8.006126645,7.558629856,4.832832867,7.904422708,4.504844239,7.663426246,7.747025844,7.736269823,7.646701061,7.626243537,8.45357277,4.151127991,9.232553312,4.293194065,8.089977035,8.083643852,7.462819719,8.203160981,8.509473666,4.423083207,7.819674271,8.845041168,7.378811491,5.651742331,5.459178797,7.447457229,7.039214399,7.278229719,7.397688576,6.022655432,6.717000131,8.635589913,7.264560177,5.380795823,7.117178267,6.600481116,0,3.990834742,7.166564487,9.083579091,8.00942144,6.491189753,7.115890255,7.771628294,7.455620051,5.843055905,5.472847461,7.41536796,8.271179147,6.765623361,7.851867368,3.548151149,8.485265541,5.473311969,7.278619212,7.784776087,4.923404586,6.73791898,5.974901142,7.457393295,7.40498944,7.09312168,7.421555476,8.238519562,7.157778152,7.602422768,8.078626145,4.216439919,4.28790318,5.605559314,8.388320339,6.950016567,7.306890323,7.602407064,7.765728317,7.961900798
APEX1,6.65955488,6.439229682,7.812700677,7.999578219,6.935292095,7.465137647,7.761576716,6.668060951,7.677334796,5.759562293,8.18129628,7.579433506,7.36089668,7.108268529,7.930414248,5.703329054,7.269152836,6.977125862,5.948878793,7.06210428,2.610990481,2.985987908,6.838539958,6.265683852,7.888874118,7.128896223,8.401397576,7.699396211,5.887551653,6.947443934,7.508503107,6.880601461,8.095260063,7.691430184,7.254979906,5.88767338,7.96472002,6.837507074,8.382056724,7.717652467,6.61473918,7.937651268,6.758818927,6.619236591,7.059402242,8.275644015,7.094800056,6.381184494,6.373845343,4.648646316,7.967112968,8.206095043,7.122565032,6.234370014,8.182747343,8.797712921,8.120352244,8.026190396,8.021427139,6.805995966,8.095497569,7.866428742,6.990592995,7.934813308,7.075827239,8.02368729,6.592389736,8.307454998,8.143953293,6.819117696,6.947674999,6.917424483,7.966683476,6.968415768,7.228529887,7.833587452,6.474088754,6.759846626,8.587416013,8.072445083,6.922223225,6.818747874,5.209381305,8.247669298,6.683779276,7.950573422,6.550773677,6.85776738,7.134721875,8.539823495,6.744064011,7.725610508,8.080238566,7.840997689,6.162726313,7.02129409,7.536992907,6.804948325,8.165272447,7.782785091,7.682712673,8.167652754,8.109134458,7.819572018,6.883342183,6.703908892,7.621145322,7.028106665,7.210097342,7.01782707,6.22643437,7.768395255,7.259671467,8.416034143,7.817791081,7.108074267,6.161017067,7.278072625,6.496845802,6.624516716,7.251791491,7.48097552,7.56098099,7.176995183,7.98361147,7.96552118,7.405533011,6.256710861,6.766801582,8.416884222,6.711349888,6.504140077,7.18978329,6.935185449,7.580564207,5.77358387,7.096303245,6.880932941
APOBEC3C,0,8.300782649,7.520417698,4.648026802,8.300211704,8.234427318,6.328125964,6.97113358,6.032095072,7.891742244,7.156132732,7.12612367,3.581233002,5.644344642,6.320985766,5.2974917,5.697044135,6.830941474,6.648510018,2.990164131,6.412783306,5.817147719,7.879410575,6.571934044,7.774976058,7.256521904,5.592423032,6.569799568,7.439017341,6.860380816,6.816631358,5.738003658,7.464542927,7.580940023,7.01712772,5.731704973,7.190588985,8.532939895,7.055527988,7.890611268,7.779398962,6.366369616,7.332266399,6.913310331,4.845079024,8.140291185,6.654416471,7.962479103,6.045287265,6.60413675,7.902509496,7.505021747,7.26104821,7.923548562,6.059800882,4.379085817,7.435766683,8.108413822,7.240469435,6.069215325,7.781972884,7.86174773,7.491905025,8.389813675,7.096266779,6.886805477,6.559238534,8.802252303,7.876180807,8.019961197,7.386677442,6.293035984,5.599564044,8.171515822,7.83361244,0,7.353383641,7.180816304,7.119605251,7.002345597,6.469790363,7.577875563,6.275632392,7.390263401,7.046951216,5.680398617,3.599649809,8.005371698,5.523853158,0,5.274694164,4.038518945,6.476897147,6.768234948,7.006508856,7.143374452,6.469934728,6.818420592,4.00413286,6.612006888,3.240338102,6.351759767,7.22936881,7.384321691,6.616711454,4.637618299,6.493289607,7.371311547,7.470642446,6.561374145,1.33423064,7.966263674,8.133980746,4.770876219,8.229152512,7.189566985,7.863225334,7.319767044,8.228652978,7.528649086,5.930315988,6.765604627,6.931003887,6.938692293,7.455126382,6.604361057,6.853249708,7.180956091,4.626398354,5.922707569,6.742148987,7.048764849,6.300104668,6.722825938,6.210463772,3.266544525,6.990641561,7.079411897
AR,0,0,0.93069995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.307817902,0,0,0,0.849392971,2.161788221,0,0,0,0,0,0,0,0,0,0,0,0,3.503102391,4.072772267,0,0,0,0,0,0,0,5.141882813,0,0,0,0,0,0,0,0,1.920804754,0,0,0,2.265335318,0,0,0,1.766198708,0,0,0,0,0,0,6.522746228,0,0,0,3.355059404,0,0,0,0,0,0,0,0,0,0,0,0,2.769636345,2.575971697,0,2.436988526,2.273935733,0,0,0,0,0,0,0,0,0,3.501444041,0,0,0,0,0,0,0,0,0,0,0,0.920189758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.266463216,4.277195381,0,4.774642135,0
ARFGAP3,0,4.139969159,7.242500565,7.623135657,7.164162549,5.061694847,4.135735281,6.641851436,7.068241767,5.227395919,6.921180615,8.330977491,4.624685125,3.797634041,5.646867802,9.023920206,6.511161845,7.322964996,7.618431886,8.028046173,0,7.443498199,6.907487557,7.616082021,6.007818063,8.285340457,7.441971225,8.201701303,7.265722169,7.677758249,4.274580375,6.120517208,4.966933044,5.694037996,6.840602351,7.930136723,8.311398198,7.663095438,4.901246513,8.420713229,7.394040785,6.632437,7.025446611,6.557820545,7.799573914,6.225436722,7.124953808,4.975437812,7.086233699,6.743991526,6.820208362,5.579536393,6.894058177,5.233918422,5.359635061,8.51280142,6.401928079,0,4.816759166,6.732041605,1.051657266,6.332232853,7.13740779,3.933452778,7.374980563,7.110809307,7.279025901,5.113613481,7.277254381,5.259484748,8.451030377,5.478283478,6.323508093,0.817325479,1.941904411,7.804900515,6.790234849,6.603840584,5.81746557,0,6.847311586,5.091071463,6.675883695,7.349088047,4.964566231,7.668782859,7.879393313,3.960070269,6.098325411,7.650499294,7.374985118,1.73454445,7.094318475,8.636851701,5.073467019,5.927136828,6.710306668,7.366354757,5.105817792,6.524306098,5.456124575,5.523718376,7.69712004,5.39877323,7.660015346,7.955371338,7.1010908,5.595465545,7.900218775,6.947994266,6.988757178,6.7935636,6.95408652,7.173466793,5.701865596,5.852673709,6.23159444,7.706812695,7.558843139,7.453265418,6.775530309,7.375879885,7.677876888,7.442891903,6.940921034,3.821289086,6.140751466,7.864219369,5.744898118,7.372469497,4.718612169,6.04037922,4.728968884,6.19851296,0,6.830092426,8.157061682,6.880932941
ARID3A,5.14597673,3.409792188,2.876449012,2.52575069,2.901862826,2.581188684,1.86890429,2.479464571,3.14327897,0,3.443898486,1.960516815,2.158304943,1.840441889,3.612956,3.25056363,1.666210552,3.504519261,0,2.166803257,5.387977233,0,3.000526743,0.721119021,4.73028412,1.616525407,4.49891123,0.849392971,2.4177484,0.87852911,3.791604957,0,1.329838106,3.409899955,2.412011763,2.453488766,2.14820803,3.680805568,0.949875004,2.582077116,2.610078265,2.285927097,4.407650184,3.20074853,3.78382768,2.771514058,1.958692063,2.957700221,1.531430383,0.973299584,3.471226167,1.158401776,3.332293294,5.531452344,2.749051231,4.350408906,4.177289023,1.443500612,4.690381657,0,2.894809646,0.844574165,2.638625847,4.516901019,1.761798502,4.373472967,3.73320927,3.40684418,2.053755389,0,3.408758749,4.417401414,5.023083916,2.017403513,3.251927285,4.551825895,0,0.945322762,2.027661992,2.27237858,1.788576059,0.679467215,4.06601955,4.978625857,2.529109202,4.164943806,2.630894176,2.549524375,3.858258141,2.746761467,2.64748905,5.019014377,3.831262363,4.145985111,2.654921809,3.116500254,2.395828268,3.406512392,0.738730396,4.324608828,1.582707355,1.700550417,3.492153019,2.571095162,0.777167943,0,2.714330916,3.225893383,4.828827035,2.425958707,2.429932516,3.448290163,3.365607722,4.825021013,1.015089584,5.360538431,3.401497276,1.477536604,2.883509115,1.686942916,2.265736157,4.122103271,3.492740173,3.935708206,3.214941059,1.627882222,2.856476776,0,4.516073266,3.034890114,1.160654905,2.724783609,2.495660977,1.183260359,0.728367994,0,5.273316075,0
ARID4B,10.70027767,6.05842801,7.600066978,6.607836836,8.079359042,9.496816112,7.874529275,6.064094418,6.981450664,9.019810233,7.740843461,7.567660501,8.60744384,7.484642423,9.489949037,7.954218756,7.53739606,4.38559091,7.449431454,3.281799606,9.886012773,6.78041924,8.124493591,6.636922585,7.506586412,8.336959957,7.525362714,8.792991803,5.929280387,7.712777886,7.958529553,6.03927427,6.656884549,7.869490051,7.764155077,6.570068341,7.701125705,7.545559254,4.759568553,7.05725875,5.342220568,6.140560362,7.735869291,6.965087407,5.765975687,5.958762291,8.794964755,9.565934943,6.748336849,6.105928083,7.512743274,6.99880474,6.156008467,9.240686935,7.051065078,5.660340687,7.441452402,8.862160066,5.520775281,9.566266385,8.577959125,8.797726112,7.663749903,7.8891998,6.576713258,8.550295654,7.724678693,7.778355953,6.373655348,7.41620607,8.151589411,7.605374747,3.932765877,6.771137468,8.836468965,8.680617103,5.005155077,6.843622319,4.842823891,5.737675841,5.904222765,7.934439953,8.04568588,9.569067914,9.330132041,3.816438175,7.63866018,4.550124038,7.570151715,2.746761467,8.580324359,8.006046163,8.310113926,9.064798796,7.264560177,9.182498041,6.28040423,6.958519879,0,7.463306095,7.496480563,7.004098135,4.436441294,8.006699841,8.061881327,8.720793239,6.096979114,6.35309227,0,7.422742091,5.706013631,6.891616596,5.281490173,8.423086735,6.83711258,8.587639793,8.456938639,6.407390703,7.181650087,7.871084627,5.060759828,7.549493968,7.668462382,5.13150278,7.218693301,7.74148879,7.760289042,4.797937696,7.37054941,8.847789012,0.694028309,3.235101513,8.176470864,7.320680965,8.295889965,8.461741658,7.765103806,8.106544596
ARNT2,0,0,6.049771092,0.748305427,0,2.581188684,0,0,0,0,0,0,0,0,0.767396163,0,0,0,0,0,0,0,0,0,1.015596115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.332359221,0,0,0,0,4.352438717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.670928463,0,0,0,0,0,0,0,0,0,0,0,0,1.373351549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.439131465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974880193,0,0,0,0,0,0,0,0,0,0,4.007156532,5.623339317,0,0,4.960683813,0
ASB4,7.346476476,4.174645034,3.772802485,2.697359253,3.355215261,5.214276379,3.028902707,3.910919036,2.719281788,4.813493039,3.30524055,3.750322367,3.309433963,3.715918619,1.632064596,6.654470694,4.228746749,2.536162009,3.650127175,3.687551276,7.723469728,4.152791097,3.100500197,3.293677853,4.797022848,3.626979738,2.647148823,2.540640683,4.047178106,2.000659772,2.901676141,4.266698666,1.329838106,3.203310371,3.656277338,5.032696225,3.871515752,3.973715998,4.207070884,3.922764359,4.639892727,4.230245076,1.960869368,4.003300291,3.816300093,3.178346047,5.11894651,3.473545699,3.387668577,2.284682805,3.991260559,2.827594652,3.808089505,2.988899467,4.471552696,1.581958814,4.199827932,5.00886214,3.990194247,3.760488976,3.586574772,1.732722936,3.947439414,2.285193734,4.702431965,4.121180575,3.538570065,4.464258787,3.112789064,5.69595419,4.197146584,2.898456613,2.985802237,3.089949503,5.523274543,3.632354689,4.358172685,3.629457504,3.478360755,0,3.674739254,2.433849544,5.844789883,3.529119467,4.401799731,4.233270986,3.837629499,2.132890235,0,6.849591831,3.994326297,2.110040853,2.842037683,2.977534063,4.380162024,5.499328517,3.06847112,4.622940664,3.055829249,3.657750599,5.313570758,3.283694899,4.543441488,3.524975159,4.628760215,3.64330318,3.829729201,3.034415028,1.470865037,4.265961589,3.405527514,4.348857922,3.481770639,4.245253692,3.545963046,6.76856765,3.950297224,2.618242809,4.58904519,3.363114991,2.542977174,3.28213149,3.523057798,0.840000146,3.190833381,4.709496521,2.809534327,3.646069449,2.480240114,4.47428673,2.682136658,5.646532667,5.374039081,4.076684438,3.697418581,4.976412182,3.090191418,6.669065282
ASB9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.447677198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.535616886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.831262363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906715136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASH2L,0,6.202560743,8.823956419,1.895021153,7.65600398,8.316284972,4.189158742,0,5.682847983,7.621969936,8.154254515,6.961465423,0,2.406535316,5.939902489,0,7.328892032,8.734069268,6.488722038,2.166803257,0,5.154347577,6.820775613,6.570261378,0,6.929339511,6.251794968,6.299556758,7.470944232,7.865822808,6.497039696,5.379815415,6.895691393,4.94305813,6.856063848,3.739588705,3.794195623,5.517870494,8.777783966,6.774645568,5.899942522,6.809082367,6.431190093,6.243621457,6.689136066,7.746193055,7.444813234,6.493825553,3.098098146,6.516529321,2.332312378,4.534671926,6.554421154,5.597148031,7.709484018,8.24714927,7.687238203,0,6.730461114,6.069615723,5.687904445,7.003574583,4.646505921,6.269654646,6.558528488,5.496717467,5.730326216,7.602335072,4.024434652,4.669118814,6.20143542,4.283446991,2.796273948,9.063514033,6.714349387,0,8.601310686,6.70969592,2.027661992,6.577469399,7.034535792,7.550268368,4.40932036,6.110698327,7.572096487,7.470119925,7.851901008,7.097226761,6.000293022,6.059376981,4.626200284,6.642833241,7.004238417,0.762128193,7.832765964,6.654587178,6.253787334,7.266059289,6.970157037,6.550021398,7.703715163,6.531539627,0,7.237694147,6.401055577,8.533860671,6.640118672,5.134236287,0.915283951,7.529056579,6.899208989,7.193743867,7.007243286,6.997532241,7.804674353,2.94126157,7.834261375,6.141686311,4.982822831,5.233645098,2.747064267,7.139493087,8.263164362,2.688991111,7.074116183,5.046827662,7.801240659,7.924792108,6.430622208,6.265961656,2.713728796,6.611512334,6.841428808,7.831969541,7.315422147,8.758957193,7.862438327,0
ASXL1,2.045422134,1.459713502,4.949750611,0.748305427,6.108023297,5.955545046,3.452472223,5.04606893,5.967239268,6.17805287,4.495769724,5.563803064,5.34005616,1.444029856,1.265670705,3.25056363,0,1.374168848,6.244053316,2.166803257,0,5.288163673,4.549012881,4.485374354,1.605720078,2.035460156,6.981167813,7.72695598,2.161788221,5.505906661,0,7.136394337,2.818641707,0,4.907862365,0,1.441687581,4.071971177,0,4.766171256,5.513237125,1.196769419,3.530051755,4.032490347,0,0,2.414309098,5.871232215,5.156366497,4.270767366,4.099671912,3.440527219,0,4.007562482,6.258147338,5.314605964,3.631656352,3.500649173,0,4.901518414,2.995287865,1.373770278,6.571265438,4.632145133,0,0,7.529481229,2.202369975,0,4.515310069,5.959315261,3.971234142,3.221106359,0.817325479,3.251927285,6.686640965,6.916369262,5.414571382,0,4.924691685,0,6.240161206,4.918791624,4.306504591,6.929489319,4.445428399,0.800756202,3.647225784,3.322196003,1.947121371,2.173289074,6.365612077,0,0,7.3054018,1.341736968,4.283336351,0,0,0,5.282105046,6.000157397,0,4.774025474,4.440514658,4.799351565,6.640118672,0,5.936495085,4.569495432,6.109038188,1.939985524,2.80391406,3.833716816,1.015089584,7.629971332,2.531945876,6.17770126,0,7.480418401,0.965137339,6.59383141,4.880676757,2.346663979,3.214941059,3.831918026,5.924791466,5.971390965,4.608214944,6.879367084,3.867054089,0,1.111008997,3.10858533,0,3.730670589,6.572686705,0
ATP11B,7.115089199,3.629763767,8.058082535,1.895021153,6.663024095,6.243457442,1.218021865,7.291076315,5.651064648,1.333019019,6.944202588,5.243104488,6.086799629,8.571314033,6.969109987,7.100956533,6.49404127,8.007542184,2.504559763,0,8.660456429,2.985987908,1.263385589,7.755343594,5.200097564,3.628185714,2.81780684,5.243370616,5.228213044,6.052994186,0.688680949,7.7004247,6.046382355,5.061240993,6.595610119,5.516453503,3.384065485,4.376640328,2.240870277,5.897461683,6.991008143,5.00063967,3.635890023,2.349698737,6.27875145,2.963402901,7.537405007,6.647838307,4.446120774,5.728453668,2.332312378,6.506895654,6.703144898,4.007562482,2.14849464,6.533021495,3.391715273,5.401739743,8.420170476,3.079821107,4.049853348,5.263016653,3.379799503,7.912072787,3.555868638,6.665833402,8.419828548,2.202369975,7.328005036,0,7.084115645,5.978477463,1.477124086,7.626666566,6.052434854,6.903169802,7.047960679,6.060025641,5.165011493,0,3.26176863,0,8.04568588,3.008136604,3.162465623,3.243208915,6.406801603,0.684191757,2.459675174,5.788289718,6.9628418,6.927384542,0,6.32822416,7.934950666,7.128024671,7.072185891,6.879256933,0,3.078838331,6.019035893,7.165065708,1.683802003,7.522592006,6.351473985,4.481454775,6.154442796,6.413736788,1.470865037,7.50146325,4.91923908,4.171695852,3.768868536,0,6.673582006,8.137476446,4.493506753,6.537816488,3.910228299,5.272689153,4.838711368,4.475118312,5.430303173,0,1.751555776,6.847672288,1.476928925,2.85533264,3.531469248,0,8.506388266,6.033908058,4.728968884,3.90494972,4.544112636,7.347668134,4.870659757,8.469650517
ATRX,12.95316498,9.33244242,9.386363316,9.612484026,9.689168146,10.43409644,10.54891783,8.396525182,8.834646379,10.31877582,10.63429292,10.53769414,10.14050025,8.982902836,8.776325676,11.10081048,10.56944949,10.52759417,9.991193617,10.34554585,12.26326238,10.4279506,9.776978391,10.3419861,11.6631749,8.733477207,9.780191517,7.896973621,9.989364113,9.185074731,9.418676653,10.51937914,9.01989475,8.663228883,9.266743353,10.8809542,9.946985465,10.60162465,10.57438164,8.431175094,8.943662556,10.42486986,9.835354071,9.017385434,9.400409335,9.341866065,10.76018235,10.07615116,10.37050407,8.721897114,10.07500278,8.929789724,9.001239024,9.860680794,9.461247472,9.008616015,9.374592143,10.70907272,10.70549618,7.846904197,9.750914258,10.3305573,10.66774659,9.359463389,9.918102448,10.07229003,9.985220573,9.998401384,9.327691349,9.770326598,10.26930593,9.186774178,9.298028802,9.601500982,11.00612192,8.489890944,11.0511514,10.6647602,10.09704968,7.743283196,9.102326947,10.42830136,12.35500789,8.842164934,11.7877286,10.39370018,10.52807656,6.069130045,9.793900647,12.57311917,10.65020466,10.4354833,10.80760606,10.50241557,11.46264372,11.89284452,10.42982734,9.992945535,8.189268181,10.34366088,10.05739611,10.43479583,10.50052513,9.609377505,9.852700898,9.111846509,10.13352608,8.996379147,8.664890544,10.36748673,10.18849808,10.19835868,10.00969293,9.915179952,9.462166888,12.01540546,8.933449432,9.45790392,8.830486165,10.16982808,8.752938248,9.396472375,10.35170236,8.498319122,9.613539953,11.01551292,8.087995576,7.643501517,7.030959522,10.13136138,9.705756642,11.31295192,11.39562197,9.049148087,9.739708417,10.14838654,9.656849141,11.54352753
BAMBI,9.417624585,0,5.415664967,6.204387007,3.526081419,2.581188684,2.315805602,5.233245242,6.775773006,4.146673539,2.199602517,1.960516815,6.481064273,0.895612073,1.635329273,0,1.666210552,0,0.831169433,2.166803257,0,2.157476546,4.632845924,7.230220664,3.487663965,0,0.898722159,1.767751394,6.121536772,4.841495018,2.223686671,0,0,5.13497222,3.072005681,2.947869206,4.694187747,1.213006622,0.949875004,6.309236565,3.114042475,0,0,0,7.640754763,3.661804629,6.790824344,2.73133632,5.819188109,4.754896202,4.260216565,4.189777322,1.093569032,3.796690946,3.171823019,1.054993178,4.452223814,4.435468649,3.213055123,1.517917623,0.619605369,0,2.862522557,4.885450449,2.223577466,5.639492752,1.290956022,2.202369975,4.448056683,0,0,0.559425052,1.130461849,0,4.807364523,5.761394362,0,1.511589118,6.206186761,0,3.858086037,0.679467215,2.954131805,0,3.778811786,0,7.223063337,5.946734483,3.858258141,1.947121371,1.861113315,7.618609381,6.783717779,0,5.49668669,0.821531816,6.357429554,0.798055082,3.846744825,0.870032628,4.751628936,4.988839546,5.214953921,2.758382266,4.65923703,4.240064949,6.657216076,0.76242039,0,0.906715136,7.261057576,4.194229679,2.112389642,7.724332615,3.196642778,4.609772513,1.134797935,2.85729416,4.420493963,5.052511046,4.181141398,5.160162143,0,5.186502498,1.751555776,0,0,4.662384583,5.991515203,6.633301232,4.532041039,7.379491202,2.495660977,3.10858533,5.669619786,0,5.587764135,5.388915311
BCL11A,11.78292107,0,8.408854979,0.748305427,3.883332906,8.264494704,2.315805602,0,1.083607184,5.339907797,7.354091784,4.635702951,0,8.008006764,6.045055465,3.25056363,0,6.921364795,2.827933577,7.842292141,0,0,0,0,8.930831633,6.438854916,3.134175741,4.599944804,8.650291711,3.095333593,0,1.182644864,2.009880756,4.340384154,0,1.083620263,0,8.710041611,0,7.583394669,0,6.594355815,7.385358603,7.142907052,0,6.969654929,0,0,0,0,5.990043696,1.158401776,2.468857598,2.081443658,4.271485138,0,5.99256637,5.975281736,7.862074628,0,0,0,6.97052812,7.805363931,3.401196928,6.718003084,9.275128349,2.536831308,5.158338571,8.219936537,2.169382231,2.520250757,7.679219103,9.126463399,1.941904411,0,0.83014472,3.803090095,4.282781676,1.18717441,2.227157634,7.347102791,5.118869142,2.510159589,6.302487885,0,7.07213278,0.684191757,5.781651975,1.947121371,5.401425344,0,2.107180007,9.146674712,4.528290644,0,0,6.923828371,5.785687652,0,0,0,7.762285394,2.571095162,8.084895144,3.211016984,3.829023488,0,3.015697698,0,5.488220064,0,3.166356542,4.692598306,5.88749159,3.462214621,0,6.027910881,0,2.937195868,2.265736157,4.950926395,0,5.737905123,4.5538852,0,4.794589224,5.376379715,6.494914197,6.777906116,0,0,3.655313573,5.440157796,6.947825364,0,6.110942702,6.95073926
BCL11B,0,3.28579973,0.93069995,0.748305427,3.883332906,0,4.385025789,1.50119036,1.695395629,2.474534559,7.753211488,4.794474477,0,7.078729636,0,9.750296337,5.116609176,4.593497988,0,6.699927225,0,0,4.263605036,0,8.469728825,4.56863538,3.711692502,0,6.60296635,8.02290303,7.326582338,0,4.012340408,6.000553116,2.842881038,1.083620263,0,0,0,1.804882089,0,4.153752954,2.839001096,3.20074853,6.570762195,0.979201184,5.803609089,2.73133632,0,6.634528831,6.351055258,2.231524733,4.875304696,0,2.975868322,5.314605964,0,7.129578108,1.750070108,6.485038042,7.704687951,3.693321844,0,5.630745717,3.227929199,0,7.944063526,0,5.266374331,1.193078592,6.332466123,6.262829417,0,0,0,7.007564727,4.859295185,0,3.032221195,1.203266686,5.962744161,3.140799358,0,6.799288444,2.063997939,0,3.686189396,0,6.644150886,0,7.264038889,0,3.831262363,4.088123302,0.913048637,6.46711781,3.251807425,3.680334267,1.224912906,0,3.996827693,6.016965714,3.501578866,0,5.430018938,6.768911695,6.27593296,0,0,0,0,2.738559458,7.650115706,0.87076758,3.835253996,0,4.568134462,5.67164421,1.82853875,5.732372948,0,0,2.14247177,0.749386549,1.751555776,0,0.919742664,2.85533264,3.329722731,0,0,0,3.188996827,3.10858533,3.949423346,0,1.527937172,0
BCLAF1,2.859150748,1.858301754,3.569783587,8.502487673,7.814800773,9.107917937,9.048380719,7.265555143,8.386072348,8.139905519,7.964928748,6.591506706,5.742588369,8.295471586,5.889526348,5.703329054,5.672350838,7.975866661,8.595009049,6.72394347,6.853635353,9.962701455,9.229866831,6.039744976,9.673255372,7.123561512,6.637250606,6.270034949,7.207558251,9.711944672,7.715674772,3.107612921,8.232937364,8.018210268,5.506414648,6.401891566,8.753658785,7.981719597,5.600417537,6.944932152,8.092021592,6.966439303,4.775030514,8.006037794,8.926672064,5.482584055,5.84042135,7.00514575,8.444972133,5.701999936,7.826692527,7.287662724,8.919130232,9.092127978,7.343243596,6.499045339,7.814400425,5.073657518,7.294689132,8.570698531,8.476272753,7.351644794,5.817885483,8.684896078,4.048135042,9.417561616,10.1355285,8.004314219,7.765555422,6.785865731,6.348038834,7.262334872,5.510908307,7.195426579,8.184292827,7.557189259,8.563249257,7.689911059,7.102584293,8.713822158,7.453569896,6.603592396,8.163575872,7.167284577,9.274633244,8.816377583,6.829428,0,9.249410636,12.30953833,7.987599654,9.529225255,9.442490385,3.830237253,8.608820959,7.465281715,8.831933504,8.518393406,8.703402931,6.4305117,6.840754868,7.750246392,9.029198566,8.927845184,8.922125724,9.007042581,7.305735113,5.960636941,7.526752315,4.767822115,8.328108523,8.948893142,5.777417678,7.511524868,8.99863046,8.626325111,8.48624541,8.775638091,8.35028003,8.319817878,6.215740726,8.545638291,7.999999975,8.098622855,7.263835908,4.40660711,7.668413929,6.870397802,7.584152105,8.983869175,8.071657012,8.938185222,7.987961548,8.525687352,7.124919235,9.376279638,7.033175397,5.962354923
