"Gene1","Gene2"
"MEIS1","HOXB2"
"MEIS1","NCOA6"
"MEIS1","MEIS2"
"MEIS1","EZH2"
"MEIS1","POLR2A"
"MEIS1","POLR2D"
"MEIS1","POLR2G"
"MEIS1","EZH2"
"MEIS1","HOXB4"
"MEIS1","HOXB2"
"MEIS1","ASH2L"
"MEIS1","POLR2K"
"MEIS1","LMX1B"
"MEIS1","WDR5"
"MEIS1","RBBP4"
"MEIS1","NCOA6"
"MEIS1","KDM6A"
"MEIS1","MLLT3"
"MEIS1","RARG"
"MEIS1","POLR2F"
"MEIS1","PBX1"
"MEIS1","POLR2H"
"MEIS1","MEIS2"
"MEIS1","POLR2A"
"MEIS2","HOXB7"
"MEIS2","TBX3"
"MEIS2","MEIS1"
"MEIS2","OTX2"
"MEIS2","LMX1B"
"MEIS2","PBX1"
"MEIS2","MEIS1"
"MEIS2","LMX1B"
"MEIS2","PBX1"
"MEIS2","HOXB7"
"MEIS2","OTX2"
"MEIS2","TBX3"
"MIF","TP53"
"MIF","TP53"
"MITF","LEF1"
"MITF","FOXD3"
"MITF","TFE3"
"MITF","LEF1"
"MITF","OTX2"
"MITF","CTNNB1"
"MITF","IL6ST"
"MITF","TFE3"
"MITF","OTX2"
"MITF","CTNNB1"
"MITF","FOXD3"
"MITF","IL6ST"
"MLLT3","SUPT16H"
"MLLT3","POLR2I"
"MLLT3","ELL2"
"MLLT3","AFF4"
"MLLT3","MEIS1"
"MLLT3","POLR2D"
"MLLT3","POLR2G"
"MLLT3","GTF2H2"
"MLLT3","POLR2K"
"MLLT3","MEIS1"
"MLLT3","POLR2G"
"MLLT3","SUPT16H"
"MLLT3","DEK"
"MLLT3","AFF4"
"MLLT3","POLR2D"
"MLLT3","GTF2H2"
"MLLT3","MLLT6"
"MLLT3","POLR2H"
"MLLT3","AFF1"
"MLLT3","POLR2I"
"MLLT3","POLR2F"
"MLLT3","POLR2K"
"MLLT3","ELL2"
"MLLT3","TCEA1"
"MLLT3","POLR2A"
"MLLT3","AFF1"
"MLLT3","DEK"
"MLLT3","POLR2F"
"MLLT3","POLR2H"
"MLLT3","TCEA1"
"MLLT3","MLLT6"
"MLLT3","POLR2A"
"MLLT6","MLLT3"
"MLLT6","MLLT3"
"MSX1","BMP4"
"MSX1","SOX2"
"MSX1","FOXD3"
"MSX1","BMP2"
"MSX1","BMP4"
"MSX1","FOXD3"
"MSX1","BMP2"
"MSX1","SOX2"
"MSX1","SNAI2"
"MSX1","SNAI2"
"MYBBP1A","UTP18"
"MYBBP1A","CEBPZ"
"MYBBP1A","WDR12"
"MYBBP1A","POLR1A"
"MYBBP1A","TP53"
"MYBBP1A","UTP15"
"MYBBP1A","WDR3"
"MYBBP1A","DDX54"
"MYBBP1A","POLR2K"
"MYBBP1A","PDCD11"
"MYBBP1A","NOC3L"
"MYBBP1A","POLR1C"
"MYBBP1A","TEX10"
"MYBBP1A","UTP15"
"MYBBP1A","POLR1B"
"MYBBP1A","POLR1A"
"MYBBP1A","WDR12"
"MYBBP1A","DEK"
"MYBBP1A","TP53"
"MYBBP1A","WDR3"
"MYBBP1A","PDCD11"
"MYBBP1A","DDX54"
"MYBBP1A","TEX10"
"MYBBP1A","POLR2H"
"MYBBP1A","NOC3L"
"MYBBP1A","POLR2F"
"MYBBP1A","POLR2K"
"MYBBP1A","POLR1C"
"MYBBP1A","UTP18"
"MYBBP1A","CEBPZ"
"MYBBP1A","DEK"
"MYBBP1A","POLR2F"
"MYBBP1A","POLR2H"
"MYBBP1A","POLR1B"
"MYBL2","CDCA8"
"MYBL2","NCAPG"
"MYBL2","RBBP4"
"MYBL2","CDC20"
"MYBL2","CCNA2"
"MYBL2","CCNB2"
"MYBL2","BUB1B"
"MYBL2","E2F4"
"MYBL2","TFDP1"
"MYBL2","PLK1"
"MYBL2","CCND1"
"MYBL2","E2F3"
"MYBL2","TFAP2A"
"MYBL2","ESPL1"
"MYBL2","NPM1"
"MYBL2","CCND1"
"MYBL2","NCAPG"
"MYBL2","ESPL1"
"MYBL2","E2F3"
"MYBL2","CCNA2"
"MYBL2","BUB1B"
"MYBL2","CCNB2"
"MYBL2","NPM1"
"MYBL2","PLK1"
"MYBL2","CDC20"
"MYBL2","CDCA8"
"MYBL2","RBBP4"
"MYBL2","TFDP1"
"MYBL2","E2F4"
"MYBL2","TFAP2A"
"MYCN","SIRT1"
"MYCN","POU5F1"
"MYCN","TP53"
"MYCN","PMAIP1"
"MYCN","SIRT1"
"MYCN","TP53"
"MYCN","POU5F1"
"MYCN","SOX2"
"MYCN","EZH2"
"MYCN","EZH2"
"MYCN","SOX2"
"MYCN","PMAIP1"
"MYOCD","SMAD2"
"MYOCD","ACTC1"
"MYOCD","GATA4"
"MYOCD","SMAD2"
"MYOCD","GATA4"
"MYOCD","ACTC1"
"NAA15","SSB"
"NAA15","SSB"
"NANOG","POLR2I"
"NANOG","ZIC3"
"NANOG","FOXD3"
"NANOG","KDR"
"NANOG","SNAI1"
"NANOG","SMAD2"
"NANOG","PBX1"
"NANOG","THY1"
"NANOG","POLR2H"
"NANOG","OTX2"
"NANOG","SOX3"
"NANOG","PROM1"
"NANOG","TBX3"
"NANOG","NR0B1"
"NANOG","DNMT3B"
"NANOG","CTNNB1"
"NANOG","GATA4"
"NANOG","POLR2G"
"NANOG","ZFP42"
"NANOG","BMP4"
"NANOG","TP53"
"NANOG","GATA6"
"NANOG","POLR2D"
"NANOG","POU5F1"
"NANOG","LIN28A"
"NANOG","KLF5"
"NANOG","SOX17"
"NANOG","SOX2"
"NANOG","TCF4"
"NANOG","POLR2I"
"NANOG","EOMES"
"NANOG","POLR2F"
"NANOG","STAT3"
"NANOG","DNMT1"
"NANOG","POLR2K"
"NANOG","SNAI2"
"NANOG","PRDM14"
"NANOG","POLR2A"
"NANOG","SNAI1"
"NANOG","BMP4"
"NANOG","TBX3"
"NANOG","POU5F1"
"NANOG","SMAD2"
"NANOG","KDR"
"NANOG","STAT3"
"NANOG","GATA6"
"NANOG","TP53"
"NANOG","POLR2D"
"NANOG","PRDM14"
"NANOG","THY1"
"NANOG","ZIC3"
"NANOG","SOX17"
"NANOG","POLR2G"
"NANOG","ZFP42"
"NANOG","SOX2"
"NANOG","DNMT3B"
"NANOG","GATA4"
"NANOG","POLR2K"
"NANOG","OTX2"
"NANOG","CTNNB1"
"NANOG","DNMT1"
"NANOG","SOX3"
"NANOG","FOXD3"
"NANOG","LIN28A"
"NANOG","KLF5"
"NANOG","NR0B1"
"NANOG","SNAI2"
"NANOG","TCF4"
"NANOG","EOMES"
"NANOG","POLR2F"
"NANOG","PBX1"
"NANOG","POLR2H"
"NANOG","PROM1"
"NANOG","POLR2A"
"NCOA6","POLR2I"
"NCOA6","SMAD2"
"NCOA6","SMARCD3"
"NCOA6","MEIS1"
"NCOA6","POLR2D"
"NCOA6","POLR2G"
"NCOA6","EZH2"
"NCOA6","GRHL1"
"NCOA6","HOXB4"
"NCOA6","HOXB2"
"NCOA6","ASH2L"
"NCOA6","POLR2K"
"NCOA6","WDR5"
"NCOA6","ANKRD1"
"NCOA6","RBBP4"
"NCOA6","ABCA1"
"NCOA6","SMARCD3"
"NCOA6","MEIS1"
"NCOA6","RARG"
"NCOA6","POLR2G"
"NCOA6","RBBP4"
"NCOA6","POLR2I"
"NCOA6","ABCA1"
"NCOA6","WDR5"
"NCOA6","HOXB4"
"NCOA6","POLR2F"
"NCOA6","POLR2K"
"NCOA6","HOXB3"
"NCOA6","HOXB2"
"NCOA6","POLR2D"
"NCOA6","SMAD2"
"NCOA6","PBX1"
"NCOA6","GRHL1"
"NCOA6","EZH2"
"NCOA6","PPARA"
"NCOA6","ANKRD1"
"NCOA6","KDM6A"
"NCOA6","POLR2A"
"NCOA6","ASH2L"
"NCOA6","POLR2H"
"NCOA6","KDM6A"
"NCOA6","PPARA"
"NCOA6","RARG"
"NCOA6","POLR2F"
"NCOA6","PBX1"
"NCOA6","POLR2H"
"NCOA6","HOXB3"
"NCOA6","POLR2A"
"NFATC1","HAND1"
"NFATC1","EGR1"
"NFATC1","MEF2D"
"NFATC1","CTSK"
"NFATC1","NFATC3"
"NFATC1","GATA4"
"NFATC1","RBPJ"
"NFATC1","MAPK10"
"NFATC1","HAND2"
"NFATC1","PRKACB"
"NFATC1","GATA3"
"NFATC1","HAND2"
"NFATC1","CTSK"
"NFATC1","GATA3"
"NFATC1","MEF2D"
"NFATC1","PRKACB"
"NFATC1","MAPK10"
"NFATC1","NFATC3"
"NFATC1","GATA4"
"NFATC1","EGR1"
"NFATC1","HAND1"
"NFATC1","RBPJ"
"NFATC3","EGR1"
"NFATC3","NFATC1"
"NFATC3","MAPK10"
"NFATC3","GATA4"
"NFATC3","EGR1"
"NFATC3","GATA4"
"NFATC3","MAPK10"
"NFATC3","NFATC1"
"NFE2L3","MAFF"
"NFE2L3","MAFG"
"NFE2L3","HCFC1"
"NFE2L3","HCFC1"
"NFE2L3","MAFF"
"NFE2L3","MAFG"
"NFIA","POLR3E"
"NFIA","POLR2K"
"NFIA","POLR3G"
"NFIA","NFIB"
"NFIA","POLR2H"
"NFIA","POLR2F"
"NFIA","POLR2K"
"NFIA","POLR1C"
"NFIA","POLR3E"
"NFIA","POLR1C"
"NFIA","NFIB"
"NFIA","POLR3G"
"NFIA","POLR2F"
"NFIA","POLR2H"
"NFIB","POLR3E"
"NFIB","POLR2K"
"NFIB","NFIA"
"NFIB","POLR1C"
"NFIB","POLR3G"
"NFIB","NFIA"
"NFIB","POLR2H"
"NFIB","POLR2F"
"NFIB","POLR2K"
"NFIB","POLR1C"
"NFIB","POLR3E"
"NFIB","POLR3G"
"NFIB","POLR2F"
"NFIB","POLR2H"
"NFIC","POLR3E"
"NFIC","POLR2K"
"NFIC","POLR1C"
"NFIC","POLR3G"
"NFIC","TRAF6"
"NFIC","POLR3G"
"NFIC","POLR2H"
"NFIC","POLR2F"
"NFIC","POLR2K"
"NFIC","POLR1C"
"NFIC","POLR3E"
"NFIC","POLR2F"
"NFIC","POLR2H"
"NFIC","TRAF6"
"NFKBIA","SRC"
"NFKBIA","TRAF6"
"NFKBIA","NFKBIB"
"NFKBIA","KLF6"
"NFKBIA","REL"
"NFKBIA","TP53"
"NFKBIA","PSMD9"
"NFKBIA","MALT1"
"NFKBIA","TDP2"
"NFKBIA","CUL1"
"NFKBIA","PPARA"
"NFKBIA","PRKACB"
"NFKBIA","TRIM25"
"NFKBIA","PAWR"
"NFKBIA","TP53"
"NFKBIA","REL"
"NFKBIA","NFKBIB"
"NFKBIA","MALT1"
"NFKBIA","TRIM25"
"NFKBIA","CUL1"
"NFKBIA","PAWR"
"NFKBIA","PRKACB"
"NFKBIA","SRC"
"NFKBIA","TDP2"
"NFKBIA","PPARA"
"NFKBIA","KLF6"
"NFKBIA","TRAF6"
"NFKBIA","PSMD9"
"NFKBIB","NFKBIA"
"NFKBIB","TP53"
"NFKBIB","REL"
"NFKBIB","TRAF6"
"NFKBIB","NFKBIA"
"NFKBIB","REL"
"NFKBIB","TP53"
"NFKBIB","PSMD9"
"NFKBIB","MALT1"
"NFKBIB","CUL1"
"NFKBIB","TRIM25"
"NFKBIB","MALT1"
"NFKBIB","TRIM25"
"NFKBIB","CUL1"
"NFKBIB","TRAF6"
"NFKBIB","PSMD9"
"NFYB","TP53"
"NFYB","CIITA"
"NFYB","TP53"
"NFYB","CIITA"
"NHLH2","LMO2"
"NHLH2","LDB2"
"NHLH2","LDB2"
"NHLH2","LMO2"
"NKX3-1","AR"
"NKX3-1","AR"
"NONO","FUS"
"NONO","SRSF1"
"NONO","YBX1"
"NONO","HNRNPK"
"NONO","ILF2"
"NONO","SFPQ"
"NONO","RBBP4"
"NONO","ILF3"
"NONO","FUS"
"NONO","RBM14"
"NONO","RBMX"
"NONO","SRSF1"
"NONO","RBM14"
"NONO","SFPQ"
"NONO","ILF2"
"NONO","RBMX"
"NONO","YBX1"
"NONO","RBBP4"
"NONO","HNRNPK"
"NONO","ILF3"
"NPM1","APEX1"
"NPM1","MYBL2"
"NPM1","DNMT3A"
"NPM1","NUP54"
"NPM1","TP53"
"NPM1","PLK2"
"NPM1","NUP35"
"NPM1","NUP35"
"NPM1","MYBL2"
"NPM1","RBBP4"
"NPM1","APEX1"
"NPM1","CENPK"
"NPM1","NUP54"
"NPM1","TP53"
"NPM1","ASXL1"
"NPM1","RUVBL1"
"NPM1","DNMT3A"
"NPM1","TFAP2A"
"NPM1","PLK2"
"NPM1","RUVBL1"
"NPM1","RBBP4"
"NPM1","ASXL1"
"NPM1","TFAP2A"
"NPM1","CENPK"
"NR0B1","NANOG"
"NR0B1","POU5F1"
"NR0B1","SOX2"
"NR0B1","AR"
"NR0B1","NRIP1"
"NR0B1","NANOG"
"NR0B1","POU5F1"
"NR0B1","SOX2"
"NR0B1","AR"
"NR0B1","EWSR1"
"NR0B1","NRIP1"
"NR0B1","EWSR1"
"NR2C1","NRIP1"
"NR2C1","NRIP1"
"NR3C1","TRIP6"
"NR3C1","NRIP1"
"NR3C1","WWP1"
"NR3C1","IRF1"
"NR3C1","DYNC1I1"
"NR3C1","TP53"
"NR3C1","PPARGC1B"
"NR3C1","SMARCC1"
"NR3C1","TWIST1"
"NR3C1","TRIP6"
"NR3C1","GTF3C4"
"NR3C1","SMARCD1"
"NR3C1","PRKACB"
"NR3C1","MAPK10"
"NR3C1","PGR"
"NR3C1","AR"
"NR3C1","HIF1A"
"NR3C1","POLR2A"
"NR3C1","TWIST1"
"NR3C1","IRF1"
"NR3C1","SMARCC1"
"NR3C1","TP53"
"NR3C1","PPARGC1B"
"NR3C1","DYNC1I1"
"NR3C1","PGR"
"NR3C1","MAPK10"
"NR3C1","PRKACB"
"NR3C1","GTF3C4"
"NR3C1","AR"
"NR3C1","SMARCD1"
"NR3C1","NRIP1"
"NR3C1","WWP1"
"NR3C1","HIF1A"
"NR3C1","POLR2A"
"NRIP1","NR3C1"
"NRIP1","PGR"
"NRIP1","NR2C1"
"NRIP1","RXRG"
"NRIP1","ESRRG"
"NRIP1","AR"
"NRIP1","NR0B1"
"NRIP1","GATA3"
"NRIP1","NR3C1"
"NRIP1","RARG"
"NRIP1","CITED2"
"NRIP1","PGR"
"NRIP1","ESRRG"
"NRIP1","NR2C1"
"NRIP1","AR"
"NRIP1","NR0B1"
"NRIP1","TLE3"
"NRIP1","RXRG"
"NRIP1","PPARA"
"NRIP1","GATA3"
"NRIP1","PPARA"
"NRIP1","RARG"
"NRIP1","CITED2"
"NRIP1","TLE3"
"OTX2","NANOG"
"OTX2","ISL1"
"OTX2","BMP4"
"OTX2","POU5F1"
"OTX2","MITF"
"OTX2","SOX2"
"OTX2","SIX6"
"OTX2","SIX6"
"OTX2","BMP4"
"OTX2","MITF"
"OTX2","NANOG"
"OTX2","POU5F1"
"OTX2","SOX2"
"OTX2","ISL1"
"OTX2","SOX3"
"OTX2","DKK1"
"OTX2","MEIS2"
"OTX2","SOX3"
"OTX2","DKK1"
"OTX2","MEIS2"
"PA2G4","UTP18"
"PA2G4","CEBPZ"
"PA2G4","WDR12"
"PA2G4","POLR1A"
"PA2G4","POLR1B"
"PA2G4","POLR1A"
"PA2G4","WDR12"
"PA2G4","DDX54"
"PA2G4","UTP18"
"PA2G4","GCA"
"PA2G4","PDCD11"
"PA2G4","AR"
"PA2G4","POLR1C"
"PA2G4","CEBPZ"
"PA2G4","DDX54"
"PA2G4","PDCD11"
"PA2G4","POLR1C"
"PA2G4","AR"
"PA2G4","GCA"
"PA2G4","POLR1B"
"PARN","XRN1"
"PARN","KHSRP"
"PARN","KHSRP"
"PARN","XRN1"
"PARP1","SIRT1"
"PARP1","APEX1"
"PARP1","SNAI1"
"PARP1","SMAD2"
"PARP1","POLB"
"PARP1","TP53"
"PARP1","EZH2"
"PARP1","GTF2H2"
"PARP1","CAMK2D"
"PARP1","XRCC6"
"PARP1","DNMT1"
"PARP1","XRCC6"
"PARP1","RBBP8"
"PARP1","TP53"
"PARP1","TLE1"
"PARP1","XRCC5"
"PARP1","SNAI1"
"PARP1","SMAD2"
"PARP1","GTF2H2"
"PARP1","RAD51"
"PARP1","POLB"
"PARP1","DNMT1"
"PARP1","SIRT1"
"PARP1","APEX1"
"PARP1","CAMK2D"
"PARP1","EZH2"
"PARP1","RFC3"
"PARP1","TLE1"
"PARP1","RFC3"
"PARP1","RAD51"
"PARP1","XRCC5"
"PARP1","RBBP8"
"PATZ1","TP53"
"PATZ1","TP53"
"PAWR","NFKBIA"
"PAWR","NFKBIA"
"PBX1","POLR2I"
"PBX1","NANOG"
"PBX1","HOXB7"
"PBX1","POU5F1"
"PBX1","SMAD2"
"PBX1","MEIS1"
"PBX1","POLR2D"
"PBX1","PRDM14"
"PBX1","POLR2G"
"PBX1","EZH2"
"PBX1","SOX2"
"PBX1","HOXB2"
"PBX1","ASH2L"
"PBX1","POLR2K"
"PBX1","RBPJ"
"PBX1","LMX1B"
"PBX1","WDR5"
"PBX1","PRKACB"
"PBX1","RBBP4"
"PBX1","LIN28A"
"PBX1","NCOA6"
"PBX1","KDM6A"
"PBX1","AFF1"
"PBX1","RARG"
"PBX1","POLR2F"
"PBX1","MEIS1"
"PBX1","RARG"
"PBX1","POLR2G"
"PBX1","LMX1B"
"PBX1","WDR5"
"PBX1","POLR2D"
"PBX1","NANOG"
"PBX1","SMAD2"
"PBX1","POU5F1"
"PBX1","LIN28A"
"PBX1","HOXB7"
"PBX1","KDM6A"
"PBX1","ASH2L"
"PBX1","POLR2H"
"PBX1","MAML3"
"PBX1","AFF1"
"PBX1","MAMLD1"
"PBX1","SOX2"
"PBX1","PRKACB"
"PBX1","RBBP4"
"PBX1","POLR2I"
"PBX1","POLR2F"
"PBX1","POLR2K"
"PBX1","HOXB2"
"PBX1","NCOA6"
"PBX1","MEIS2"
"PBX1","EZH2"
"PBX1","PRDM14"
"PBX1","POLR2A"
"PBX1","RBPJ"
"PBX1","MAMLD1"
"PBX1","POLR2H"
"PBX1","MAML3"
"PBX1","MEIS2"
"PBX1","POLR2A"
"PDCD11","UTP18"
"PDCD11","CEBPZ"
"PDCD11","NOL11"
"PDCD11","WDR12"
"PDCD11","POLR1A"
"PDCD11","UTP15"
"PDCD11","TRUB1"
"PDCD11","PA2G4"
"PDCD11","WDR3"
"PDCD11","MRPL1"
"PDCD11","DDX54"
"PDCD11","TFB2M"
"PDCD11","UTP15"
"PDCD11","POLR1B"
"PDCD11","PA2G4"
"PDCD11","POLR1A"
"PDCD11","WDR12"
"PDCD11","TRUB1"
"PDCD11","WDR3"
"PDCD11","TFB2M"
"PDCD11","DDX54"
"PDCD11","TEX10"
"PDCD11","MRPL1"
"PDCD11","RIOK1"
"PDCD11","NOL11"
"PDCD11","NOC3L"
"PDCD11","RPP40"
"PDCD11","UTP18"
"PDCD11","CEBPZ"
"PDCD11","MYBBP1A"
"PDCD11","NOC3L"
"PDCD11","TEX10"
"PDCD11","RIOK1"
"PDCD11","RPP40"
"PDCD11","MYBBP1A"
"PDCD11","POLR1B"
"PDGFA","PDGFRA"
"PDGFA","KDR"
"PDGFA","EGF"
"PDGFA","ERBB4"
"PDGFA","KDR"
"PDGFA","EGF"
"PDGFA","PDGFRA"
"PDGFA","ERBB4"
"PER3","BHLHE40"
"PER3","RORB"
"PER3","BHLHE40"
"PER3","RORB"
"PGR","CCND1"
"PGR","NR3C1"
"PGR","EGF"
"PGR","TP53"
"PGR","DYNC1I1"
"PGR","NRIP1"
"PGR","NR3C1"
"PGR","SRC"
"PGR","GATA3"
"PGR","DYNC1I1"
"PGR","TP53"
"PGR","TLE3"
"PGR","EGF"
"PGR","CCND1"
"PGR","PRKACB"
"PGR","MAPK10"
"PGR","ERBB4"
"PGR","AR"
"PGR","ERBB4"
"PGR","MAPK10"
"PGR","PRKACB"
"PGR","SRC"
"PGR","AR"
"PGR","GATA3"
"PGR","NRIP1"
"PGR","TLE3"
"PHF21A","XRCC6"
"PHF21A","GATAD2A"
"PHF21A","RBBP4"
"PHF21A","XRCC5"
"PHF21A","XRCC5"
"PHF21A","RBBP4"
"PHF21A","XRCC6"
"PHF21A","GATAD2A"
"PHF21A","HDAC9"
"PHF21A","SAP18"
"PHF21A","HDAC9"
"PHF21A","SAP18"
"PITX2","LEF1"
"PITX2","ZFHX3"
"PITX2","ZFHX3"
"PITX2","CITED2"
"PITX2","LEF1"
"PITX2","TFAP2A"
"PITX2","CTNNB1"
"PITX2","CTNNB1"
"PITX2","TFAP2A"
"PITX2","CITED2"
"PLAGL1","TP53"
"PLAGL1","TP53"
"POLR1A","RRN3"
"POLR1A","UTP18"
"POLR1A","CEBPZ"
"POLR1A","WDR12"
"POLR1A","POLR1B"
"POLR1A","WDR12"
"POLR1A","TRUB1"
"POLR1A","RRN3"
"POLR1A","WDR3"
"POLR1A","TTC27"
"POLR1A","TFB2M"
"POLR1A","DDX54"
"POLR1A","POLR2H"
"POLR1A","NOC3L"
"POLR1A","UTP18"
"POLR1A","MYBBP1A"
"POLR1A","UBTF"
"POLR1A","UTP15"
"POLR1A","POLR2G"
"POLR1A","PA2G4"
"POLR1A","DEK"
"POLR1A","PDCD11"
"POLR1A","POLR2D"
"POLR1A","GTF2H2"
"POLR1A","POLR2F"
"POLR1A","POLR2K"
"POLR1A","POLR1C"
"POLR1A","CEBPZ"
"POLR1A","POLR2D"
"POLR1A","UTP15"
"POLR1A","TRUB1"
"POLR1A","POLR2G"
"POLR1A","UBTF"
"POLR1A","PA2G4"
"POLR1A","WDR3"
"POLR1A","TTC27"
"POLR1A","DDX54"
"POLR1A","GTF2H2"
"POLR1A","POLR2K"
"POLR1A","TFB2M"
"POLR1A","PDCD11"
"POLR1A","NOC3L"
"POLR1A","POLR1C"
"POLR1A","MYBBP1A"
"POLR1A","DEK"
"POLR1A","POLR2F"
"POLR1A","POLR2H"
"POLR1A","POLR1B"
"POLR1B","RRN3"
"POLR1B","POLR2I"
"POLR1B","UTP18"
"POLR1B","CEBPZ"
"POLR1B","WDR12"
"POLR1B","POLR1A"
"POLR1B","POLR2D"
"POLR1B","UTP15"
"POLR1B","TRUB1"
"POLR1B","POLR3E"
"POLR1B","POLR2G"
"POLR1B","UBTF"
"POLR1B","PA2G4"
"POLR1B","WDR3"
"POLR1B","TTC27"
"POLR1B","DDX54"
"POLR1B","GTF2H2"
"POLR1B","POLR2K"
"POLR1B","TFB2M"
"POLR1B","PDCD11"
"POLR1B","NOC3L"
"POLR1B","POLR1C"
"POLR1B","MYBBP1A"
"POLR1B","DEK"
"POLR1B","POLR2F"
"POLR1B","POLR2H"
"POLR1B","POLR1A"
"POLR1B","WDR12"
"POLR1B","TRUB1"
"POLR1B","RRN3"
"POLR1B","WDR3"
"POLR1B","TTC27"
"POLR1B","TFB2M"
"POLR1B","DDX54"
"POLR1B","POLR2H"
"POLR1B","NOC3L"
"POLR1B","UTP18"
"POLR1B","MYBBP1A"
"POLR1B","UBTF"
"POLR1B","UTP15"
"POLR1B","POLR2G"
"POLR1B","PA2G4"
"POLR1B","DEK"
"POLR1B","PDCD11"
"POLR1B","POLR2D"
"POLR1B","GTF2H2"
"POLR1B","POLR2I"
"POLR1B","POLR2F"
"POLR1B","POLR2K"
"POLR1B","POLR1C"
"POLR1B","POLR3E"
"POLR1B","CEBPZ"
"POLR1B","POLR2A"
"POLR1B","POLR2A"
"POLR1C","RRN3"
"POLR1C","POLR2I"
"POLR1C","WDR12"
"POLR1C","POLR1A"
"POLR1C","POLR2D"
"POLR1C","UTP15"
"POLR1C","SNAPC4"
"POLR1C","TRUB1"
"POLR1C","POLR3E"
"POLR1C","POLR2G"
"POLR1C","UBTF"
"POLR1C","PA2G4"
"POLR1C","GTF2H2"
"POLR1C","POLR2K"
"POLR1C","TFB2M"
"POLR1C","POU2F1"
"POLR1C","NFIA"
"POLR1C","GTF3C4"
"POLR1C","POLR1B"
"POLR1C","SSB"
"POLR1C","POLR1A"
"POLR1C","POU2F1"
"POLR1C","WDR12"
"POLR1C","POLR3G"
"POLR1C","TRUB1"
"POLR1C","RRN3"
"POLR1C","NFIA"
"POLR1C","TFB2M"
"POLR1C","POLR2H"
"POLR1C","NFIC"
"POLR1C","SNAPC4"
"POLR1C","MYBBP1A"
"POLR1C","UBTF"
"POLR1C","UTP15"
"POLR1C","SNAPC3"
"POLR1C","POLR2G"
"POLR1C","PA2G4"
"POLR1C","DEK"
"POLR1C","POLR2D"
"POLR1C","NFIB"
"POLR1C","GTF2H2"
"POLR1C","GTF3C4"
"POLR1C","POLR2I"
"POLR1C","POLR2F"
"POLR1C","POLR2K"
"POLR1C","POLR3E"
"POLR1C","POLR2A"
"POLR1C","SNAPC3"
"POLR1C","NFIB"
"POLR1C","MYBBP1A"
"POLR1C","DEK"
"POLR1C","POLR3G"
"POLR1C","SSB"
"POLR1C","NFIC"
"POLR1C","POLR2F"
"POLR1C","POLR2H"
"POLR1C","POLR1B"
"POLR1C","POLR2A"
"POLR2A","SUPT16H"
"POLR2A","POLR2I"
"POLR2A","NANOG"
"POLR2A","NR3C1"
"POLR2A","ELL2"
"POLR2A","SRSF6"
"POLR2A","IRF1"
"POLR2A","FUS"
"POLR2A","SMARCC1"
"POLR2A","VHL"
"POLR2A","SRSF1"
"POLR2A","AFF4"
"POLR2A","MEIS1"
"POLR2A","POLR2D"
"POLR2A","SNAPC4"
"POLR2A","SNRPD1"
"POLR2A","POLR2G"
"POLR2A","MCM7"
"POLR2A","HNRNPD"
"POLR2A","EZH2"
"POLR2A","SOX2"
"POLR2A","MED14"
"POLR2A","GTF2H2"
"POLR2A","HOXB4"
"POLR2A","HOXB2"
"POLR2A","EEF1A1"
"POLR2A","ASH2L"
"POLR2A","POLR2K"
"POLR2A","WDR5"
"POLR2A","POU2F1"
"POLR2A","RBMX"
"POLR2A","POLR1C"
"POLR2A","YBX1"
"POLR2A","RBBP4"
"POLR2A","SRSF3"
"POLR2A","NCOA6"
"POLR2A","HNRNPK"
"POLR2A","SF1"
"POLR2A","KDM6A"
"POLR2A","RFC3"
"POLR2A","MLLT3"
"POLR2A","SNAPC3"
"POLR2A","SRSF2"
"POLR2A","SMARCD1"
"POLR2A","ELAVL2"
"POLR2A","RARG"
"POLR2A","POLR2F"
"POLR2A","ESRP1"
"POLR2A","PBX1"
"POLR2A","SNRPB"
"POLR2A","RBFOX2"
"POLR2A","POLR2H"
"POLR2A","HOXB3"
"POLR2A","TAF1L"
"POLR2A","SRSF10"
"POLR2A","ALYREF"
"POLR2A","TCEA1"
"POLR2A","POU2F2"
"POLR2A","POLR1B"
"POLR2A","RNPS1"
"POLR2A","NR3C1"
"POLR2A","YBX1"
"POLR2A","POLR1B"
"POLR2A","SUPT16H"
"POLR2A","POU2F1"
"POLR2A","AFF4"
"POLR2A","RNPS1"
"POLR2A","ESRP1"
"POLR2A","HNRNPK"
"POLR2A","MLLT3"
"POLR2A","NANOG"
"POLR2A","IRF1"
"POLR2A","PBX1"
"POLR2A","MED14"
"POLR2A","SF1"
"POLR2A","ELAVL2"
"POLR2A","POLR2H"
"POLR2A","SNRPB"
"POLR2A","RBBP4"
"POLR2A","VHL"
"POLR2A","HOXB4"
"POLR2A","HOXB2"
"POLR2A","TCEA1"
"POLR2A","RBMX"
"POLR2A","EEF1A1"
"POLR2A","SRSF6"
"POLR2A","SRSF1"
"POLR2A","SNAPC4"
"POLR2A","MCM7"
"POLR2A","SNAPC3"
"POLR2A","MEIS1"
"POLR2A","RARG"
"POLR2A","POLR2G"
"POLR2A","SRSF3"
"POLR2A","WDR5"
"POLR2A","HOXB3"
"POLR2A","HNRNPD"
"POLR2A","POLR2D"
"POLR2A","GTF2H2"
"POLR2A","TAF1L"
"POLR2A","SMARCC1"
"POLR2A","ALYREF"
"POLR2A","KDM6A"
