X,H9_12h_001,H9_12h_002,H9_12h_003,H9_12h_004,H9_12h_005,H9_12h_006,H9_12h_007,H9_12h_008,H9_12h_009,H9_12h_010,H9_12h_011,H9_12h_012,H9_12h_013,H9_12h_014,H9_12h_015,H9_12h_016,H9_12h_017,H9_12h_018,H9_12h_019,H9_12h_021,H9_12h_022,H9_12h_023,H9_12h_024,H9_12h_025,H9_12h_026,H9_12h_027,H9_12h_029,H9_12h_030,H9_12h_031,H9_12h_032,H9_12h_033,H9_12h_034,H9_12h_038,H9_12h_039,H9_12h_040,H9_12h_041,H9_12h_042,H9_12h_043,H9_12h_044,H9_12h_045,H9_12h_046,H9_12h_048,H9_12h_051,H9_12h_052,H9_12h_053,H9_12h_054,H9_12h_055,H9_12h_056,H9_12h_057,H9_12h_058,H9_12h_059,H9_12h_060,H9_12h_061,H9_12h_062,H9_12h_063,H9_12h_064,H9_12h_065,H9_12h_066,H9_12h_067,H9_12h_068,H9_12h_069,H9_12h_070,H9_12h_071,H9_12h_072,H9_12h_073,H9_12h_074,H9_12h_075,H9_12h_076,H9_12h_077,H9_12h_078,H9_12h_079,H9_12h_080,H9_12h_081,H9_12h_082,H9_12h_083,H9_12h_084,H9_12h_085,H9_12h_086,H9_12h_087,H9_12h_088,H9_12h_089,H9_12h_090,H9_12h_091,H9_12h_092,H9_12h_093,H9_12h_094,H9_12h_095,H9_12h_096,H9_12h_097,H9_12h_098,H9_12h_099,H9_12h_100,H9_12h_101,H9_12h_102,H9_12h_103,H9_12h_104,H9_12h_105,H9_12h_106,H9_12h_107,H9_12h_108,H9_12h_109,H9_12h_110
TFAP2A,2.468419774,5.720887028,3.234476302,2.252183486,3.792840083,6.094806106,3.94687032,4.019270243,3.144793192,4.827234189,6.777025492,8.714596565,8.361638403,7.317376858,7.648925149,5.163923593,2.515955393,1.645867077,4.736612262,1.591331151,3.913071693,5.354129128,5.513327081,1.768109778,8.431390698,1.81174168,4.53812312,4.297932864,4.354420213,6.308232287,3.409986812,4.393114786,1.76545616,9.92654476,3.830334853,1.763556454,2.030762934,2.554460094,3.414230108,3.794906158,6.864374112,4.036849105,0.638729958,4.138442609,0,3.52565864,5.76282998,4.201984594,3.466665455,0,2.31346383,7.049130154,1.615149487,7.214131068,6.383232717,7.733555369,5.451720794,0,7.918997889,5.242232123,0,7.574101278,0,5.481694432,0,1.050643763,7.095775395,0,4.248099991,0,1.362761526,3.743124046,5.752592486,0,1.327426694,0.533230334,6.01005818,0,9.203359438,1.591086445,7.130598688,6.379883721,6.799640558,9.124733917,1.232087762,1.493357796,7.383211648,2.75267139,5.414704884,1.183944818,7.475322691,0.567670653,6.736433535,3.225201198,4.009340069,5.191418902,0.65460619,7.615858107,5.64514797,6.559759681,8.886584495,4.612091681
TFB2M,3.775708326,0.789740926,6.148296596,3.092218693,0,0,6.582925746,2.264172146,7.431289724,2.580079231,7.207699076,1.097210655,0,6.008452171,1.310308835,8.768216156,1.938044044,5.217195789,5.585436862,0,8.832095881,2.582039299,9.979165884,5.653189514,0,6.864065928,0,7.995488368,6.386915676,0,3.416539587,0,0,4.246859611,0,3.40345368,6.698685603,5.771337139,2.543582348,0,5.434157733,3.273566252,6.546200189,4.418648179,0,4.720828566,7.126081798,5.916841392,6.865867832,7.463009162,0,2.251641917,4.097224357,2.765555294,7.157561897,7.190455715,5.812445093,7.311009861,3.449387206,0,1.376507387,7.013247757,6.552446518,5.919249189,6.573074657,3.087493019,0,7.582333304,6.297685622,8.354153221,1.362761526,5.079691521,6.624900439,8.832295058,5.736901021,0,8.046077263,7.058492763,0,7.895443799,8.271538671,5.358526463,6.592563313,4.959988859,0.535743379,0,3.777268972,6.550063534,7.01318156,7.49463961,3.54592771,0,7.423840331,0,7.064045763,2.081479732,0,6.330054751,7.638412739,3.3213546,0,1.218889171
TFDP1,7.587593945,4.208699515,7.58374689,6.627385994,5.306683666,4.804198149,4.790759411,6.232158875,2.299329259,6.22607741,6.206175117,6.595595396,8.864932578,3.992044359,3.50584312,6.481735717,0,5.445831822,7.144548607,6.3844673,5.079674331,5.466890616,8.213637557,6.656096899,5.876875075,5.175892594,5.182363991,6.214207664,9.310243319,3.11619735,6.872007949,4.701244747,6.205439088,8.313269549,6.314027112,8.298134581,5.212483005,7.751389608,7.671538771,6.983874118,8.43086373,5.796363052,6.072062766,7.023658428,5.415603835,5.320980886,4.614534039,7.327696661,5.394346628,7.438695886,7.335674306,7.238546386,0.426431767,8.007076755,2.347539777,6.935661391,5.96962108,7.974218531,6.919212381,6.723914255,4.894091584,5.168256833,6.452120535,4.192326782,5.002786749,7.777594661,6.386382434,3.396778846,7.269374363,3.729467675,7.072539263,4.729259208,5.996791362,6.762850431,4.681220226,5.053906518,4.721323529,6.214742417,0.553654026,8.322937475,4.675398705,6.216922778,7.341834654,1.811632621,7.197159546,2.688472388,0.843535056,5.880640931,5.932674634,7.343525077,5.731792153,6.296874153,1.32317775,7.562446701,5.007471774,0,7.511300694,7.549296801,5.289964345,1.999522103,3.818346032,7.010100461
TFE3,0.93120991,0.789740926,0.609508944,3.092218693,0,0,1.957653937,1.945922334,1.978824009,0.871807566,2.988481971,2.743522011,3.947150439,1.518032245,1.310308835,0,0.958993055,0,1.190935172,0,2.507955623,0,1.949780912,0,0,0,1.854268649,1.953199698,0,2.024460648,2.545693915,5.524380981,0.847947427,0.758530858,0,2.533733248,0,3.965639045,0,2.895275099,0,0,4.35709642,0.811525584,6.771521969,1.161734081,4.917813328,0,0,1.981312244,0.648235458,0.556091571,0,4.774211269,6.335324965,5.275897103,5.37628969,1.724020524,5.110676167,0.833002182,2.533356902,0,3.173924221,0,0,1.050643763,5.934871902,3.935344804,0,3.36748365,0.607790269,4.420865139,4.657316428,5.224305864,0,0,3.394673702,0,4.814156566,4.826475053,0,1.688744903,2.171478439,1.588955414,1.699749157,4.909147058,1.132025689,0.605764921,0.8488726,0.710160238,0,0,0.585656887,1.031813777,0,0.62174495,4.276046823,1.509806702,3.500263687,1.523146403,0.522961861,0
TGFB1,0,0,0,2.252183486,0.893225161,0,0,0.964174378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678210999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.527635977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8488726,0,0,0,0,0,0,0,0,0,0,0,0,0
TGFB1I1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.270291161,0,0,0,0,0,0,0,1.105529797,0,0,0,0,0,0,0.511945564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.688744903,0,0,1.484785603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGFBR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.150070402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.513941769,1.101781725,0,0,0,0,5.339977348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.159331811,0,0.598699271,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21058712,0,0,0,0,0,0,1.825355504,0,0,7.853259989,0,0,0,0,0,0,0,0,0
THY1,8.253320443,7.54561952,7.180433388,0,2.147076831,4.804198149,0.783309576,6.268204885,4.060838967,7.009133847,6.088559708,6.41474584,1.347938049,0.950095652,5.550849358,6.05191133,8.708175152,6.393089964,6.212012639,6.638803009,7.097567666,4.139648226,4.258016673,2.539071439,7.183997205,3.760571483,9.001068456,2.408300489,0,6.780416561,0,6.585791002,3.944754344,2.364741009,8.52210158,6.278930935,6.017513287,7.626467267,5.30898679,7.705186018,5.348778885,6.485911682,7.679223642,7.78115802,7.508134736,6.625616529,6.344006604,6.591328282,6.48899311,7.692447918,7.171553028,7.871961928,5.013257077,7.060816117,7.599099945,4.867611603,7.002215659,6.523413405,7.195222812,7.645687728,6.857236031,6.886365357,7.172960169,7.231740726,1.646097923,4.38002971,1.409360814,5.604741603,6.80857284,5.687300834,4.872427745,6.914097976,6.423245168,3.308104766,5.468376969,6.275479636,4.885158937,4.668115126,6.307888982,3.98898752,3.077274551,5.005968398,5.951791396,7.109491895,2.050789242,6.071749245,6.264333427,1.359159149,7.039776049,6.055424286,6.693833162,5.606760036,8.863071508,5.829994947,4.757089543,6.735956609,6.841581529,5.222590909,4.82574663,7.205160336,5.691552425,6.059278923
TIMP3,0,0,0,0,0,0,0,0,0,0,0,0,5.685811095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.655033805,0,8.045375746,0,0,0,0,0,0,0,0,0,1.079917948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.064354838,0,0,0,0,0,0,6.644587841,0,0,0.81337948,0,0,0,0,0,0,0,0,0,4.176462655,0,0,0,0,0,0,0.710160238,1.648895272,0,0,0,0,0,0,0,0,6.181765899,0,0
TIPIN,7.878691708,10.52960892,7.963907126,2.252183486,4.954490608,6.933390871,6.234016041,8.988271703,3.880490629,8.680069147,6.206175117,7.642603683,9.94237526,7.793662979,5.407301561,7.238231391,4.444067869,4.61016537,1.548195039,3.709250382,0,8.576445053,0,4.647357109,7.550147053,7.066787786,7.056280573,3.265582753,0,4.838728824,6.201307195,3.460192748,4.689192144,5.902078217,4.764881743,7.534818412,6.655171747,8.5988282,4.652586711,2.895275099,3.079530639,2.540239145,5.341416976,7.105039088,6.511126178,5.79284283,4.917813328,5.887889894,4.399894824,5.833444024,1.093898351,0.556091571,0.426431767,6.92148619,7.211635375,6.025009905,7.467144162,0.656166299,8.353428321,7.850050644,6.036806952,0.829324561,0,7.628038197,8.382431056,8.461221182,4.838106789,0,9.290807591,4.904173538,1.034107615,5.079691521,6.509718808,0.800788901,2.466924523,1.227431648,8.411279989,7.666585199,9.791231611,0,7.411631308,3.306706269,7.588357282,1.002995721,1.699749157,2.2112832,6.203424672,9.203975726,5.179832983,5.895077058,1.19002091,4.649985058,5.477768831,0,5.70157222,1.387475868,3.4277624,3.667008663,9.146941781,0,2.020880968,5.804187883
TJP2,0,6.466817618,5.374412314,2.252183486,2.619164438,5.778145481,1.957653937,0.964174378,1.566154806,1.411376598,2.988481971,9.183703933,2.032439828,6.757291137,5.304350423,8.254178449,3.247255147,7.166585296,8.791149377,1.591331151,7.097567666,1.412845654,1.540410419,4.20508252,1.858244829,1.81174168,4.763243781,0,0,8.383363578,0,6.427092243,5.986301359,0,7.886850202,4.495571644,7.017833231,3.426124019,0,0,6.353060317,7.90366006,0.638729958,4.563889723,7.989883877,6.835538266,6.552159745,4.498605346,5.478096205,0,8.203905565,8.315066973,6.593317924,7.877210503,5.606190076,3.460009364,1.197677647,0,2.928993214,5.716212856,8.333427938,0,5.341690567,7.405110687,0,5.454773345,0,0,1.346560879,1.566705489,3.646889819,5.199061496,7.589484475,0.800788901,1.591070763,7.29924098,0,7.618883432,6.364519142,0.488054558,7.175879468,0,0,4.134926905,5.978586332,7.438436241,7.776086788,8.113869627,6.925577961,4.372642932,7.628869301,6.748869422,3.394201408,3.22600674,6.124098156,6.49744036,7.878161087,5.174192967,7.249336792,8.690361867,1.208334069,7.76310531
TLE1,0,3.485774043,2.96986282,2.252183486,3.879429046,3.854933191,7.248476999,2.745383706,1.566154806,0,2.491662394,1.437818871,5.725541916,1.518032245,6.351505879,1.166498683,0.958993055,3.541860968,1.190935172,5.29470079,8.607756319,5.294261302,2.74981682,0,4.459779389,2.59007909,0,3.265582753,0,2.486095534,0,0,5.385322369,0.758530858,7.489169787,2.533733248,0,6.043530708,0,4.981365243,0,0,0.638729958,3.623632259,4.297500868,5.275621128,3.410582077,0.678210999,2.140916201,3.187202694,1.708849624,6.042281719,0,0.610966026,6.000759206,4.203303658,2.521948279,6.550257274,4.779425194,2.29252516,4.640728363,1.735764707,6.750154822,6.198946813,2.966347512,4.487298503,7.842695082,4.63408799,5.482841912,3.434477991,0,0,1.71015923,1.689818164,1.00458362,3.377190982,0,3.647720006,5.324975202,2.971477141,4.576969953,6.216922778,0.524170022,1.002995721,0.925526965,2.688472388,6.366283783,3.91534934,5.689440031,4.97853059,4.713596742,3.760200507,1.001041454,0,2.044376322,4.594240241,5.283476059,4.645029755,7.125007651,3.522980148,7.463089559,1.483769773
TLE2,0,0,0,0,0.893225161,0,0,0,4.727641478,0,0,0,0,0,0,0,0,0,2.072969122,0,0,0,0,0,0,0,0,2.408300489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540767008,0,0,2.257146421,0,0,0,0,0,0,0,0,0,1.346560879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLE3,6.518652398,4.150687348,2.226563583,3.092218693,1.836720231,9.213477543,0,3.839279796,2.299329259,0,1.727758539,0.650491863,0.599470328,5.149097867,7.600901432,3.082017233,1.530023403,1.645867077,5.181209424,0,0,0,4.106395682,1.139493725,1.858244829,4.706341867,0,1.284610096,0,2.024460648,0,4.000784908,4.548330051,4.443143073,0,0,5.325241707,0,3.414230108,4.095894484,4.54597955,6.590567789,5.105069376,6.928585513,3.081627144,2.964387513,2.622434049,5.364934319,2.591594901,0,0,3.169086574,0.426431767,0.610966026,4.953734417,2.213492184,3.800849686,0,3.878149633,0,6.019159697,0.829324561,0,1.286963944,0,5.141045542,4.971017723,2.527635977,0.598699271,0,4.01736743,0,1.71015923,0.800788901,4.93959089,0.533230334,2.876718377,2.134947834,0,3.178084498,4.292815716,1.688744903,4.837977456,0,1.232087762,4.864891398,2.798737533,3.811947212,2.32350396,2.267809894,4.337954196,0,5.703036653,3.449381072,1.624474992,1.054827876,4.094000671,5.046924112,2.674041224,2.554060106,4.402878909,4.038824717
TLR4,0,0,0,0,0,0,0,0,1.075906718,0,0,0,0,0,0,0.698068518,0,0,0,0,0,1.412845654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454802922,0,0,0,0.679685219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475628836,0,0,0,0,0,0,0,0,0,0
TLR7,0,1.675174413,0.714929104,0,0,0,0,1.154920979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810620042,0.674011606,0,0,1.206544499,0,0,0,0,0,0,0,0,2.834321437,0,0,0,0,0,0,0.159579026,0,0,0,0,0,0,0.820987972,0,0.363867664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699403515,0,0,0,0,0,0,0,0.690535326,0,0,0,1.063482743,0,0.325347585,0,0.524170022,0.57728337,0,1.474631354,0,0,0.199376709,0,0,1.128317431,0,0,0,0,0.813874155,0,0,0,0,0
TMF1,1.492493658,0,1.855265856,0,1.840178754,5.778145481,1.674490744,8.009380929,1.566154806,1.840426034,3.219106718,5.752589106,2.205165053,2.241230947,0.823400491,0.698068518,3.829376361,2.394711018,0,3.915798854,3.913071693,0,9.708449246,2.42250459,0,1.81174168,0,1.284610096,0,2.024460648,0,0,3.944004701,1.253102165,4.367424781,5.297391561,0,1.409972913,5.62361799,0,7.677988817,5.195533481,5.546333173,1.974403573,2.991958354,0,0.653608475,2.830979733,5.117643173,5.095005733,1.433894408,1.200362857,0.755153475,1.862513942,0.749828269,0,0.897215375,4.280099738,1.28205153,4.611270064,0.846549682,6.148055442,2.148461147,7.560157438,1.653930617,7.469719428,7.181945918,7.431166384,5.009933059,7.926486196,1.630262453,0.790166769,6.602588053,0.800788901,1.330316505,2.946260873,0,2.134947834,2.083099756,0,8.812409816,3.842231403,3.075580178,8.088112235,6.234101257,5.350938741,2.535661802,7.576899116,4.341294808,6.566354702,0.733041549,2.777759033,8.012797991,3.581137641,3.369939571,3.350723061,1.72605888,0,5.825637167,2.820652928,4.918475141,2.660831376
TNC,0,0.801853358,0,0,0,0,0,0,0,1.193096157,1.108400089,0,0.599470328,0,0.847332279,0,1.530023403,0,7.529397932,0,0,0,0,1.135549194,0,0,0,0,0,0,1.982481591,0,0.854344924,0.758530858,0,0,0.874424301,1.16018909,2.555485601,0,1.366047986,0,0,0.539074238,0,0,6.754163335,1.16499175,2.779383289,0,0.99060294,0,0,0.580767437,0.562782009,0.466743429,0,0,1.535891762,0.443011107,0,0,0,0,0.511945564,0,0,0,0.979749291,3.223371263,0,0,0,0,0.583182419,0,2.060873222,0.747123103,0,0,0,0,2.026978535,0,0.535743379,0,0,0,0.608540405,0,0.495796823,0,0.506507092,4.381786528,0,0,0,0,0.57856511,0,1.208334069,0
TP53,3.676873152,4.090244369,4.715759938,7.052472023,6.173084547,4.710821746,7.54729289,1.710508982,2.299329259,5.735939548,5.217986348,4.083357336,3.431361347,1.924480844,2.636174586,4.736535712,3.014291841,4.481310249,3.422931534,6.261893921,0,6.746505214,3.024817657,4.90453638,1.858244829,8.421016392,1.849040764,3.583355357,0,3.351231497,3.416539587,6.248753721,7.724812265,2.855937497,5.738102602,3.697852174,6.962976653,7.751389608,4.652586711,7.310853796,6.262820078,5.081534755,6.563379355,6.166721997,5.952913401,6.062925982,4.405718128,6.434994828,2.591594901,5.297856842,7.819525535,7.358331451,5.420523972,5.003511098,2.988887001,4.262269954,6.009664812,2.62965122,4.475788829,6.777200413,6.85733535,5.573699716,6.193018546,6.930516942,6.236578983,3.736288589,4.351246689,6.727281347,6.821948966,5.755832495,6.088337152,4.769547213,6.024749657,7.216748429,7.942806061,3.4480642,7.137901543,6.600613241,6.406653416,2.440440705,5.560140994,5.278131287,5.12952158,7.249119792,6.327860269,5.965315694,6.163848241,5.719689908,6.916948224,6.29674571,5.742767585,5.756185672,5.809399924,5.146252813,4.151840027,5.01059479,6.464610997,6.547415253,6.526350705,6.471228029,5.819389787,6.678991494
TP53INP1,0,0,0.609508944,0,1.836720231,4.804198149,9.582779601,0,2.97526426,0.871807566,0,0,2.032439828,3.606917003,0,2.421242022,1.530023403,4.61016537,7.912270318,2.329567108,0,0,0,2.381457675,0,1.81174168,0,0,0,2.486095534,0,0,2.070304504,1.620727577,0,2.533733248,1.612339545,2.087344183,0,4.741975604,0,5.991388164,4.395781589,0,0,0,0,0,0,0,0,0,0.426431767,4.881331935,0,0.540767008,0,5.388470209,0,0,0,0,0,5.317556623,9.013250624,0,0,0,4.76722476,6.49639051,0,0,0,4.175303402,0,0,0,0,0,0.488054558,0,0,3.525385386,0,0,0,0,0,5.046304037,5.749692529,0,0,6.191878213,0,0,0,0,0,0,0,0,8.048711208
TPD52,1.492493658,5.45933572,6.866200248,0,4.914038285,8.078887312,0.783309576,5.251223798,2.56141432,0.871807566,4.659773129,0.650491863,7.526671583,3.079976396,1.985461244,3.609041529,6.618049491,1.645867077,3.120690501,0,0,7.909395359,0,1.487772132,1.858244829,7.423954431,8.694455722,1.284610096,0,6.415841999,3.955746826,2.585660218,2.535960764,4.695081311,0,5.809744773,4.125963507,0,8.718499995,0,0,6.531696947,5.394913551,3.096036395,5.351098145,7.397879719,6.702624651,4.982211805,4.456052325,6.865292591,7.652768261,6.848975894,4.36475572,6.285089669,7.135771562,6.690944856,7.021689756,8.677034576,3.782305669,0,7.313269983,0.829324561,7.907104485,0.565642677,5.981764967,7.295343753,2.10848735,2.527635977,7.023499386,4.927617853,0,0,4.07927445,0.800788901,2.466924523,6.233141643,7.06867386,6.935465625,2.381335264,0,1.315007892,0,1.460702738,0.586960339,3.764610539,4.390240095,0.482560079,7.861996454,1.766925305,4.539748395,7.229666792,3.758659667,2.001561899,3.449381072,4.454962238,8.115673879,5.882467111,0,2.568915517,8.040202839,5.629244207,6.054867876
TRAF6,0.93120991,1.297207841,0,2.194033959,0,3.77201611,9.904754682,1.536994543,0,6.893040588,5.784685158,0,0,0,1.687024545,1.190300435,0.979857943,0,0,0,0,1.412845654,1.949780912,0,0,0,1.206544499,0,0,0,0,0,1.333356582,0,2.903318605,0,0,6.263914064,6.377053281,1.436461644,1.164935739,0.973332695,5.134189822,0.811525584,0.327776611,2.236273824,0.679651525,1.485665266,0.673500537,1.311288984,0.648235458,1.105803843,0,0,0,0,0.897215375,0,0,0,0.846549682,0,6.101682336,0.478856153,0.507629439,1.879170509,3.455529908,0,0,6.578957862,0.62259397,0,5.031954979,0,7.254740376,0,0,0.723606429,0,7.498218589,0,0,0.524170022,0.586960339,0.540211647,0,2.648723291,4.842009095,5.68529086,5.990235247,7.062547172,0.973983881,0,3.813259327,2.833924033,0,0.601000025,6.953438603,5.355913124,0,1.41391754,2.819386187
TRIM2,6.030955995,1.297207841,5.941577666,8.440001464,2.807615589,8.279825051,6.915262413,4.836805529,2.299329259,0,3.650838217,4.034038562,0,4.808798011,2.937298811,0,1.938044044,2.885198779,6.224319657,1.591331151,4.303966182,3.659733761,3.844125178,6.15740079,3.523894608,0,8.113506086,0,0,1.341529679,0,4.393114786,8.815592419,8.166700062,0,0,1.020581334,1.392221366,5.62361799,2.543469542,4.383753808,5.439234722,2.587994101,4.075224005,1.802632608,5.974141273,4.944909583,4.678428307,2.94551953,0,7.752568814,0,3.039492337,6.559626886,7.332416653,4.329074823,3.266738066,0.656166299,0,0,6.607711313,4.296051986,7.065932351,5.859073716,0,0,0.634188836,0,5.287691908,3.974259574,7.100347502,0.790166769,7.666794017,0,5.891641124,3.552374852,4.540409331,0,5.520694593,0.488054558,9.070871105,7.228741781,5.972071026,2.912079231,2.052354198,0,8.442038414,0,5.607067839,3.709702039,2.510722757,0,0,5.616218994,1.35753768,5.660028287,4.776765412,0,2.049485851,5.194137026,5.667571281,1.218889171
TRIM22,0,0,0,0,0,0,3.270961596,0,0,0,0,3.631577579,0,0,0,0,0,0,0,0,0,0,6.518325665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.372338087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.104018135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459257856,0,0
TRIM25,0,0,0,0,0,0,0,0,0,7.216569844,0,0,0,0,6.844936188,0,3.623800322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758530858,2.915888522,1.763556454,0,2.554460094,0,2.077218738,0,7.553774752,0,2.255600984,0,5.155560228,0,0,0,0,0,0.556091571,0,0,0,0,2.006706198,0,0,1.357707943,0,1.352592762,6.384441567,0,0,1.050643763,0.634188836,0,2.201776344,0,0,0,1.330355449,2.940820969,6.777253341,0.533230334,0,0,0,0.852082423,0,0,0,0,2.572059795,0,0,1.359159149,0.485989834,0,0,0,0,6.510558506,3.809478377,0.62174495,0.65460619,0.69234352,0,0,2.998274055,0.528629408
TRIM28,6.628517689,7.446635296,7.014360994,8.415877326,5.482961231,0,8.270990576,6.760979084,3.880490629,8.309268347,7.465335779,7.477173112,5.728768916,5.628308138,7.786413489,5.735409372,6.939812939,6.393089964,6.452907724,6.579297952,6.702366133,6.112019329,6.409153057,5.429826661,4.768535285,6.513865067,4.365806669,2.408300489,6.110497186,5.354188002,3.955746826,5.524380981,8.594586783,6.414803194,5.738102602,6.802720539,5.499388609,6.417699159,6.745071741,5.958347427,6.557156113,6.309124303,6.888963864,7.204403631,7.825512367,6.056905907,7.335099259,6.703578796,7.285578957,7.606332913,6.968410836,6.825239638,6.247450065,5.933463286,6.91203501,5.275897103,5.420539045,6.532416973,5.474928365,7.611452167,6.498216849,6.757633396,6.216673572,5.352047817,7.355097955,4.303813218,5.868260651,5.456028854,5.994370984,5.961648516,4.490624954,3.051849466,5.223094641,2.630958548,6.885592018,3.606341292,4.0756985,4.706109011,6.227128378,3.836350917,5.78955575,3.306706269,5.289658262,5.291234295,5.041239263,5.112097319,2.955447972,3.914850336,5.979218244,5.24363775,4.142436842,4.677427041,6.002049646,7.281696238,6.441883482,5.497493691,6.326001751,4.680113389,6.652051458,6.922695506,6.422216598,7.447123707
TRIM33,2.468419774,4.87881339,6.990700231,0,8.29824129,6.574189324,1.957653937,7.093866503,5.059999002,5.517827732,6.473476421,3.631577579,4.626285433,8.141305388,2.232619486,4.888852452,5.751178395,7.94178864,3.917725332,4.401406911,7.047317759,4.786695342,4.024158241,4.296242528,5.426620612,5.936774662,6.511611975,3.941258499,3.423278778,4.490491999,4.908492767,2.585660218,5.465865652,6.132920135,5.076157756,5.746783042,4.498471836,1.392221366,7.892919926,8.993642629,6.735924816,5.439234722,4.470172479,5.331398923,4.297500868,6.835538266,5.401324984,6.315062754,5.177659843,3.299473562,4.983290411,5.022758571,8.264857162,5.869715656,9.008206902,6.841550907,7.813035078,7.156526017,5.008482956,2.693703158,4.932308045,8.2066598,2.481739278,8.303372632,6.326083839,1.38249072,2.705015446,8.7790801,8.430873019,9.108285699,5.5578159,8.805150233,6.985450755,8.518743601,6.148574655,5.54121146,8.611776161,6.214742417,3.910152973,6.844514937,5.044079041,3.306706269,6.418697261,7.07202985,7.790081879,1.493357796,8.408869154,8.207833645,4.598823371,6.56857978,1.833141476,8.957436329,5.525598881,1.3600213,9.135565606,5.819916501,0.65460619,8.176143898,7.732660453,1.32154579,9.129741532,5.321384873
TRIP11,3.42124028,3.662231006,2.226563583,4.773375709,3.382744585,6.933390871,2.320413311,3.393617625,3.674332502,3.07804437,4.786046095,2.615258417,2.203552408,4.709512326,2.443563863,6.495831691,2.945245034,7.055502022,3.716295117,2.329567108,4.082332833,4.499146757,8.525318122,2.381457675,5.34509511,3.092879842,6.809330797,2.76292982,1.77902575,2.486095534,0,0,3.868583055,1.913442026,3.816993416,3.470456875,0,2.087344183,2.543582348,1.384030194,3.079530639,1.623342967,8.879259334,2.034135439,2.726379911,0.694774038,1.070628385,3.035949572,6.865971475,0,5.572877514,0,0,2.900040134,1.244887806,0.624004865,3.888315343,6.987493516,0,1.357707943,5.983204085,1.735764707,0.643162433,0.565642677,6.255685921,5.47315932,2.806411552,0,5.467326975,4.9733936,6.967803283,7.592373051,0,7.401457157,7.308577595,3.027623778,6.383394648,2.137174572,1.267879598,0.479749222,2.120379502,5.518952542,7.219771665,0.586960339,2.709327652,8.486577878,0.843535056,1.207693821,0,5.601100407,1.808720649,0.613853615,1.633679037,0.994480866,0.609786256,4.831921862,3.828457164,4.280059224,6.357258702,1.087125519,0,6.608243703
TRIP13,3.583918473,6.178293779,7.366453756,7.475000253,6.102837843,3.75772116,0,1.290093486,1.978824009,2.764065957,3.184668912,3.758460096,1.347938049,2.911500851,6.645044473,1.166498683,2.515955393,2.885198779,0.715017749,3.178410302,7.485017127,0,1.540410419,1.768109778,5.885871523,3.465012454,1.854268649,7.437456177,0,0,2.545693915,9.159319218,2.722371562,2.853177829,9.327773662,7.589668194,0,7.52829978,2.543582348,7.682752315,7.311074066,7.397687693,6.720441133,7.568082213,7.346571803,0.694774038,6.930241138,7.754281187,7.849170464,2.43903291,1.803321331,4.046077298,6.931913094,0.610966026,2.117629883,7.336549698,7.424322493,0.488641062,5.379892522,0.833002182,7.073666949,7.550321901,2.751063196,6.683273911,3.693764897,5.652110218,5.406157836,8.03971044,6.602640459,7.757287733,8.459548809,0.790166769,7.335859267,3.843678629,7.948195166,3.496310995,6.269356837,0,5.433119353,7.274103458,0,4.976719534,1.859427353,4.706195209,0,8.113461443,8.323575278,1.359159149,6.777002132,5.714653562,4.344036278,4.875958268,3.976479106,8.402601023,4.145485471,0,0,7.211417204,5.37599673,7.50240687,4.856076386,5.904378834
