X,H9_00hb4s_001,H9_00hb4s_002,H9_00hb4s_003,H9_00hb4s_004,H9_00hb4s_005,H9_00hb4s_006,H9_00hb4s_007,H9_00hb4s_008,H9_00hb4s_009,H9_00hb4s_010,H9_00hb4s_011,H9_00hb4s_012,H9_00hb4s_013,H9_00hb4s_015,H9_00hb4s_016,H9_00hb4s_017,H9_00hb4s_018,H9_00hb4s_019,H9_00hb4s_020,H9_00hb4s_021,H9_00hb4s_022,H9_00hb4s_023,H9_00hb4s_024,H9_00hb4s_025,H9_00hb4s_026,H9_00hb4s_027,H9_00hb4s_028,H9_00hb4s_029,H9_00hb4s_030,H9_00hb4s_031,H9_00hb4s_032,H9_00hb4s_033,H9_00hb4s_034,H9_00hb4s_035,H9_00hb4s_036,H9_00hb4s_037,H9_00hb4s_038,H9_00hb4s_039,H9_00hb4s_040,H9_00hb4s_041,H9_00hb4s_043,H9_00hb4s_044,H9_00hb4s_045,H9_00hb4s_046,H9_00hb4s_047,H9_00hb4s_048,H9_00hb4s_050,H9_00hb4s_051,H9_00hb4s_052,H9_00hb4s_053,H9_00hb4s_054,H9_00hb4s_055,H9_00hb4s_056,H9_00hb4s_057,H9_00hb4s_058,H9_00hb4s_059,H9_00hb4s_060,H9_00hb4s_061,H9_00hb4s_062,H9_00hb4s_063,H9_00hb4s_064,H9_00hb4s_065,H9_00hb4s_066,H9_00hb4s_067,H9_00hb4s_068,H9_00hb4s_069,H9_00hb4s_070,H9_00hb4s_071,H9_00hb4s_072,H9_00hb4s_073,H9_00hb4s_074,H9_00hb4s_075,H9_00hb4s_076,H9_00hb4s_077,H9_00hb4s_078,H9_00hb4s_079,H9_00hb4s_080,H9_00hb4s_081,H9_00hb4s_082,H9_00hb4s_083,H9_00hb4s_084,H9_00hb4s_085,H9_00hb4s_086,H9_00hb4s_087,H9_00hb4s_088,H9_00hb4s_089,H9_00hb4s_090,H9_00hb4s_091,H9_00hb4s_092,H9_00hb4s_094,H9_00hb4s_095,H9_00hb4s_096
SRSF1,9.277078818,8.79175584,8.765772374,9.3570172,9.089453727,9.37730121,9.666080884,9.3388499,9.665849023,9.617029506,8.756166256,9.870691952,8.406919257,9.710822029,8.834412852,9.415672001,10.31148391,9.635467493,8.081642269,8.884261318,8.624089534,9.522496457,9.788856048,10.46371502,9.795115611,8.808084706,10.10917215,8.555749642,8.464460114,9.767584933,8.486642658,8.399741156,10.10320624,9.751371262,9.873964099,8.658465847,8.133732349,8.537717894,9.257238506,8.980544748,8.892178111,8.615019129,8.129006074,9.686764434,8.400625944,9.399323833,8.035379631,6.008892518,8.251052407,9.708248157,9.257918623,9.409229565,8.812503702,8.355156777,9.509923861,9.717205705,9.92802752,9.511350157,9.086128141,8.164580363,8.53264683,4.605715537,10.73640832,7.804981328,8.334370235,6.834732724,8.084337909,9.636115921,9.496473921,9.53887494,9.426835734,8.140468009,8.282988207,7.755520869,5.285327833,9.821066823,9.312778379,7.700442805,8.92472331,9.033598294,8.359575729,8.096188517,8.141013592,9.811614803,8.628589406,9.410478507,9.747924547,9.818103192,8.676793351,9.317694273,9.041022294,8.916407617
SRSF10,9.479385636,9.483987975,9.704897948,8.727270339,9.154138403,9.409854217,10.0584896,9.997518013,9.431662458,9.369681906,10.0121338,6.364522644,10.34730238,9.956249655,9.240969764,10.0860045,10.42322917,9.890936899,8.681688119,9.234552784,8.833898949,11.46863921,9.542528865,9.591167722,10.08500371,10.3236997,8.239935835,9.070928863,9.330957257,9.463138858,7.194410551,8.059151135,9.059143054,10.04593012,10.16445355,10.33616447,9.895232381,9.309497377,10.23560285,9.815571786,10.16611178,9.42666271,9.495181929,10.59044424,8.844190991,9.93352295,10.27860507,8.037517606,8.711668011,9.90504872,9.663943593,8.536797319,8.772463532,8.321089001,9.042840508,10.30283481,9.287012733,9.350996232,8.051699822,9.052249519,9.823452433,9.382347707,8.212547017,8.281736259,9.668901723,8.842142539,9.159778615,10.12584531,9.733994439,10.2247632,10.23932059,9.614743138,9.637271324,9.977606078,9.622575537,10.24548829,10.03074171,8.063533966,7.220466768,9.682320087,10.06616175,10.72834247,8.489250847,8.8046466,10.11351062,9.108678273,10.56320824,10.37506874,9.546744669,8.829756911,9.686729054,9.028711
SRSF2,8.726917966,8.973586831,8.585691781,8.936016598,9.409724505,8.272786004,9.189104076,7.773368868,8.926530757,9.007762438,9.127812061,8.951019138,8.729278835,8.976936894,7.562038745,9.524772436,9.033575398,7.907730306,8.936641549,7.95892068,7.664176931,9.227558586,7.592926222,8.054935308,8.077598322,8.491180896,8.571741542,7.72054507,7.588210072,8.053451213,8.722455921,7.402913983,7.686246286,9.04649711,7.59497705,8.802230487,7.8416691,8.984275266,8.399065107,6.851330743,8.432587619,8.781625137,8.283355809,6.354924209,7.756045471,7.46520883,8.687173418,8.818638361,8.784841907,7.957262283,7.856657501,8.054581149,8.348500007,7.569007729,7.872162088,8.035443004,8.532054372,8.408569839,7.521276306,6.595168584,8.265964385,8.1710131,8.034615892,7.586117532,7.369858782,8.438491525,7.8308966,7.9959972,8.251325544,8.430941539,7.996278816,8.01490468,8.241304253,7.435325425,8.359204277,8.364720829,8.082005075,8.331645036,8.528528948,6.215316242,7.548179107,8.284239899,8.688819243,7.151652495,8.838721815,7.60316434,6.45974371,8.520712347,8.525185436,7.776950832,8.141232181,8.978788437
SRSF3,11.04093902,10.99417563,11.24414661,10.6780871,11.21137597,11.33077797,11.41550213,10.30947937,11.41074466,10.886732,11.0702742,11.38993643,11.92182747,11.53401047,10.92297435,11.05446314,11.95072338,11.56003565,11.66547407,10.83180211,10.38332313,11.16779102,11.64806699,11.02987037,11.95110097,11.20136757,11.70507332,11.0568863,12.06314637,11.95587769,10.81536344,11.84730464,11.79159532,11.44575465,11.40195936,11.50981828,11.38212698,11.12490349,10.37552716,10.72165236,11.33504591,11.18874399,11.00728453,9.548549252,10.50537268,11.40596095,11.49490595,9.18694214,10.91730876,10.86011866,11.01885678,10.41676501,10.29181654,9.636777275,10.82186413,10.30186148,11.49131849,11.90246699,11.22172823,11.09480753,11.38654728,10.36193971,11.45554728,11.55768937,10.35403327,11.44279445,10.74056677,11.12328464,11.4792028,12.19716388,12.16996027,11.51430357,11.9497806,12.08596643,11.74892698,11.6984736,11.59362597,10.74206409,11.47195272,11.48574743,11.76252264,11.55485656,11.40825967,11.7820287,11.72233829,11.49008401,12.04139172,11.38648586,11.57400312,10.68152278,10.67479064,11.45744983
SRSF6,12.91345029,12.27298994,12.11912328,11.88924368,11.89654272,12.00083996,12.50408946,11.78758255,11.99581015,12.49699049,12.75798799,11.6996513,14.4904103,12.15378261,12.18318783,12.38263844,12.14209787,13.02988705,12.41168773,12.31762547,12.89296829,13.74109945,13.71143074,13.18051827,12.88051806,12.94360904,13.6075769,12.9753364,13.84681497,13.17207137,12.63791698,12.67192911,12.37348822,12.88679196,13.2488321,12.94561279,12.3055116,12.70606877,12.82582601,12.57501252,12.85141942,10.95923273,12.10349865,11.99098645,11.53909124,13.55255811,13.13495002,11.62661108,11.73092436,12.26060627,12.58644012,12.61844523,11.89532904,10.99533572,12.1361875,13.15287493,13.09040269,12.96226043,13.11072624,12.39044846,11.66131141,11.67094595,13.8101519,12.29181303,10.5589371,12.48222949,12.10026829,13.34966414,12.4173541,13.33376648,12.6465653,12.52220983,11.83596119,12.09325545,13.86878222,13.43967475,12.51517992,11.20876597,12.95040017,12.46317496,13.31040463,12.97881626,12.75086069,12.36718949,13.12828849,12.08927876,12.6358859,12.86369843,12.09940468,12.78716296,11.88115379,12.47514652
SSB,9.948452483,10.09373939,10.91724066,9.536286382,10.3908447,9.990367786,10.11098641,9.200891409,9.683632863,10.17330025,10.38409264,9.315027781,10.42399468,9.738537315,10.80622221,9.656232205,10.41812822,10.56984147,9.958184246,10.68562704,9.879334938,10.66602858,10.73452335,10.28659532,9.967909325,9.881102927,10.16856076,10.50025305,10.66970046,10.65493993,10.0182132,10.25954295,9.187043524,10.32036086,10.85926033,10.72938553,9.6867795,10.55376289,9.643157846,9.74065272,10.55121743,9.857007848,9.749647911,10.03295243,9.381684041,10.16982489,9.066914556,8.267157704,7.941145875,9.550718131,9.78165629,9.343743368,9.174989286,9.37707264,9.762870134,10.40627426,8.556403615,10.75360509,10.63257611,9.553623675,10.58548035,9.398118042,10.15737225,10.26980541,10.08446255,9.942520472,10.18485187,10.83615995,10.2470779,10.88703148,11.61264804,10.1435923,10.74981689,11.07081495,10.4312521,11.13923579,10.22881256,10.43364107,9.642264475,11.16002491,10.77003681,10.66920892,10.67094876,10.47014751,9.499984552,10.59233259,10.50189307,10.15700012,10.91560364,10.3688368,10.08346784,9.805331126
STAT2,5.25098672,5.979266175,6.313740865,4.669730691,5.549166187,4.612836268,4.274324364,5.998073986,6.794964271,4.148187273,3.681427197,6.277568822,7.431008252,5.595099998,2.531955408,5.659052939,5.693764212,7.020522469,5.29481925,7.161567812,6.951486931,5.382129469,6.531700979,6.455536894,4.689024678,5.697416556,5.96771314,6.935109397,7.554009925,4.967309434,5.304854902,6.282626941,3.663345222,6.828160859,4.000734398,6.86822559,5.334355905,5.836986314,6.449001103,5.785839123,4.931980225,4.196600931,5.758885291,4.65979282,6.520702736,4.78418793,5.862801602,7.508875084,7.758969796,6.735516167,4.320605493,4.459462115,5.341930287,5.167940776,6.888488032,3.658689255,6.10136377,4.014304613,4.935717545,5.58292321,4.800033875,6.118498935,5.155667463,6.03612392,5.204305928,3.76288537,4.965139631,7.238725422,5.244473323,4.361420862,6.303669,4.223577124,3.378935968,5.530888723,4.883931102,5.82775314,4.953183613,6.048558533,3.714380134,5.504343551,2.814370471,4.748543806,4.938193504,6.155897959,6.050534309,4.740102122,4.796324169,5.678206501,4.096247899,6.2059428,4.70464715,6.13655797
STAT3,2.836120306,5.364359907,4.589872103,5.518338446,6.545246091,4.58397807,5.832766048,5.726405664,7.31255594,6.425585609,7.82765658,3.861387961,6.006838652,6.579111301,5.428328568,3.56310715,4.392084309,6.205854917,6.316550574,4.855693509,7.409075094,6.692323114,6.248768182,7.159220387,7.808905948,5.107261289,6.858189983,6.34687691,7.400012309,4.954942358,7.913072481,8.341130599,8.138718238,1.987660073,2.381354486,6.947233882,7.621759151,6.774399448,4.044837663,7.620703778,6.848657517,7.032732917,3.884305297,7.785066648,3.270282581,5.98531871,7.141026495,7.936439969,3.32166731,7.647495546,7.113216377,6.579205962,6.249080971,2.336103845,5.902315287,9.313403624,8.643104198,5.411674081,7.267753503,4.335754189,6.717643149,6.915139879,5.955608015,5.268268183,5.278872725,6.408922131,1.484391364,6.98105868,2.785235366,5.822790237,5.95102944,4.648365365,6.341690873,8.082290243,5.321959425,6.351028689,4.515955779,5.018533437,7.055401808,6.647142053,5.837733934,5.616464543,6.214334528,6.396547906,6.309137932,5.082014972,6.212796177,6.294231932,6.681864365,5.976798998,5.538112608,5.357081299
STK3,6.612794869,0,0,3.931848339,4.394269413,5.666664042,0.668220873,4.760124136,6.215092369,7.989216226,0.748688556,0.731364791,4.295267345,1.399294767,7.134057388,3.313507599,7.753622674,7.369673036,0,6.318582076,0,0,6.456690838,7.293707795,2.823791924,0,0,0,1.032782132,6.4099396,6.430057208,0,1.509199147,1.854793256,5.997415235,0,6.662678309,0,0,3.556038092,2.16047445,6.512067108,7.832209701,0,0,0,3.620174561,0,0,7.505293168,0,8.125074202,1.105878828,4.53743033,0,0,0,6.274008672,4.900516045,3.042017254,7.393033759,0.891353198,0,1.604513996,0,1.576223662,2.39385553,0,6.812984483,0,5.335530277,8.096589864,5.760882644,0,5.990338232,0,6.144515786,6.062602509,0,6.695082656,6.564718031,3.250001072,4.266869036,0,0,0,5.536091379,7.055727316,4.762019785,5.46888669,6.222461794,0
SUPT16H,8.655051942,8.935695507,7.543698412,9.45352209,8.891103277,9.078849825,9.268242821,9.750243142,8.858576541,8.981313551,8.470608699,8.792269623,7.990233537,8.775685567,8.962938677,8.831833945,9.253855918,8.841050692,9.18258729,9.366376453,7.998980707,8.45585024,10.21155449,9.699490753,9.97188043,9.407092326,9.764506273,8.240987176,8.959550756,10.30539115,10.09934683,9.306400406,10.58165731,9.293614037,9.057045057,8.488864328,9.050725582,9.197369767,10.19054248,10.49298051,10.01651714,9.34048752,8.731965028,8.216517188,8.946340304,10.35140764,9.510986155,8.478023095,9.85486572,10.03006908,9.990101652,9.524664795,9.60297688,9.345141142,9.261416079,10.61366228,9.554970381,8.302605293,8.536943436,9.034618292,8.983699985,9.366608615,9.669020607,9.03573236,9.412472268,7.897419456,8.700165784,9.832343677,9.122696081,8.233191689,9.585152751,9.301111668,9.577220582,8.247042544,8.040517445,9.894439684,7.883263099,8.834144432,8.157478028,10.23346979,9.184569268,9.301521654,8.522962508,9.566405559,8.336417648,8.399307335,8.508626331,9.796830887,9.816095602,8.65068083,9.556815936,8.409761826
SUPT7L,2.230449594,5.369485162,2.106344579,5.757359326,5.036700635,4.263929657,5.11036497,5.809315717,6.280572467,7.029912305,6.200391133,6.988919549,2.345537079,5.855561049,4.210796151,2.757748434,1.234796903,3.469689583,4.167193895,5.82587847,3.094853787,3.292237087,3.434185602,7.435813286,6.703792124,6.69060671,6.221311705,3.12500472,3.540705999,6.716561283,5.911047757,2.669632713,2.213392095,1.322166317,7.126829267,0.73822074,5.403758923,7.97256702,4.091423582,6.546180262,4.606280108,5.371769128,4.378202898,0,3.111605286,5.669158797,2.710740586,4.049281229,0,1.577440189,7.707449482,4.277002306,5.023562026,5.068475884,3.288013929,1.782399196,5.534221021,6.00832062,5.437872458,5.302523344,6.196791429,2.950129119,6.123409791,5.42725793,2.900865766,5.016286765,6.917688756,1.337030869,6.965901759,4.643876061,2.008738127,3.077835544,0,5.310110952,5.651616279,6.530115292,3.173198868,4.804575114,1.329385074,8.098282036,2.399008809,6.154569598,6.117728864,5.795709275,6.625569631,5.212125683,5.947763282,6.042005453,6.321209378,4.163536946,3.528688987,0
TADA1,4.895664028,5.170809092,6.510381749,3.134078876,6.086846058,6.833741973,8.081217701,7.596835142,8.466142692,7.487820675,5.623480514,8.719570472,8.114361825,6.853507027,7.074149647,1.392747401,6.506860089,7.144120404,2.102589218,6.927628298,4.404882595,8.233811858,8.022518694,0,8.002076736,6.112084321,1.116153992,7.834885459,2.048898026,7.910081515,7.307720322,6.896991834,4.932832085,7.089336375,4.159605219,8.067417793,7.699717982,8.906947538,6.835022855,6.723600246,5.58028642,8.389777227,4.030811645,8.024564824,6.802736909,7.199273568,1.090615616,0,2.65554642,5.868961158,1.543696797,0,1.105878828,5.201726793,1.833353687,8.293002484,7.609689134,0,7.892020787,6.97300527,3.91205073,5.986611311,2.338797301,0.748728258,0,7.10590776,3.990464866,6.948244217,5.610757327,6.361925359,7.041441503,0,6.861962065,7.731062173,8.351917764,7.894723932,0,3.096594666,6.928496096,0,3.41278896,3.54127693,6.9670243,0,8.087190944,6.454013794,6.634728995,7.428012239,3.447952696,6.542645863,6.330796855,7.170262036
TAF1L,1.974376514,1.866716825,0,2.400134713,2.69526791,1.613268005,1.674233249,2.351547504,3.348466964,2.134990484,1.188336165,2.654177833,2.263084116,2.337246419,2.602470752,1.11265641,2.778054589,1.615173463,2.619050946,4.115456395,0,2.953047409,1.771320421,1.244098841,2.242830592,2.127848162,2.695199816,2.243202974,3.232523625,2.385479928,2.186214864,2.448795877,1.582190543,1.483883389,1.819976906,3.666597875,0.963024794,2.415557298,2.145376619,2.347520391,2.987786624,1.296679288,3.235426997,1.889962215,1.067824552,1.389146495,2.586006805,4.815179376,1.695819718,3.120580429,0,0,2.472899182,1.401614515,2.618264154,0.863018606,2.505158585,2.343934433,1.393866257,0.264250138,3.599088687,2.802370451,0,2.390981416,1.201756908,0.8421769,2.503481348,0,2.39795059,0.670195122,1.125232832,2.854098116,0,0,1.750935298,1.339546266,2.915873498,1.624212417,1.380331107,2.2128016,0.77362747,1.645432366,1.796192445,0.545342304,2.598227831,1.157669389,2.958351105,2.276548385,2.05139611,2.87633528,1.480376313,2.051977655
TBX20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCEA1,9.486841849,8.611502709,8.32002025,7.721261174,8.312013289,8.84970409,8.890386088,7.909192984,8.27516719,9.4044867,9.069256039,8.457644884,8.620741627,10.02482792,8.7048605,7.719224097,9.450327552,9.77114064,7.430022611,5.858350808,8.013139276,5.518657464,10.2678343,6.063363299,9.029789452,9.162075273,8.686463726,8.820663483,4.521382774,9.433213362,8.356236606,9.509834539,9.218150004,9.647101734,9.504694312,8.25226222,7.118221068,5.330889085,4.202461836,8.087473044,8.40939663,7.961404552,5.988176763,6.02252018,8.405212042,8.497201989,9.647316459,6.164083053,8.142453719,8.073691764,8.417608941,7.893860185,8.48002488,6.106454014,9.299420703,8.311487486,8.73406645,8.685577092,9.539841711,7.55721747,8.438285906,5.137714802,9.387748568,5.432267299,8.253116944,8.48276337,7.03117247,8.752602797,9.225986182,8.747517574,8.591513973,9.68333193,7.405527875,5.865852428,8.328988998,10.17081125,9.244641735,7.632945995,7.744047821,5.688681736,5.74930569,8.963038659,8.836638249,8.843290494,9.310190756,8.830661072,8.172633379,8.877805363,8.861845666,8.15527776,8.770159893,9.859028984
TCF19,6.548917573,5.51713923,4.848014974,0,0,3.637069747,2.903083167,0.925951805,5.667808939,5.324598201,4.420074211,6.337805235,0,0,3.855470502,0,2.830356741,0,1.316642429,5.727488822,0,0,0,3.056458805,2.21664897,0,0,5.06445417,0,4.8322425,3.215041262,0,0,4.853729109,0,0,5.701888687,7.874743442,0,0,4.889113452,0,0,7.57436701,3.189115853,5.760602992,5.980269627,4.872021762,0,6.895054029,6.047097802,1.927086676,3.998185853,3.73829713,6.210698356,6.54899818,7.388527246,3.81709277,3.172938037,1.382995397,2.29390562,0,0,0,0,0,0,0,0,3.461216056,6.345768723,0,4.22817388,0,0,1.508041948,0,5.862807621,0,0.793282775,5.035114306,4.730150387,4.96035265,5.201773824,0,0,5.536091379,4.099169171,4.61060046,0,3.927736667,0
TCF4,7.275248189,4.664522591,5.549454385,7.877688266,7.120331489,6.400101805,7.338313832,8.770157246,6.474886502,7.261051108,7.463592229,7.287207308,8.50134796,7.189219295,6.492084903,6.853218018,5.851972068,9.566484763,6.998051483,7.718454037,6.871058365,7.255305367,8.565533494,8.956396032,8.612313461,7.128029318,5.834124593,5.29544827,5.39417673,7.900629656,7.099352534,5.009759947,6.455926069,7.994683108,7.083516789,6.439743163,8.458504046,7.335014816,5.483155713,6.272601999,6.551849625,7.113288196,4.030811645,2.728109152,7.06580376,5.367750864,6.920375082,7.985795682,6.909009268,7.084598096,7.241834172,6.386888763,5.485020364,4.091643862,4.510391294,7.13663849,7.371185443,8.066835201,4.090652919,5.472566861,7.471416864,8.790939109,6.987226871,7.665707984,7.78973688,7.107048934,7.857149405,4.701046571,7.27717921,5.540459778,7.775835398,7.84567671,6.487166478,7.02626051,6.480389231,8.196245192,7.309423712,6.449136863,7.895453821,6.783845168,8.922604571,7.288860242,9.21231451,7.426258069,7.521652585,7.005687488,4.315941659,7.93899192,7.362484005,7.647510703,7.835843114,5.931500278
TCF7L1,4.951477664,5.51713923,5.057819662,6.176098167,5.335076932,4.871194839,5.420447269,5.465876219,5.874173533,5.043069636,5.101522844,5.714143698,5.679614863,6.207088757,5.778712158,3.532015924,5.895582632,3.952388706,6.322206545,5.899460304,5.820310998,6.388684032,4.780909389,5.287629644,7.150365173,7.372824139,6.664043122,6.45915289,5.764055843,6.298623988,6.262222128,7.234445868,8.975141182,5.856634715,6.215139078,5.019738117,6.182758382,4.549463373,5.082643791,6.272601999,5.631938321,5.943027191,6.037159165,7.575726355,7.230880544,5.611553644,6.955728153,7.174309872,6.828365752,6.328691801,6.857039935,6.457607604,5.485020364,6.34423718,6.878306671,7.560048912,6.146090607,5.810230151,5.49516709,5.473089258,5.778016581,6.694738402,7.178357436,4.59279028,5.625106896,5.911188876,6.237888781,6.353770228,6.125305762,5.920155226,6.035215285,6.056251883,5.760882644,5.615375582,1.440592886,7.512996358,5.81042971,6.108226639,6.897270252,5.514558312,3.626790217,6.463770483,5.514601929,6.723948324,6.002411091,6.169304409,6.45974371,5.984170909,5.279804356,4.559842236,6.197396509,4.954297718
TDP2,0.666384796,5.974975923,6.360135962,7.166087579,6.630380076,3.285292496,7.364337413,6.507695225,5.611251295,1.473057166,2.137937472,1.214384602,7.566402671,7.649634032,6.306586368,6.988663571,6.882774032,7.250982248,6.677766187,6.666962123,7.532755263,1.446131746,8.72835186,7.721532326,7.70696661,7.676412649,3.001099598,2.99252192,3.056888963,7.584761798,6.899295958,3.463897747,1.509199147,6.248319306,4.096329963,0,6.962199125,8.24081712,7.680116771,7.826535739,7.726831735,6.750641323,1.067706915,0,1.010826247,7.161467989,2.732973461,7.363179103,0,0,5.983009411,7.506087637,7.203025241,5.383380421,0,6.483830037,6.111404083,7.374462031,0,5.975253834,6.217071509,0,5.853579116,5.80971239,6.897236217,7.20612884,1.64514831,7.480925856,1.996974826,7.173482041,1.364660191,7.171362971,8.108499024,0,6.548027965,7.103010537,6.167275657,0,1.0902242,0,7.920158179,3.250001072,7.845811891,5.399440559,0.753558485,7.765742976,6.45974371,6.019086655,7.733177963,2.252260634,1.196968324,6.806559805
TEAD1,6.2518393,5.100285687,8.29614812,4.532604075,3.051913577,4.042596831,0.668220873,6.656682841,7.333248195,5.225350381,5.623480514,7.004729682,5.380437114,4.185559276,4.210796151,4.570520889,5.09517093,7.22328801,1.316642429,6.900142339,3.099107822,5.855920975,5.424409676,0.792379018,3.962780476,7.179067438,6.287289956,7.341705552,4.060867894,7.123676652,6.07225965,7.870039946,0,4.938253965,6.950740122,1.207914035,1.882432019,4.747860368,3.127307725,5.696939919,6.511532587,6.694593601,0,5.623102503,3.720363605,6.429043021,7.969544302,7.112466187,6.377183031,6.637522442,5.869668023,6.337740503,4.897602833,6.053804676,3.490796319,5.432380364,7.366339221,6.593834175,2.72534224,3.707160164,7.088227738,5.363907387,8.833969613,7.560921696,5.230142975,4.845307497,5.040761015,5.885299758,7.621694325,4.963589227,7.445157498,7.582006489,6.33694918,7.270178966,0.893099627,6.224377995,6.507651728,3.68599946,3.154372322,6.972833595,3.676314801,6.628002706,4.826632437,9.224394913,1.615744921,3.093650543,5.279261958,6.612220024,5.874664623,4.773469781,3.130180376,6.032757639
TEAD4,4.951477664,3.810593953,2.249993035,3.507437013,1.911707849,3.919665923,1.123152417,0,0,0.916895228,3.799608528,0,0,0.863036923,3.286676174,5.953424554,1.855847351,0,0,0,2.595962998,0,0,1.300918028,0,1.53287753,2.503535279,1.110879911,0,4.192010719,0,0,1.509199147,0.904837082,0,1.207914035,3.851479538,3.174446447,0.976182873,0,0,2.027643358,4.212381429,0,3.189115853,3.718447237,3.155027451,0,0,0,0,0,3.646507699,1.79457349,4.930488388,0.869564339,1.817060196,1.457318757,0.849504211,3.951665965,0.83249611,2.14393559,0,0.748728258,3.415607337,0,0,3.854736622,0,0.888129008,0,0,0,0,4.181360127,0,3.321798046,3.559661905,0,0,0,0,0.935501266,0,3.945314589,2.983402286,2.258047436,0,3.668477331,0,0,4.360104558
TEX10,9.246657337,6.589353071,7.572457682,5.982607673,5.151038071,7.470302658,7.379729181,8.249250334,5.012135871,8.32905732,7.335587491,5.499335573,9.20304518,8.919248306,7.703984973,0.858292372,7.949805864,7.778489899,7.605934749,6.124188011,8.081919942,9.146499641,4.384784736,4.324099876,7.150365173,7.676412649,7.116724774,7.92031981,2.863105029,7.947281619,6.284300747,7.573897838,8.156659801,2.422681146,4.876523677,7.511275875,6.864672838,5.393460144,6.236884505,6.378183663,7.851302286,7.155421406,7.899982214,8.030772897,6.650129072,6.630324706,5.59828345,7.153988452,3.361275283,7.822906458,8.91505655,6.093153577,6.970949602,8.090663929,7.624422228,8.672208381,8.027537399,5.124716245,7.84760948,5.573941038,4.054438223,8.036745285,8.919051063,7.736449454,8.398070205,7.454225816,7.248627875,7.526800868,6.243945702,8.883765205,9.319533127,8.211050404,8.510579216,6.390216108,6.335243417,5.907265662,7.796723164,7.640690172,2.732346493,6.41441525,6.697683023,3.250001072,6.702085662,6.714699079,1.612512236,8.307913042,7.059834124,9.191781724,4.321030851,6.421164051,7.039467192,8.270046562
TFAP2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TFB2M,6.696841182,6.501301176,6.084726295,3.507437013,5.948972998,5.24853839,7.338313832,6.097933031,4.922003829,5.96879376,7.004195394,0,6.788552477,6.822529257,5.300239106,0.858292372,5.300908146,3.883284742,5.141176083,5.177181439,6.439302634,0,0,0.792379018,0,5.446472709,6.865142995,2.495463222,0,4.983158113,0,6.30456655,7.761835884,5.828563422,1.722766243,6.055319228,2.453719779,6.55106829,7.444090364,7.326163809,5.048899715,5.527788052,1.067706915,0,0,8.171714816,0,6.643750189,8.432772534,0,7.321735989,0.766142432,5.286359352,5.821277978,6.462116712,0,6.647639227,7.072182203,6.008017655,5.798962078,5.26591162,8.145280052,7.216654568,0,6.102157646,6.031465737,6.428142456,7.683532626,4.353714118,6.376771789,6.963558648,0.81014476,0,0,0,0,7.297918986,5.013240314,1.0902242,6.812729633,0,6.628002706,6.763599043,6.23475607,7.530083052,0,6.578726091,3.436086722,4.500035992,0,7.280423713,0
TFDP1,4.923840737,6.065481882,4.602420895,5.859149439,4.613626569,5.863113079,6.21042582,6.276025183,5.748693637,3.648996903,6.341650868,3.44667093,1.090393502,6.645044906,4.937558038,4.622388546,6.85038778,5.966765319,6.891396098,4.883006595,3.767105116,6.50283616,0.795661158,3.667988514,1.147985079,3.514046593,1.116153992,6.727684734,1.032782132,5.465784793,5.280896415,0,3.355100737,5.093756886,6.376044252,0.726846001,3.93832878,3.753646213,3.955015385,7.369485481,5.2919278,4.034472222,4.586048967,1.086055075,0,6.163882529,6.697635554,4.406168073,0,2.392534628,3.848782345,6.350185426,4.098637895,6.987839034,0,0,6.930133064,5.883955197,3.409062185,6.047184402,6.361056439,8.027510187,7.076181129,5.792461787,2.896708517,0.993450839,5.444799628,3.493249975,3.777618571,5.732180219,6.77712947,3.787389131,7.159194955,0,0.893099627,5.312120136,4.97140366,6.466141897,0,6.649672094,3.41278896,4.477946673,6.714675163,6.497077886,3.662329151,6.169304409,3.09876869,6.622530544,6.173769182,6.142399723,1.842032705,5.404194306
