X,RamDA_mESC_72h_A04,RamDA_mESC_72h_A05,RamDA_mESC_72h_A06,RamDA_mESC_72h_A07,RamDA_mESC_72h_A08,RamDA_mESC_72h_A09,RamDA_mESC_72h_A11,RamDA_mESC_72h_B01,RamDA_mESC_72h_B02,RamDA_mESC_72h_B03,RamDA_mESC_72h_B04,RamDA_mESC_72h_B05,RamDA_mESC_72h_B06,RamDA_mESC_72h_B07,RamDA_mESC_72h_B08,RamDA_mESC_72h_B09,RamDA_mESC_72h_B10,RamDA_mESC_72h_B11,RamDA_mESC_72h_B12,RamDA_mESC_72h_C01,RamDA_mESC_72h_C02,RamDA_mESC_72h_C03,RamDA_mESC_72h_C04,RamDA_mESC_72h_C05,RamDA_mESC_72h_C06,RamDA_mESC_72h_C07,RamDA_mESC_72h_C08,RamDA_mESC_72h_C09,RamDA_mESC_72h_C10,RamDA_mESC_72h_C11,RamDA_mESC_72h_C12,RamDA_mESC_72h_D01,RamDA_mESC_72h_D02,RamDA_mESC_72h_D03,RamDA_mESC_72h_D04,RamDA_mESC_72h_D05,RamDA_mESC_72h_D06,RamDA_mESC_72h_D07,RamDA_mESC_72h_D08,RamDA_mESC_72h_D09,RamDA_mESC_72h_D10,RamDA_mESC_72h_D11,RamDA_mESC_72h_D12,RamDA_mESC_72h_E01,RamDA_mESC_72h_E02,RamDA_mESC_72h_E03,RamDA_mESC_72h_E04,RamDA_mESC_72h_E05,RamDA_mESC_72h_E06,RamDA_mESC_72h_E07,RamDA_mESC_72h_E08,RamDA_mESC_72h_E09,RamDA_mESC_72h_E10,RamDA_mESC_72h_E11,RamDA_mESC_72h_E12,RamDA_mESC_72h_F01,RamDA_mESC_72h_F02,RamDA_mESC_72h_F03,RamDA_mESC_72h_F04,RamDA_mESC_72h_F05,RamDA_mESC_72h_F06,RamDA_mESC_72h_F07,RamDA_mESC_72h_F08,RamDA_mESC_72h_F09,RamDA_mESC_72h_F10,RamDA_mESC_72h_F11,RamDA_mESC_72h_F12,RamDA_mESC_72h_G01,RamDA_mESC_72h_G02,RamDA_mESC_72h_G03,RamDA_mESC_72h_G04,RamDA_mESC_72h_G05,RamDA_mESC_72h_G06,RamDA_mESC_72h_G07,RamDA_mESC_72h_G08,RamDA_mESC_72h_G09,RamDA_mESC_72h_G10,RamDA_mESC_72h_G11,RamDA_mESC_72h_G12,RamDA_mESC_72h_H01,RamDA_mESC_72h_H02,RamDA_mESC_72h_H03,RamDA_mESC_72h_H04,RamDA_mESC_72h_H05,RamDA_mESC_72h_H06,RamDA_mESC_72h_H07,RamDA_mESC_72h_H08,RamDA_mESC_72h_H09,RamDA_mESC_72h_H10,RamDA_mESC_72h_H11,RamDA_mESC_72h_H12
Ruvbl1,1.099012476,0.816407493,0.932902218,1.270343935,1.175316382,1.365991599,1.384493614,1.111660345,1.069733058,1.225747937,1.088256577,0.974313042,1.33953367,1.290574385,0.9359806,1.063835587,1.495841841,0.282701929,1.023310416,1.168160124,1.348362557,1.086837127,0.98128843,1.308582588,1.519315305,1.096932851,1.107686717,1.641773312,1.240143556,0.716855761,1.060320301,1.727193247,1.174973329,0.925645769,1.269900841,1.369695814,1.081752036,1.364128655,1.537305037,0.352543755,1.184564889,1.32273724,0.894643636,0.688573811,0.826635064,1.103763767,0.754474872,1.178277836,1.300085014,0.985060942,1.196575433,0.969977607,1.662596244,0.669717589,1.583811426,1.3321832,1.569595433,1.501626814,0.848862,1.364521382,1.578427575,0.742005652,0.960722609,1.481853122,1.394025532,1.039104692,1.153293365,0.743252984,0.95590334,1.027750493,0.797560891,1.168768402,1.232490743,0.926159069,0.853227536,1.425005564,1.268943329,1.141808701,1.104558149,1.09256538,1.078165621,0.817354504,1.554011606,0.970973821,1.542868904,1.253475546,1.269464684,0.871589209,1.230293018,0.929930452,0.996148628
Ruvbl2,0.979719503,0,0,1.406468475,0,1.331964637,1.011075023,0,1.370255137,0.476846878,0,0,0,1.960696557,0,0.922646156,0.495366323,0,0.417828742,0,0.474213537,0.477883989,0.471444123,0.49233133,0,0,0,1.79977832,0.541513168,0.65374831,1.182857909,1.07509826,0.546009862,0,0.888824873,0,1.17928133,0.878169548,0,0.595912157,0.810906098,0.525351767,0,0,0,0.463453043,0,0.542973608,0.488218361,0.453908568,0,0.594601185,1.269913287,0.460048073,0.484616651,0,0.86027278,0,0.543326421,1.675467318,0.896054297,0,0.469794889,0.741593407,1.175559502,0.446923236,0,0.644671667,0.976471361,0,0,0,0,0.862598343,1.220817547,0.471659025,0,0,0,1.411742173,0.947877056,0.555293959,0.631793993,1.032318519,0.560843225,0.965611702,1.083603576,1.198277629,0.517653832,0,0
Rybp,1.660341351,2.444306532,2.622101088,2.440379263,2.06906846,1.832273249,1.60140013,1.930454372,1.124803376,2.035097854,1.371281008,1.916770865,2.126683755,2.042136444,2.198881479,1.812792016,2.365105381,2.431179541,2.420614982,2.289969542,2.782967857,2.659811599,2.428854973,3.043337885,2.317931423,2.100161683,2.116282657,1.913899477,2.046578983,1.935659788,1.957684334,1.247627785,2.373414082,2.177530025,1.683990737,2.00507705,1.921377032,1.931772394,1.829704288,1.585225952,2.685544412,2.130360654,2.787419622,1.246671085,2.086716284,2.046126869,1.754776439,2.143314318,2.840303794,2.003331213,2.284407758,1.528504155,1.927865002,2.161119503,2.403390396,2.067008824,2.322624618,2.113417794,1.600873427,2.397816382,1.74143368,1.707046651,1.270267058,2.695227875,2.290226247,3.153250281,2.330675208,2.562214191,1.703678669,3.09338029,2.392935299,1.968253863,1.764897812,1.642852994,2.942598691,2.113994835,2.493791752,1.7003475,2.951672087,1.587876134,1.507187051,3.194270256,2.375468404,1.883728112,2.324011717,2.297859856,1.580444253,1.831158326,2.536006312,2.745167411,2.630639113
Sall1,0.639227898,0,0,2.81E-10,0.250754258,0,0,3.88E-10,0,0,0.655935217,0.324705179,0,0,0,0,0.654023296,0,0,0,0.275658611,0,0.613443155,0.2448433,0.221663659,0,0,0,8.21E-10,0.250746848,0.37450406,0,0.413389322,0,0,0.51970858,0,0.239981992,0,0.200982599,0.187079686,0.255288287,0,0,0,0.226898664,0,0.312511111,0,0.133675541,0.279598881,1.279858457,0.185210688,0,0,0,0.246127859,0,0,6.08E-10,0.302989286,0.26943883,0.400913173,0,0.297246518,0,0.272044525,0,0.423241019,0,0.935269212,0,0.413672808,0,0,0.209985037,0,0.194742187,0,0,0,0,0,0,0,1.72E-10,0,0.471686123,2.80E-10,0.31579901,0
Sall4,4.274699629,3.64868635,3.672340447,4.435684941,4.487869319,4.106103614,3.688429601,3.784337698,4.181637139,3.516117566,5.117046767,4.333393958,4.403392844,4.028188431,4.406828866,3.970348397,4.706473435,3.960770337,3.973340465,4.160969517,3.638326358,4.039278796,3.824721984,3.969985539,3.652568647,3.930059601,3.901542832,4.564499239,3.984612261,3.767290037,3.960385568,4.731283841,3.754034235,3.95633331,3.975078038,4.53652624,4.056030714,4.371160447,4.086190543,3.727735903,4.319387571,4.518751641,4.425494062,4.472543275,4.14699179,4.04801055,3.985914449,4.404083626,3.922600276,3.300852708,3.943195916,3.812656529,4.250106514,3.975702046,4.336065943,3.551454495,4.481580134,3.59496832,3.660336289,4.331629142,4.014596008,4.288370587,3.73988306,4.313678617,4.260027353,4.429068488,4.19669358,3.713616626,4.411483317,4.505643341,4.541274634,4.288168019,4.64306111,4.472065798,4.147804801,4.292426857,4.031819869,3.440325196,4.203579554,4.055441278,4.457267683,3.728358906,4.287664359,3.962926889,3.428571487,3.725018833,3.735156792,4.516953876,4.10539768,3.967813591,4.757769865
Sap30,0.285997032,0.049330939,0,0,0.12677163,0.724148329,0,0,0.045275789,0,0.398902948,0.241099973,0.116991249,0.122260759,0.045489758,0.365772308,0.307553575,0.330843472,0,0.129813993,0.0357346,0,0.169328344,0.037325863,0,0.113448528,0.347342475,0.146156164,0.304311183,0.421991702,0,0.348441774,0,0.080143743,0.198665586,0.079829792,0.038668667,0.219796713,0.353566395,0.220078092,0.226674642,0.260821949,0.263612491,0.043702001,0.08597278,0.166158855,0.192744442,0.234735597,0.474335998,0,0.293891345,0.091853812,0.43456842,0,0,0,0.211182148,0.218552732,0.08262513,0.620425562,0.039477639,0.069677705,0.241494227,0,0.463166631,0,0.150876482,0.051450145,0.107449593,0.449561871,0.049344408,0,0.106242754,0,0,0.201033151,0.153043581,0.209138792,0.088271609,0.408297518,0.30973145,0,0.098717982,0,0.043510836,0.127118146,0.282614229,0.256615736,0,0.040464806,0.152034986
Sat1,2.104829116,2.943364541,2.760850926,2.761827537,2.284653886,1.305963928,1.252252521,2.694367208,3.449510771,2.083067745,0.781903495,3.950412531,1.933439843,0.792283903,3.029579831,3.718221186,1.714313887,2.08884833,2.518050057,0.25270456,1.530141322,2.917294667,3.035774556,2.186492642,2.264130901,2.397961262,2.343880562,2.846471287,2.094509247,3.644099799,3.092960691,2.405007848,2.627221755,3.49635472,2.677417092,2.696620753,2.582667409,3.178776903,1.772365985,3.183688297,3.394444849,2.08393792,3.659191137,3.779882578,1.800540166,3.263354064,3.164065454,3.024715182,0.629556981,2.197832024,1.52166038,2.0245443,2.421927783,3.550291798,2.910615459,2.039527245,1.685002559,2.670654045,3.242034841,1.552730323,1.909584711,1.660278439,2.79599013,2.120823961,3.243224749,2.907063943,2.454722138,2.93915397,3.092400917,2.21239777,2.797091859,2.288642926,1.973732656,2.076539712,2.407332851,2.225156337,2.838109573,4.071105209,3.352732283,4.023670614,2.552893566,2.250753181,2.306187143,2.08605905,2.415188439,3.370024197,1.509171871,2.338299809,1.589958975,1.991755079,2.831461027
Satb1,0.095878272,0.271757427,0.877339964,0.351968696,0.276755358,0,0.639098349,0,0,1.081918374,0.17257527,1.10643467,0.496183079,0.261943434,0.518257007,0.394960815,0.972561844,0.482796806,0,0.427615453,0.67663994,0,0,0,0.666159754,0.80124401,0.525641477,0.364255275,0.413256295,1.269396629,0.971085574,0.432349349,0.306318492,0,0.412345424,0.267505495,0.656965094,0.319916862,0,1.724211009,1.442705852,0.057024274,0.023193144,0.411206975,0.36772914,0,0,1.182040163,0.355447465,0,1.233584284,0,0.137337638,1.113630816,0.339027327,0.089881732,0.534588006,0.358212143,0.577255277,0,0,1.589412702,0,0.0881303,0.162580252,0,0.25140473,0.678090991,0.37571188,0.980551701,0.645548951,0.428147874,0,0.085025963,2.021525854,0,0.082320671,0,0.517208278,0.303252078,0.686195851,0.144238897,0.504304152,0,0.137424778,0,1.077323754,0.554365387,0,0.184658553,0.43699744
Satb2,1.57825809,2.0822015,1.171644714,1.193787527,1.161664595,1.947932163,1.174338722,1.620824228,1.630890746,0.917941386,1.933129202,1.375792801,1.756509758,1.072182824,1.261564449,1.583308664,1.04099751,1.766959639,2.761568578,1.773281052,1.406678009,1.9804847,1.419719911,1.890856618,1.104470652,1.113931639,1.200721507,1.499011377,2.28344459,1.385070535,1.069618978,1.714693813,1.978987858,1.241232213,1.84868592,1.740464418,1.303275308,1.521181649,0.999351832,1.690199188,1.28676911,2.289118553,0.699139574,0.999813236,2.212492412,2.170248536,1.929957029,2.027330018,1.117958175,1.532549946,1.091035555,1.46573968,1.489930446,1.977640742,2.376437066,1.527950519,0.841368225,1.805997946,1.324619883,1.606500811,1.906232956,0.906947063,1.866365622,2.093772197,1.928361744,1.770650871,1.95241708,1.400983084,1.18118115,1.593135459,1.236456895,1.865051956,1.643682868,1.909057961,1.204129405,1.786129524,1.481864783,1.433686362,0.682684401,0.775982754,1.324554438,1.156118323,1.550258125,2.154170565,1.490634021,1.732460903,2.054077772,2.033826306,1.542387029,1.36891205,1.992716371
Scmh1,1.201669492,1.227219937,0.188012652,1.365140077,1.260731003,1.465820412,1.022766219,0.549353169,2.027408922,0.654181175,0.623291452,0.745072491,0.242866033,1.200860114,0.438006386,1.705550078,1.147377747,0.591754123,1.138874565,0.673102131,1.146804284,0.414929982,0.547599188,1.689243828,1.520066017,0.846505231,0.545983818,0.542279475,0.614057329,1.201386638,0.920474602,0.944170294,1.602067163,1.13841551,0.884372914,1.706222356,0.503285606,0.61051596,0.228384906,0.442569843,0.602300559,0.901830869,0.165806452,1.110518226,1.404617468,1.198474842,1.615241121,1.613900089,0.413796292,0.874389911,0.523688461,1.423155528,1.191700832,0.777724537,1.058766974,0.872050687,1.249175827,0.705232919,1.273688893,1.346000479,1.967100912,0.231032479,0.494683648,1.469634286,1.105721695,0.454352573,1.655198933,1.114110629,1.034541697,1.568890104,1.083104541,1.756367464,0.703957494,0.94871839,0.614388099,1.149413403,1.269266017,0.735505758,1.024760688,1.686676204,1.157529441,0.396995581,1.064723083,1.228741853,1.142937996,0.864989462,0.540462576,1.48586157,1.256522776,1.187376008,0.472195301
Sdc4,3.195431195,2.780493764,3.400923421,2.619259812,2.636313439,2.413162121,2.508204415,2.916665549,3.000014781,2.921540214,3.061802047,2.466846566,2.271862651,2.764830701,3.549425798,1.848279951,3.394697832,3.525626895,2.041230464,2.83182476,2.617476094,1.192507425,1.462023713,1.855916327,2.925390917,3.155314993,1.566880538,2.181973558,2.526521384,2.008056623,2.920791198,1.345897419,2.735134159,3.012032887,2.903697716,3.259540895,2.559859146,2.345820746,3.454292775,2.240775611,3.131941426,2.542066727,2.249262779,2.764587147,2.343389673,2.014465274,3.054361552,1.770928967,1.793460161,1.959490857,3.635859844,2.625400266,2.604587413,3.086760149,2.991076357,1.655475313,1.957690579,1.71444597,1.5984958,1.536034224,1.423275636,3.316079658,2.211863065,2.315050285,2.441175691,2.445739808,2.148046863,2.612648353,3.284266223,2.479996706,1.661030207,2.243676218,2.61687545,2.434813508,2.55679934,1.917141337,2.5280438,1.703971907,3.023938758,3.259470322,2.678503578,2.827337098,2.496191026,3.031174506,2.157650819,1.638334031,2.800936727,2.762868991,2.79184531,2.027251902,2.519744051
Sec24d,1.92288771,3.489012325,3.522621769,3.537799266,3.405116982,2.196199449,3.249767646,2.450231844,2.330965436,2.969667642,2.440573086,2.192344822,2.764300657,2.838954434,1.937760773,3.218979773,2.720179131,1.489519617,2.013484026,3.685364328,3.157767565,3.766066002,2.523867128,3.123958727,3.348692376,2.491748418,3.024703929,3.711559725,2.872842734,2.250082487,3.08639488,3.523652492,2.577494906,3.199882756,3.443799056,2.915275912,2.725655084,1.600833038,2.614691261,1.979268794,2.857069122,3.28550976,2.04895658,2.419057169,3.427118927,1.936074878,2.398887095,3.605748817,2.020897758,3.047394276,2.641639892,2.87542663,3.119879107,2.548262672,4.032609129,3.133549706,3.158776282,2.07279668,2.468563121,3.207610448,3.100424941,2.613595744,2.106366172,2.751558437,3.25022571,2.542800827,2.294840364,2.947125153,2.804614503,3.701891955,3.177403763,3.178123174,3.136463421,2.310274656,3.374829018,3.227143282,2.643712381,3.566968941,3.511998209,2.811444674,3.09390104,3.533556414,3.072666178,3.381040106,2.815318099,2.630906123,2.825546802,3.05899868,3.587467637,2.536368029,3.534963783
Selenow,2.165858353,1.44054923,3.108549915,1.309482472,2.657341236,2.335053494,1.812714222,2.169209107,1.98828021,3.440896689,2.435233598,3.024658613,2.216886053,2.219985624,2.787704999,2.494423157,2.91714587,2.840540548,2.217340337,2.373419733,2.330020239,2.478413341,2.596016045,3.105410963,1.806281262,2.567468378,1.993177074,1.75866643,1.724127739,3.235201319,3.021825369,1.935659654,2.442845574,2.325997264,2.687800937,1.412233813,2.238404429,2.600147037,3.017297403,1.487868645,3.101973585,1.96106928,1.894638293,1.393927987,2.029295932,2.362913195,1.626261101,1.655356872,2.369713249,2.14917964,2.845179079,3.127505568,2.098746338,3.317311176,2.323261431,2.207340284,2.288136181,2.919908108,2.572620577,1.979014164,1.273678618,2.889951437,2.236911678,2.171958793,3.053891659,2.27623096,1.661342125,3.051257081,1.934554734,0.817774543,2.478344441,2.78564966,2.567667872,1.976612999,2.851484184,1.826666204,2.86416964,2.345153411,1.477697524,2.716468562,3.452073475,1.911120129,2.625411089,2.229145781,2.084539724,1.122244657,2.707001971,2.170716353,2.730170458,2.555903456,3.603673052
Sema4c,1.211273901,2.395767068,1.660858821,2.631628469,2.17707884,1.570857742,2.067545678,2.259179112,2.185310025,1.469595006,1.649596892,1.47892822,2.502619743,2.18092835,1.773323663,1.728319214,2.165750976,0.491051622,2.227616494,2.255604876,2.307481951,1.724076509,2.022431467,1.366719686,2.545177698,1.9866564,2.309367582,2.509868698,2.222501717,1.691120621,2.008560175,2.423268686,2.05454249,2.130963427,3.05006593,1.907750054,1.91806149,1.043499774,0.9643289,2.253677066,1.722733752,1.91434706,1.627264477,2.151401886,2.553429099,3.076328999,2.400604233,2.22423009,2.415581822,2.023931657,0.316891752,2.068276736,2.233065478,0.542004465,2.177558578,2.238372592,2.230936163,2.556240106,1.957614416,2.5025462,2.401613764,0.999034227,1.874410399,1.285559683,1.991271875,1.157843047,2.191854553,2.245345883,2.111545534,2.731275109,1.46025516,1.586123728,2.446230893,1.614580054,2.810270497,2.397667964,1.875600453,2.81736264,1.480245731,1.623448302,2.352763699,1.712222731,2.239401094,2.5795749,1.660658801,2.459568944,1.311382135,1.971790723,1.826722731,2.042050397,2.749689581
Serpine2,2.196612467,2.509862459,1.044683117,2.830276755,1.239331724,3.711682177,2.375145536,3.170222296,2.805427221,1.605910763,2.93680086,1.345035257,3.114398735,3.134711348,2.52999007,1.669632132,2.151137393,3.112285422,1.506492529,1.203093419,2.341129495,4.001972088,1.965585495,1.413443574,2.852658014,2.522540367,1.064061388,3.510853768,3.391332862,0.152470547,1.054810227,2.204029674,1.939026769,2.630675732,2.249925965,2.87366537,2.27848507,2.033978418,3.040746608,1.598728019,1.79960093,2.093707565,0.724327684,2.749935348,2.909692309,1.224400008,3.285716003,1.796944581,1.426732144,1.916796071,2.710611051,3.270227024,1.726172202,0.717410029,2.176810331,2.122631313,3.158788502,1.592891975,1.592451083,2.55427873,2.270714982,2.76691145,2.466938784,1.51323127,2.439005039,2.466244096,2.586582218,0.856296014,2.247254229,3.976926932,1.681909817,2.639371967,2.061894712,1.665564904,0.310345544,1.966243824,1.775029293,1.877734531,2.825681619,3.365201124,2.94019863,3.003417549,2.701639926,2.266151844,2.783664809,2.813040054,3.592191095,0.908645675,2.527894324,2.319134724,1.907843989
Serpinh1,6.167131234,6.638036049,5.910431947,6.167120054,6.318847643,6.029494632,6.1354632,6.1908445,6.169698852,5.785094945,5.875289957,5.992793528,6.578528576,6.340774653,6.096214722,6.084801457,6.060622491,5.748275599,6.102691243,6.211208414,6.138235743,6.363113703,6.288894923,6.597003783,6.178827699,6.421724331,5.906499447,7.019033009,6.404897764,5.830202089,6.4850725,6.647746871,5.977929909,6.515080685,6.414080688,6.236064735,6.216039661,6.215769864,5.731189146,6.447449968,5.887483673,6.403642937,6.563220409,6.040147866,5.936807138,6.485084231,7.009470785,6.460371835,6.23555579,6.421982453,5.559818693,6.717990747,6.290227412,5.973460515,6.32636705,6.248988457,6.434038793,6.49622287,6.473769226,6.858675972,6.491610217,5.741631251,6.284188865,6.197907585,6.326630641,6.064137224,6.306363077,6.235210513,6.075846245,6.794184197,5.775322577,6.444675555,6.470952334,5.956419518,5.989902345,6.461353846,6.159932959,6.640068136,6.826397937,6.112461541,6.485743854,6.424234966,6.797208643,6.427520736,6.197662292,6.339696793,6.311770108,6.971854938,6.414458974,5.922610595,6.09438227
Sertad2,0.17522434,0.906676582,1.28258083,0.961471094,0.533895934,0.62961192,0.529751548,1.412992597,0.988086667,0.720513274,1.205656658,0.461635958,0.797295393,0.711476082,0.848131894,0.739653874,0.727469617,0.519951961,1.134681149,1.426323401,1.052325362,1.014235571,1.13326838,0.546883527,1.396569024,0.922936117,1.057672256,0.465722588,1.205454831,0.726673967,0.881851864,0.508607103,0.789650855,0.721104616,0.863066202,0.773772087,0.38314024,0.770507617,0.430550074,0.925087666,1.04040224,0.515286944,0.762518241,0.680734279,0.97209838,1.184809431,1.194684953,1.163101989,1.153451229,0.801382513,0.578380966,0.486231008,1.051985511,0.89178379,1.238580558,1.069415892,1.002485876,0.142352326,1.0896444,1.53764726,1.000353439,0.489187922,1.453803186,1.577192017,0.958349983,0.708995496,1.575784545,0,0.718999912,0.670786645,0.400813779,0.506380887,1.07796546,0.782486133,0.558480169,0.898435429,0.487159448,0.980554516,0.911310824,0.856886719,1.097462287,0.817075323,1.012667629,0.203071881,0.778621719,0.036779767,0.717942282,1.083153599,1.398084605,0.854742568,0.674110209
Sfi1,2.939730944,1.446231031,2.331123652,2.934673437,3.312884499,2.617560724,2.834865006,2.297628959,3.066023708,3.162636805,2.400284779,3.09575582,3.235997288,2.813573767,2.630580728,3.633561542,3.197320788,3.252906453,4.493418919,2.769996604,2.240613418,2.440746549,3.078081565,2.494946561,2.038076502,3.345259008,2.829029635,2.767668757,1.993902382,3.433259151,2.77380894,1.849570287,3.314544631,1.885213157,3.352928318,1.057778418,2.662873397,3.114782631,2.884196482,3.691621037,2.637618924,2.574127712,2.832934699,3.194562661,2.725269147,2.848376248,3.299018532,3.194224478,1.926019813,2.734850771,2.722280949,3.489657963,2.547318996,2.769189125,2.83468366,2.2462839,1.846938109,3.063261278,3.561583305,2.509607118,1.123375542,2.928675734,3.444169958,2.746943545,2.436000205,3.236203843,2.893459938,2.820702646,2.533233774,2.657104493,2.906001786,3.205216078,1.790943355,2.815698704,3.068147438,1.436444355,2.790020154,2.319209795,3.324767949,2.25453929,2.102674303,3.314316163,3.129439829,3.105617539,1.952500508,2.908967869,3.089525099,3.131773788,2.074610373,2.993119983,2.984787582
Sfpq,3.426202285,3.892419591,3.761758684,4.34775244,3.974944122,3.892707039,3.792864135,4.409939715,3.541900117,3.016109026,3.583184845,3.809509384,3.666095257,3.664464793,3.779373407,4.036825738,3.614110668,3.310117422,3.549439591,4.194181981,3.703397632,3.235598207,3.836391537,4.007421285,3.468135525,3.955872516,3.325783702,3.633219857,3.725430723,3.806058264,3.669081898,3.567681384,3.690357587,3.654521645,3.574052415,4.172864818,3.604845247,3.898146257,3.440016775,3.691827928,3.366318203,3.71345392,3.34155409,3.579775927,3.625101696,3.523895173,3.199928918,3.781121876,3.536605702,3.241818155,3.652334599,3.533438834,3.654765594,3.244152189,3.688618,4.267164849,4.073976536,3.371225383,4.019894894,3.815639617,3.554750882,3.073461648,3.445168437,3.549745692,3.203908425,3.458236979,3.440984882,3.82346829,4.091870655,3.926122658,3.67610536,3.907210656,3.809892387,3.475809898,3.526884808,3.704062718,3.246351827,3.811735662,3.744268835,3.539790763,3.575734203,4.091261169,4.376977372,3.601982532,3.553526504,3.811494797,3.851944245,3.55347335,4.113416932,3.696735175,3.496509585
Sgk1,1.16923451,0.545913841,2.32375928,0.261049532,1.915381439,2.136156029,1.478997015,2.627027463,0.762129667,2.802310764,1.101817463,2.858437039,2.166073218,2.181557487,2.948494878,0.577908492,3.327246285,4.072615864,1.879665449,1.237094613,2.961944983,1.006533357,2.790372503,1.326118555,1.326343237,4.012292242,1.786882689,0.992117422,0.699205551,0.937026359,1.329884373,0.890733908,1.323858674,3.020798772,0.680022299,0.511617173,0.485748961,1.888803231,2.887660134,1.152561055,3.235301101,2.533488594,2.705693399,1.825983012,1.84822949,1.666434317,1.052502401,0.906306404,1.177256014,2.479183108,2.686630053,0.372162521,0.68145291,1.381288362,1.992831328,1.271810044,0.706156424,1.208814174,1.368711896,1.531065122,1.835528027,3.848221789,1.283492054,2.581101406,2.310870119,3.020620217,2.618373697,0.573181466,1.990918164,0.590567348,0,1.837436655,1.395733045,1.281701297,0.22819056,0.899090945,2.453628039,2.034998712,1.875469164,0.720202864,1.137306911,3.169371947,1.293981709,0.662671475,1.129874775,1.346066224,1.792405044,0,1.283684765,2.509650532,2.823610648
Shkbp1,0.982349482,0.72691858,0.838468204,0.780686717,0.82852453,0.377164884,0.508236743,1.34263603,0.449198235,0.757740044,1.013854554,1.061902881,0.859698733,0.88222254,0.666536051,0.945454822,0.473562466,0.322276341,0.690666929,0.820773252,0.212994711,1.11690151,0.376445315,1.369543554,0.907260417,0.919237542,0.768586597,1.26883908,1.340124976,1.072547636,0.473703598,1.350032207,0.500524652,0.589484981,0.767645524,0.523314799,0.82366342,0.951715187,1.014411286,0.942717237,0.743941657,1.250369594,1.403751343,0.645080108,0.282294651,1.128984096,0.822858394,1.321554099,0.923541383,0.880029524,0.90703207,0.912760163,0.940280434,0.646361909,0.619460333,1.552417506,0.877712913,0.806316633,1.006436328,1.30969466,1.304832008,0.617343535,1.490990576,0.449844797,0.557117328,0.874986006,1.12939192,0.883649872,0.823960163,0.908661934,1.214780112,0.890697862,0.550549987,0.167295198,1.306065011,0.485164764,0.679273656,0.788623087,1.543265476,0.695695021,0.652738528,0.426441195,0.413155421,0.451459659,0.835305886,0.499197912,0.801542209,0.22968199,1.040952592,0.257676727,0.481894787
Shroom3,1.792105672,2.339882976,2.404961542,2.52945061,2.062218269,1.725491248,1.65642468,1.75295268,1.977514977,2.064469544,1.790214496,2.573827295,2.358398926,2.456768051,2.625165134,1.404385219,2.634148127,1.603791186,2.929541912,1.572976987,1.658075439,2.265401911,1.857835693,1.225353256,1.341524993,2.603051035,1.654493276,1.659904309,1.004865207,2.86194739,2.593987927,1.494538086,2.098925682,1.934677237,1.96741513,2.456966202,2.49687287,2.336489454,1.041136795,2.877147743,1.568567901,1.597814669,2.760103032,3.048227109,1.465409714,2.373653659,2.511432333,2.135597971,2.171192039,2.328297998,1.847183702,2.946327689,1.426898599,3.21310854,1.907951676,1.858036218,1.173840371,2.678715453,2.520791198,2.254123422,1.675782333,1.199219262,2.531152913,1.285964134,1.355131781,1.920420115,1.363913434,2.256708991,2.481868439,2.179085788,1.441130995,2.069144145,1.840939898,2.357715333,2.726074654,1.502280043,1.32970886,2.391890371,1.783307489,1.671313745,2.276443622,2.432437462,1.714906272,3.231890784,2.336624294,1.340939635,1.893473542,2.812534623,1.72191212,2.17687185,1.753796146
Sin3a,1.689933109,1.964691405,2.092813891,2.295269015,1.482072299,1.617851373,1.855542025,1.446366749,2.210991997,2.044238768,2.282692134,1.528912071,1.819185145,2.494667894,1.90394761,2.727577249,2.836781887,1.577627004,2.578086997,2.905974108,1.492566398,2.242712052,2.074133513,2.441992138,2.506804031,2.213090899,1.465128674,2.03293031,2.282097816,1.724395893,1.770250402,1.391981189,2.40202875,1.096586611,1.512211528,1.858585279,1.807953565,2.037977076,1.744406754,1.421098376,2.222047631,1.671422948,2.484397744,2.160149721,2.101863276,2.186948124,2.134427572,2.207875795,2.063140298,1.934000274,2.373722705,2.382718381,1.333957701,1.81901787,1.927409559,0.95737605,2.812824894,1.578492261,2.736426827,2.188259202,1.517380743,1.395134787,1.9032511,2.342196828,2.31820232,1.574037475,1.283199937,2.002809203,2.251207257,2.080385737,2.781794338,2.012569381,2.213061649,2.54349927,2.483338653,1.628063128,1.873529511,1.251704581,1.235076968,1.760329842,2.272991996,1.593851046,2.799447166,2.400173217,0.93893918,2.427594879,2.340657031,2.749146852,2.216523085,1.601671528,1.963960703
